sample interval	    ECG	     BP	(C4-A1)	p (sum)
           6909	 -0.380	 46.256	 -0.100	  0.387
           6910	 -0.410	 46.465	 -0.102	  0.404
           6911	 -0.280	 46.256	 -0.101	  0.412
           6912	 -0.175	 45.628	 -0.098	  0.423
           6913	 -0.090	 46.046	 -0.098	  0.417
           6914	 -0.045	 45.628	 -0.095	  0.445
           6915	 -0.010	 45.209	 -0.093	  0.423
           6916	  0.040	 45.419	 -0.091	  0.429
           6917	  0.060	 45.419	 -0.093	  0.422
           6918	  0.060	 45.209	 -0.091	  0.422
           6919	  0.070	 45.209	 -0.089	  0.407
           6920	  0.060	 45.419	 -0.088	  0.419
           6921	  0.075	 44.791	 -0.088	  0.410
           6922	  0.070	 44.581	 -0.087	  0.417
           6923	  0.090	 44.581	 -0.084	  0.426
           6924	  0.080	 44.581	 -0.083	  0.446
           6925	  0.080	 44.581	 -0.082	  0.429
           6926	  0.095	 44.372	 -0.080	  0.425
           6927	  0.100	 43.953	 -0.082	  0.425
           6928	  0.095	 44.163	 -0.084	  0.429
           6929	  0.100	 43.744	 -0.082	  0.436
           6930	  0.105	 43.744	 -0.083	  0.410
           6931	  0.095	 43.953	 -0.084	  0.409
           6932	  0.115	 43.744	 -0.089	  0.413
           6933	  0.110	 43.326	 -0.088	  0.394
           6934	  0.115	 43.326	 -0.086	  0.412
           6935	  0.115	 43.744	 -0.086	  0.420
           6936	  0.120	 43.116	 -0.086	  0.439
           6937	  0.120	 42.907	 -0.083	  0.429
           6938	  0.125	 42.907	 -0.086	  0.435
           6939	  0.110	 42.907	 -0.086	  0.449
           6940	  0.120	 43.116	 -0.084	  0.417
           6941	  0.125	 42.907	 -0.084	  0.436
           6942	  0.135	 42.698	 -0.085	  0.426
           6943	  0.135	 42.488	 -0.085	  0.422
           6944	  0.140	 42.279	 -0.083	  0.406
           6945	  0.140	 42.907	 -0.083	  0.412
           6946	  0.135	 42.070	 -0.084	  0.430
           6947	  0.155	 42.070	 -0.084	  0.422
           6948	  0.165	 42.070	 -0.085	  0.417
           6949	  0.160	 42.070	 -0.086	  0.452
           6950	  0.155	 42.488	 -0.089	  0.435
           6951	  0.165	 42.907	 -0.093	  0.457
           6952	  0.180	 43.535	 -0.095	  0.441
           6953	  0.180	 45.419	 -0.100	  0.435
           6954	  0.180	 46.256	 -0.103	  0.419
           6955	  0.190	 47.721	 -0.103	  0.419
           6956	  0.200	 50.023	 -0.107	  0.399
           6957	  0.200	 52.326	 -0.108	  0.425
           6958	  0.200	 54.419	 -0.108	  0.425
           6959	  0.210	 56.721	 -0.105	  0.417
           6960	  0.215	 60.279	 -0.106	  0.433
           6961	  0.230	 62.372	 -0.106	  0.441
           6962	  0.220	 65.093	 -0.102	  0.439
           6963	  0.230	 68.651	 -0.100	  0.443
           6964	  0.240	 71.791	 -0.096	  0.435
           6965	  0.230	 74.721	 -0.090	  0.432
           6966	  0.235	 77.860	 -0.088	  0.443
           6967	  0.240	 81.837	 -0.086	  0.417
           6968	  0.230	 84.977	 -0.083	  0.412
           6969	  0.240	 88.116	 -0.078	  0.406
           6970	  0.220	 91.674	 -0.076	  0.435
           6971	  0.235	 95.233	 -0.076	  0.423
           6972	  0.220	 98.163	 -0.077	  0.423
           6973	  0.220	100.674	 -0.076	  0.442
           6974	  0.215	103.186	 -0.077	  0.441
           6975	  0.190	104.860	 -0.077	  0.445
           6976	  0.195	106.535	 -0.078	  0.458
           6977	  0.160	107.791	 -0.079	  0.425
           6978	  0.155	108.209	 -0.084	  0.457
           6979	  0.125	108.837	 -0.085	  0.439
           6980	  0.130	108.837	 -0.086	  0.433
           6981	  0.095	108.209	 -0.088	  0.433
           6982	  0.075	107.372	 -0.090	  0.435
           6983	  0.070	106.326	 -0.087	  0.419
           6984	  0.060	105.698	 -0.084	  0.433
           6985	  0.035	104.442	 -0.084	  0.457
           6986	  0.025	102.767	 -0.085	  0.462
           6987	  0.040	101.512	 -0.083	  0.459
           6988	  0.015	 99.837	 -0.086	  0.442
           6989	  0.010	 98.581	 -0.084	  0.446
           6990	 -0.000	 96.907	 -0.083	  0.462
           6991	 -0.005	 95.651	 -0.082	  0.445
           6992	 -0.000	 93.977	 -0.086	  0.443
           6993	 -0.000	 92.302	 -0.086	  0.441
           6994	  0.005	 90.419	 -0.085	  0.428
           6995	 -0.000	 88.953	 -0.086	  0.442
           6996	  0.005	 88.116	 -0.090	  0.445
           6997	  0.010	 86.442	 -0.092	  0.449
           6998	  0.005	 84.767	 -0.092	  0.429
           6999	 -0.000	 83.302	 -0.094	  0.452
           7000	 -0.000	 81.837	 -0.096	  0.462
           7001	 -0.000	 81.000	 -0.098	  0.455
           7002	  0.020	 79.326	 -0.097	  0.443
           7003	 -0.000	 78.488	 -0.099	  0.443
           7004	  0.015	 77.442	 -0.095	  0.429
           7005	  0.020	 76.395	 -0.091	  0.420
           7006	  0.020	 75.349	 -0.091	  0.416
           7007	  0.020	 74.721	 -0.092	  0.420
           7008	  0.005	 73.884	 -0.089	  0.438
           7009	  0.010	 72.628	 -0.085	  0.458
           7010	  0.020	 71.581	 -0.085	  0.462
           7011	  0.020	 70.953	 -0.082	  0.452
           7012	  0.025	 70.326	 -0.081	  0.457
           7013	  0.030	 69.698	 -0.083	  0.445
           7014	  0.020	 68.860	 -0.081	  0.462
           7015	  0.015	 68.023	 -0.079	  0.451
           7016	  0.025	 67.186	 -0.079	  0.429
           7017	  0.035	 66.349	 -0.083	  0.417
           7018	  0.035	 65.930	 -0.083	  0.429
           7019	  0.035	 64.884	 -0.081	  0.426
           7020	  0.035	 64.674	 -0.081	  0.423
           7021	  0.050	 64.046	 -0.082	  0.416
           7022	  0.035	 63.209	 -0.080	  0.452
           7023	  0.020	 63.000	 -0.078	  0.439
           7024	  0.025	 61.953	 -0.076	  0.468
           7025	  0.030	 61.326	 -0.073	  0.432
           7026	  0.040	 60.907	 -0.070	  0.435
           7027	  0.040	 60.279	 -0.066	  0.439
           7028	  0.040	 60.070	 -0.065	  0.429
           7029	  0.030	 59.023	 -0.062	  0.435
           7030	  0.045	 58.605	 -0.058	  0.429
           7031	  0.040	 58.395	 -0.059	  0.417
           7032	  0.045	 57.977	 -0.058	  0.417
           7033	  0.050	 57.558	 -0.055	  0.428
           7034	  0.050	 57.349	 -0.051	  0.439
           7035	  0.045	 57.349	 -0.052	  0.429
           7036	  0.045	 56.721	 -0.053	  0.441
           7037	  0.055	 56.302	 -0.053	  0.435
           7038	  0.060	 55.884	 -0.054	  0.422
           7039	  0.055	 56.302	 -0.053	  0.429
           7040	  0.055	 55.884	 -0.053	  0.412
           7041	  0.050	 55.256	 -0.053	  0.409
           7042	  0.055	 55.465	 -0.057	  0.401
           7043	  0.050	 55.674	 -0.056	  0.414
           7044	  0.050	 55.674	 -0.052	  0.423
           7045	  0.060	 55.465	 -0.049	  0.433
           7046	  0.060	 55.884	 -0.047	  0.417
           7047	  0.060	 55.465	 -0.044	  0.439
           7048	  0.070	 55.465	 -0.041	  0.425
           7049	  0.070	 55.674	 -0.039	  0.416
           7050	  0.070	 55.674	 -0.037	  0.417
           7051	  0.070	 55.884	 -0.034	  0.414
           7052	  0.065	 56.302	 -0.032	  0.401
           7053	  0.070	 56.930	 -0.030	  0.394
           7054	  0.060	 56.302	 -0.027	  0.388
           7055	  0.080	 57.140	 -0.023	  0.396
           7056	  0.060	 57.558	 -0.023	  0.404
           7057	  0.080	 57.558	 -0.023	  0.409
           7058	  0.075	 57.558	 -0.018	  0.410
           7059	  0.085	 57.977	 -0.014	  0.420
           7060	  0.075	 58.395	 -0.015	  0.420
           7061	  0.060	 58.814	 -0.014	  0.406
           7062	  0.070	 58.814	 -0.014	  0.419
           7063	  0.070	 58.814	 -0.017	  0.409
           7064	  0.065	 59.442	 -0.020	  0.397
           7065	  0.065	 59.651	 -0.024	  0.394
           7066	  0.070	 59.651	 -0.030	  0.394
           7067	  0.080	 59.651	 -0.036	  0.390
           7068	  0.075	 59.860	 -0.038	  0.406
           7069	  0.070	 60.488	 -0.040	  0.394
           7070	  0.070	 60.488	 -0.042	  0.403
           7071	  0.075	 60.488	 -0.045	  0.393
           7072	  0.080	 60.070	 -0.048	  0.406
           7073	  0.080	 60.279	 -0.047	  0.407
           7074	  0.075	 60.279	 -0.044	  0.403
           7075	  0.075	 60.488	 -0.041	  0.387
           7076	  0.075	 60.279	 -0.035	  0.391
           7077	  0.085	 60.488	 -0.029	  0.390
           7078	  0.090	 60.070	 -0.024	  0.399
           7079	  0.080	 59.860	 -0.016	  0.384
           7080	  0.090	 59.651	 -0.005	  0.374
           7081	  0.100	 60.279	  0.001	  0.377
           7082	  0.090	 60.070	  0.008	  0.396
           7083	  0.085	 59.651	  0.018	  0.387
           7084	  0.100	 59.442	  0.027	  0.383
           7085	  0.110	 59.860	  0.032	  0.375
           7086	  0.105	 59.651	  0.037	  0.377
           7087	  0.100	 59.023	  0.042	  0.391
           7088	  0.110	 59.023	  0.045	  0.388
           7089	  0.100	 59.023	  0.048	  0.378
           7090	  0.110	 59.023	  0.053	  0.361
           7091	  0.140	 58.814	  0.054	  0.371
           7092	  0.130	 58.605	  0.054	  0.357
           7093	  0.135	 58.395	  0.055	  0.354
           7094	  0.155	 57.349	  0.058	  0.365
           7095	  0.130	 57.767	  0.057	  0.391
           7096	  0.125	 57.140	  0.056	  0.368
           7097	  0.125	 56.930	  0.054	  0.371
           7098	  0.115	 56.721	  0.053	  0.374
           7099	  0.130	 56.302	  0.053	  0.380
           7100	  0.105	 56.302	  0.050	  0.367
           7101	  0.100	 55.465	  0.049	  0.349
           7102	  0.100	 55.465	  0.046	  0.352
           7103	  0.095	 55.256	  0.041	  0.343
           7104	  0.090	 55.046	  0.038	  0.342
           7105	  0.085	 54.628	  0.037	  0.342
           7106	  0.090	 54.628	  0.031	  0.357
           7107	  0.070	 54.000	  0.024	  0.351
           7108	  0.060	 53.581	  0.024	  0.364
           7109	  0.060	 52.953	  0.023	  0.348
           7110	  0.060	 52.953	  0.021	  0.364
           7111	  0.075	 52.744	  0.019	  0.357
           7112	  0.080	 52.116	  0.019	  0.361
           7113	  0.075	 51.907	  0.020	  0.336
           7114	  0.060	 51.907	  0.021	  0.338
           7115	  0.080	 51.279	  0.023	  0.339
           7116	  0.080	 50.860	  0.023	  0.320
           7117	  0.075	 50.860	  0.021	  0.316
           7118	  0.070	 50.442	  0.022	  0.319
           7119	  0.080	 50.442	  0.024	  0.336
           7120	  0.090	 49.605	  0.024	  0.342
           7121	  0.090	 50.023	  0.021	  0.332
           7122	  0.080	 49.395	  0.019	  0.362
           7123	  0.080	 49.605	  0.016	  0.328
           7124	  0.080	 48.977	  0.011	  0.346
           7125	  0.120	 48.767	  0.008	  0.343
           7126	  0.140	 48.767	  0.005	  0.328
           7127	  0.220	 48.558	  0.007	  0.325
           7128	  0.320	 47.930	  0.008	  0.336
           7129	  0.460	 47.930	  0.016	  0.319
           7130	  0.680	 47.930	  0.026	  0.320
           7131	  0.875	 47.930	  0.029	  0.329
           7132	  0.940	 47.302	  0.023	  0.357
           7133	  0.795	 47.093	  0.015	  0.342
           7134	  0.495	 46.884	  0.001	  0.342
           7135	  0.110	 46.674	 -0.015	  0.352
           7136	 -0.230	 46.256	 -0.021	  0.349
           7137	 -0.370	 46.256	 -0.023	  0.352
           7138	 -0.380	 46.256	 -0.022	  0.349
           7139	 -0.270	 46.256	 -0.019	  0.339
           7140	 -0.150	 46.465	 -0.016	  0.338
           7141	 -0.100	 45.628	 -0.016	  0.343
           7142	 -0.035	 45.837	 -0.019	  0.330
           7143	 -0.000	 45.628	 -0.017	  0.352
           7144	  0.035	 45.419	 -0.017	  0.336
           7145	  0.070	 45.628	 -0.019	  0.354
           7146	  0.070	 45.419	 -0.023	  0.357
           7147	  0.075	 45.209	 -0.028	  0.367
           7148	  0.060	 45.000	 -0.033	  0.351
           7149	  0.065	 45.000	 -0.041	  0.354
           7150	  0.080	 44.581	 -0.049	  0.357
           7151	  0.075	 44.791	 -0.058	  0.336
           7152	  0.080	 44.372	 -0.066	  0.336
           7153	  0.080	 44.581	 -0.075	  0.346
           7154	  0.090	 44.372	 -0.078	  0.323
           7155	  0.100	 44.163	 -0.082	  0.345
           7156	  0.095	 43.953	 -0.088	  0.341
           7157	  0.100	 44.372	 -0.093	  0.346
           7158	  0.095	 43.953	 -0.093	  0.341
           7159	  0.100	 43.744	 -0.094	  0.354
           7160	  0.105	 44.163	 -0.095	  0.348
           7161	  0.100	 43.744	 -0.093	  0.359
           7162	  0.120	 43.744	 -0.092	  0.343
           7163	  0.120	 43.744	 -0.092	  0.336
           7164	  0.115	 43.744	 -0.089	  0.325
           7165	  0.115	 43.744	 -0.086	  0.325
           7166	  0.125	 42.907	 -0.082	  0.329
           7167	  0.120	 43.744	 -0.081	  0.317
           7168	  0.110	 43.326	 -0.076	  0.332
           7169	  0.120	 43.535	 -0.074	  0.330
           7170	  0.125	 43.535	 -0.072	  0.332
           7171	  0.120	 43.535	 -0.074	  0.339
           7172	  0.140	 42.907	 -0.073	  0.336
           7173	  0.140	 42.907	 -0.073	  0.342
           7174	  0.140	 42.907	 -0.073	  0.336
           7175	  0.145	 42.907	 -0.075	  0.330
           7176	  0.155	 42.279	 -0.075	  0.335
           7177	  0.140	 42.488	 -0.076	  0.319
           7178	  0.165	 42.907	 -0.078	  0.325
           7179	  0.160	 43.326	 -0.076	  0.304
           7180	  0.175	 44.372	 -0.075	  0.322
           7181	  0.175	 45.419	 -0.077	  0.319
           7182	  0.180	 46.256	 -0.077	  0.342
           7183	  0.180	 49.395	 -0.075	  0.345
           7184	  0.200	 50.442	 -0.074	  0.343
           7185	  0.200	 53.163	 -0.074	  0.343
           7186	  0.205	 55.465	 -0.071	  0.348
           7187	  0.210	 57.349	 -0.068	  0.335
           7188	  0.225	 60.488	 -0.067	  0.323
           7189	  0.220	 63.419	 -0.064	  0.310
           7190	  0.235	 66.977	 -0.059	  0.322
           7191	  0.240	 69.698	 -0.055	  0.338
           7192	  0.240	 73.046	 -0.056	  0.314
           7193	  0.235	 76.186	 -0.057	  0.333
           7194	  0.235	 79.535	 -0.057	  0.346
           7195	  0.230	 83.093	 -0.060	  0.336
           7196	  0.240	 86.233	 -0.066	  0.346
           7197	  0.230	 90.000	 -0.070	  0.346
           7198	  0.220	 94.186	 -0.075	  0.362
           7199	  0.215	 97.116	 -0.077	  0.349
           7200	  0.205	 99.837	 -0.081	  0.320
           7201	  0.205	102.558	 -0.085	  0.336
           7202	  0.200	104.233	 -0.087	  0.345
           7203	  0.195	106.326	 -0.090	  0.341
           7204	  0.190	107.581	 -0.092	  0.349
           7205	  0.170	108.209	 -0.090	  0.346
           7206	  0.160	109.256	 -0.093	  0.355
           7207	  0.130	109.884	 -0.095	  0.359
           7208	  0.115	109.046	 -0.093	  0.346
           7209	  0.100	108.000	 -0.088	  0.349
           7210	  0.085	108.000	 -0.088	  0.341
           7211	  0.070	106.535	 -0.084	  0.342
           7212	  0.065	105.488	 -0.079	  0.342
           7213	  0.045	104.023	 -0.078	  0.319
           7214	  0.030	103.186	 -0.075	  0.319
           7215	  0.020	101.512	 -0.074	  0.316
           7216	  0.015	 99.837	 -0.073	  0.325
           7217	  0.010	 98.372	 -0.076	  0.320
           7218	  0.005	 97.116	 -0.075	  0.326
           7219	 -0.000	 95.233	 -0.075	  0.316
           7220	 -0.000	 93.767	 -0.075	  0.328
           7221	 -0.000	 92.302	 -0.077	  0.325
           7222	  0.005	 89.791	 -0.081	  0.330
           7223	  0.005	 88.116	 -0.081	  0.329
           7224	 -0.000	 87.279	 -0.086	  0.325
           7225	 -0.000	 85.814	 -0.087	  0.310
           7226	 -0.000	 84.139	 -0.090	  0.303
           7227	 -0.000	 82.884	 -0.092	  0.299
           7228	  0.005	 81.628	 -0.094	  0.312
           7229	  0.020	 80.372	 -0.093	  0.307
           7230	  0.020	 79.326	 -0.092	  0.320
           7231	  0.010	 78.070	 -0.093	  0.333
           7232	  0.020	 77.023	 -0.093	  0.339
           7233	  0.015	 75.558	 -0.088	  0.345
           7234	  0.005	 74.930	 -0.083	  0.332
           7235	  0.010	 73.884	 -0.078	  0.325
           7236	  0.020	 73.046	 -0.074	  0.323
           7237	  0.025	 72.000	 -0.067	  0.325
           7238	  0.030	 71.163	 -0.064	  0.313
           7239	  0.035	 70.535	 -0.059	  0.310
           7240	  0.040	 69.698	 -0.056	  0.301
           7241	  0.030	 68.860	 -0.055	  0.303
           7242	  0.040	 68.233	 -0.058	  0.301
           7243	  0.035	 67.395	 -0.058	  0.313
           7244	  0.025	 66.977	 -0.060	  0.300
           7245	  0.020	 66.558	 -0.062	  0.313
           7246	  0.030	 65.512	 -0.065	  0.313
           7247	  0.020	 65.302	 -0.070	  0.325
           7248	  0.020	 64.256	 -0.072	  0.304
           7249	  0.035	 64.256	 -0.077	  0.301
           7250	  0.030	 63.000	 -0.078	  0.290
           7251	  0.035	 62.581	 -0.083	  0.284
           7252	  0.030	 62.163	 -0.084	  0.268
           7253	  0.030	 61.535	 -0.087	  0.284
           7254	  0.035	 60.488	 -0.085	  0.290
           7255	  0.035	 60.070	 -0.080	  0.307
           7256	  0.030	 59.860	 -0.080	  0.301
           7257	  0.040	 58.814	 -0.080	  0.313
           7258	  0.045	 58.814	 -0.074	  0.314
           7259	  0.045	 58.395	 -0.072	  0.307
           7260	  0.045	 58.186	 -0.067	  0.293
           7261	  0.050	 57.767	 -0.061	  0.290
           7262	  0.060	 57.140	 -0.058	  0.281
           7263	  0.040	 56.721	 -0.055	  0.283
           7264	  0.045	 57.140	 -0.051	  0.286
           7265	  0.055	 56.302	 -0.045	  0.262
           7266	  0.050	 56.093	 -0.040	  0.280
           7267	  0.050	 56.302	 -0.042	  0.278
           7268	  0.040	 56.093	 -0.038	  0.301
           7269	  0.060	 56.093	 -0.036	  0.294
           7270	  0.060	 56.093	 -0.038	  0.312
           7271	  0.055	 56.302	 -0.040	  0.296
           7272	  0.060	 56.093	 -0.043	  0.294
           7273	  0.060	 55.674	 -0.045	  0.272
           7274	  0.060	 56.302	 -0.049	  0.290
           7275	  0.060	 56.512	 -0.051	  0.268
           7276	  0.050	 56.512	 -0.055	  0.271
           7277	  0.060	 57.140	 -0.056	  0.274
           7278	  0.055	 56.930	 -0.058	  0.290
           7279	  0.060	 56.930	 -0.057	  0.280
           7280	  0.060	 57.140	 -0.055	  0.290
           7281	  0.070	 57.349	 -0.056	  0.278
           7282	  0.070	 57.767	 -0.057	  0.291
           7283	  0.060	 57.558	 -0.053	  0.297
           7284	  0.070	 58.395	 -0.048	  0.301
           7285	  0.075	 58.395	 -0.045	  0.297
           7286	  0.080	 58.814	 -0.040	  0.278
           7287	  0.075	 58.395	 -0.037	  0.272
           7288	  0.070	 58.814	 -0.032	  0.272
           7289	  0.080	 59.651	 -0.027	  0.271
           7290	  0.070	 59.442	 -0.021	  0.265
           7291	  0.080	 59.442	 -0.019	  0.290
           7292	  0.075	 60.488	 -0.019	  0.284
           7293	  0.080	 60.279	 -0.017	  0.290
           7294	  0.065	 60.279	 -0.014	  0.280
           7295	  0.080	 59.860	 -0.015	  0.287
           7296	  0.075	 60.279	 -0.017	  0.281
           7297	  0.080	 60.488	 -0.021	  0.290
           7298	  0.080	 60.698	 -0.025	  0.270
           7299	  0.080	 61.116	 -0.030	  0.265
           7300	  0.070	 60.907	 -0.037	  0.259
           7301	  0.090	 60.698	 -0.040	  0.252
           7302	  0.070	 60.698	 -0.044	  0.254
           7303	  0.085	 60.907	 -0.047	  0.267
           7304	  0.065	 60.907	 -0.046	  0.259
           7305	  0.080	 60.698	 -0.046	  0.272
           7306	  0.075	 61.326	 -0.046	  0.283
           7307	  0.070	 61.326	 -0.047	  0.284
           7308	  0.070	 60.488	 -0.041	  0.284
           7309	  0.080	 60.488	 -0.036	  0.270
           7310	  0.085	 60.488	 -0.033	  0.265
           7311	  0.105	 59.860	 -0.025	  0.251
           7312	  0.100	 60.698	 -0.019	  0.241
           7313	  0.095	 60.070	 -0.014	  0.239
           7314	  0.090	 60.279	 -0.006	  0.236
           7315	  0.105	 59.651	  0.002	  0.238
           7316	  0.120	 59.233	  0.009	  0.249
           7317	  0.105	 59.442	  0.013	  0.261
           7318	  0.125	 58.814	  0.018	  0.270
           7319	  0.140	 58.605	  0.025	  0.249
           7320	  0.140	 58.395	  0.030	  0.252
           7321	  0.125	 58.395	  0.034	  0.249
           7322	  0.140	 58.395	  0.036	  0.262
           7323	  0.135	 57.558	  0.037	  0.238
           7324	  0.115	 57.349	  0.038	  0.243
           7325	  0.120	 57.349	  0.038	  0.222
           7326	  0.110	 57.140	  0.036	  0.239
           7327	  0.115	 56.721	  0.034	  0.226
           7328	  0.095	 56.512	  0.031	  0.248
           7329	  0.105	 56.302	  0.032	  0.233
           7330	  0.090	 55.465	  0.034	  0.261
           7331	  0.100	 55.465	  0.033	  0.255
           7332	  0.080	 55.465	  0.031	  0.249
           7333	  0.080	 54.628	  0.033	  0.245
           7334	  0.080	 54.628	  0.036	  0.243
           7335	  0.070	 54.628	  0.037	  0.222
           7336	  0.075	 54.000	  0.040	  0.222
           7337	  0.070	 53.581	  0.042	  0.222
           7338	  0.060	 53.163	  0.043	  0.214
           7339	  0.070	 52.953	  0.046	  0.214
           7340	  0.075	 52.744	  0.050	  0.207
           7341	  0.080	 52.116	  0.050	  0.241
           7342	  0.070	 52.535	  0.050	  0.230
           7343	  0.060	 51.907	  0.047	  0.232
           7344	  0.060	 51.279	  0.051	  0.239
           7345	  0.065	 51.070	  0.051	  0.235
           7346	  0.070	 51.279	  0.050	  0.226
           7347	  0.075	 50.651	  0.050	  0.236
           7348	  0.080	 50.442	  0.051	  0.219
           7349	  0.080	 50.023	  0.049	  0.220
           7350	  0.070	 50.023	  0.047	  0.212
           7351	  0.100	 49.186	  0.044	  0.204
           7352	  0.135	 49.395	  0.043	  0.220
           7353	  0.180	 49.186	  0.040	  0.238
           7354	  0.260	 48.767	  0.042	  0.213
           7355	  0.400	 48.767	  0.049	  0.243
           7356	  0.605	 48.977	  0.053	  0.220
           7357	  0.815	 47.930	  0.056	  0.243
           7358	  0.910	 47.930	  0.056	  0.223
           7359	  0.895	 47.930	  0.047	  0.238
           7360	  0.640	 47.930	  0.033	  0.226
           7361	  0.245	 47.721	  0.020	  0.209
           7362	 -0.145	 47.302	  0.012	  0.216
           7363	 -0.350	 47.093	  0.007	  0.212
           7364	 -0.395	 46.884	  0.010	  0.223
           7365	 -0.320	 47.093	  0.019	  0.226
           7366	 -0.205	 46.884	  0.025	  0.236
           7367	 -0.120	 46.884	  0.029	  0.233
           7368	 -0.065	 46.256	  0.034	  0.243
           7369	 -0.020	 46.256	  0.039	  0.232
           7370	  0.025	 46.256	  0.044	  0.249
           7371	  0.050	 46.256	  0.047	  0.222
           7372	  0.080	 46.256	  0.050	  0.222
           7373	  0.070	 46.046	  0.050	  0.214
           7374	  0.060	 46.256	  0.051	  0.222
           7375	  0.060	 45.000	  0.049	  0.203
           7376	  0.080	 45.419	  0.052	  0.220
           7377	  0.080	 45.209	  0.052	  0.203
           7378	  0.070	 45.209	  0.049	  0.220
           7379	  0.085	 44.581	  0.052	  0.238
           7380	  0.100	 44.791	  0.053	  0.220
           7381	  0.080	 45.209	  0.051	  0.228
           7382	  0.090	 44.791	  0.048	  0.239
           7383	  0.100	 44.581	  0.047	  0.220
           7384	  0.100	 44.372	  0.047	  0.214
           7385	  0.095	 44.581	  0.044	  0.216
           7386	  0.100	 45.000	  0.044	  0.216
           7387	  0.105	 44.163	  0.042	  0.197
           7388	  0.100	 44.581	  0.040	  0.209
           7389	  0.095	 43.953	  0.039	  0.217
           7390	  0.100	 44.372	  0.039	  0.219
           7391	  0.120	 43.953	  0.037	  0.220
           7392	  0.115	 44.163	  0.034	  0.220
           7393	  0.115	 44.163	  0.035	  0.232
           7394	  0.125	 43.744	  0.036	  0.223
           7395	  0.120	 43.953	  0.036	  0.230
           7396	  0.125	 43.744	  0.035	  0.212
           7397	  0.130	 43.535	  0.033	  0.222
           7398	  0.130	 43.535	  0.034	  0.207
           7399	  0.130	 42.907	  0.033	  0.206
           7400	  0.140	 42.907	  0.034	  0.190
           7401	  0.145	 43.116	  0.033	  0.217
           7402	  0.160	 42.907	  0.032	  0.209
           7403	  0.155	 44.163	  0.028	  0.223
           7404	  0.160	 43.116	  0.027	  0.232
           7405	  0.165	 43.744	  0.027	  0.233
           7406	  0.170	 44.791	  0.024	  0.213
           7407	  0.180	 45.628	  0.021	  0.236
           7408	  0.180	 46.674	  0.022	  0.210
           7409	  0.190	 48.767	  0.021	  0.207
           7410	  0.200	 50.651	  0.019	  0.199
           7411	  0.200	 52.953	  0.016	  0.200
           7412	  0.205	 55.256	  0.014	  0.207
           7413	  0.200	 57.558	  0.008	  0.196
           7414	  0.220	 60.488	  0.008	  0.201
           7415	  0.225	 63.419	  0.007	  0.197
           7416	  0.230	 65.721	  0.005	  0.228
           7417	  0.230	 68.860	  0.003	  0.216
           7418	  0.240	 72.419	  0.002	  0.220
           7419	  0.210	 75.558	  0.005	  0.212
           7420	  0.220	 79.116	  0.005	  0.219
           7421	  0.230	 82.674	  0.004	  0.217
           7422	  0.230	 85.814	  0.005	  0.210
           7423	  0.215	 89.581	  0.008	  0.203
           7424	  0.235	 93.139	  0.009	  0.206
           7425	  0.220	 96.488	  0.010	  0.197
           7426	  0.210	 99.000	  0.010	  0.209
           7427	  0.215	101.930	  0.010	  0.217
           7428	  0.200	104.442	  0.008	  0.219
           7429	  0.200	106.116	  0.008	  0.226
           7430	  0.185	107.163	  0.010	  0.226
           7431	  0.165	108.837	  0.007	  0.226
           7432	  0.165	109.465	  0.004	  0.222
           7433	  0.140	109.256	  0.006	  0.226
           7434	  0.120	109.465	  0.005	  0.209
           7435	  0.115	109.046	  0.005	  0.197
           7436	  0.100	108.628	  0.005	  0.199
           7437	  0.075	107.163	  0.005	  0.204
           7438	  0.060	106.116	  0.003	  0.204
           7439	  0.040	104.860	  0.003	  0.223
           7440	  0.020	103.814	  0.005	  0.220
           7441	  0.030	101.721	  0.004	  0.238
           7442	  0.025	100.465	  0.002	  0.216
           7443	  0.020	 98.581	  0.005	  0.220
           7444	  0.015	 97.326	  0.006	  0.207
           7445	 -0.000	 95.651	  0.008	  0.210
           7446	 -0.005	 94.605	  0.010	  0.200
           7447	 -0.000	 92.930	  0.012	  0.203
           7448	  0.005	 91.046	  0.014	  0.196
           7449	 -0.000	 89.163	  0.017	  0.201
           7450	 -0.000	 88.116	  0.017	  0.197
           7451	 -0.000	 86.860	  0.019	  0.203
           7452	  0.010	 84.767	  0.018	  0.207
           7453	  0.005	 83.930	  0.014	  0.216
           7454	  0.010	 82.256	  0.015	  0.213
           7455	  0.005	 80.581	  0.016	  0.209
           7456	  0.005	 79.744	  0.011	  0.206
           7457	  0.010	 78.698	  0.005	  0.199
           7458	  0.005	 77.651	  0.006	  0.201
           7459	  0.015	 76.395	  0.002	  0.201
           7460	  0.015	 75.977	 -0.001	  0.197
           7461	  0.020	 74.721	 -0.000	  0.200
           7462	  0.015	 73.046	 -0.003	  0.199
           7463	  0.015	 73.046	 -0.007	  0.203
           7464	  0.015	 72.209	 -0.007	  0.203
           7465	  0.020	 71.372	 -0.007	  0.197
           7466	  0.020	 70.326	 -0.008	  0.216
           7467	  0.025	 70.326	 -0.009	  0.213
           7468	  0.020	 69.279	 -0.009	  0.209
           7469	  0.025	 68.233	 -0.009	  0.197
           7470	  0.025	 67.395	 -0.008	  0.196
           7471	  0.030	 66.977	 -0.009	  0.186
           7472	  0.030	 66.140	 -0.007	  0.191
           7473	  0.030	 65.512	 -0.007	  0.177
           7474	  0.035	 64.884	 -0.006	  0.180
