'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:48:32.408 30/03/1989]',0.028,91.329,-0.011,-0.075
'[23:48:32.412 30/03/1989]',0.028,91.039,-0.006,-0.075
'[23:48:32.416 30/03/1989]',0.022,90.895,-0.002,-0.075
'[23:48:32.420 30/03/1989]',0.032,90.750,0.002,-0.074
'[23:48:32.424 30/03/1989]',0.032,91.039,0.007,-0.075
'[23:48:32.428 30/03/1989]',0.024,90.895,0.011,-0.074
'[23:48:32.432 30/03/1989]',0.036,91.329,0.011,-0.074
'[23:48:32.436 30/03/1989]',0.032,91.184,0.010,-0.073
'[23:48:32.440 30/03/1989]',0.032,91.474,0.010,-0.075
'[23:48:32.444 30/03/1989]',0.026,91.618,0.007,-0.073
'[23:48:32.448 30/03/1989]',0.034,91.908,0.008,-0.074
'[23:48:32.452 30/03/1989]',0.022,92.487,0.008,-0.073
'[23:48:32.456 30/03/1989]',0.034,92.342,0.008,-0.073
'[23:48:32.460 30/03/1989]',0.030,92.342,0.011,-0.073
'[23:48:32.464 30/03/1989]',0.036,93.211,0.012,-0.073
'[23:48:32.468 30/03/1989]',0.040,93.500,0.013,-0.072
'[23:48:32.472 30/03/1989]',0.040,94.079,0.015,-0.073
'[23:48:32.476 30/03/1989]',0.046,93.934,0.013,-0.071
'[23:48:32.480 30/03/1989]',0.038,94.079,0.010,-0.071
'[23:48:32.484 30/03/1989]',0.040,94.368,0.008,-0.070
'[23:48:32.488 30/03/1989]',0.040,94.803,0.003,-0.070
'[23:48:32.492 30/03/1989]',0.048,95.092,0.001,-0.069
'[23:48:32.496 30/03/1989]',0.050,95.237,-0.002,-0.069
'[23:48:32.500 30/03/1989]',0.046,95.671,-0.003,-0.069
'[23:48:32.504 30/03/1989]',0.056,95.671,-0.003,-0.069
'[23:48:32.508 30/03/1989]',0.054,95.816,-0.000,-0.069
'[23:48:32.512 30/03/1989]',0.050,96.105,0.002,-0.069
'[23:48:32.516 30/03/1989]',0.056,96.250,0.004,-0.069
'[23:48:32.520 30/03/1989]',0.054,96.395,0.006,-0.068
'[23:48:32.524 30/03/1989]',0.062,95.961,0.010,-0.067
'[23:48:32.528 30/03/1989]',0.058,95.816,0.011,-0.066
'[23:48:32.532 30/03/1989]',0.060,96.395,0.010,-0.067
'[23:48:32.536 30/03/1989]',0.064,95.961,0.008,-0.067
'[23:48:32.540 30/03/1989]',0.064,96.105,0.006,-0.066
'[23:48:32.544 30/03/1989]',0.064,95.816,0.008,-0.066
'[23:48:32.548 30/03/1989]',0.072,95.961,0.008,-0.066
'[23:48:32.552 30/03/1989]',0.064,95.816,0.010,-0.066
'[23:48:32.556 30/03/1989]',0.072,95.671,0.009,-0.065
'[23:48:32.560 30/03/1989]',0.072,95.092,0.009,-0.065
'[23:48:32.564 30/03/1989]',0.076,94.947,0.009,-0.066
'[23:48:32.568 30/03/1989]',0.070,94.658,0.008,-0.064
'[23:48:32.572 30/03/1989]',0.082,93.934,0.012,-0.064
'[23:48:32.576 30/03/1989]',0.078,94.079,0.010,-0.064
'[23:48:32.580 30/03/1989]',0.096,93.789,0.011,-0.064
'[23:48:32.584 30/03/1989]',0.090,93.355,0.008,-0.063
'[23:48:32.588 30/03/1989]',0.098,92.921,0.008,-0.062
'[23:48:32.592 30/03/1989]',0.102,92.342,0.007,-0.063
'[23:48:32.596 30/03/1989]',0.102,92.197,0.008,-0.062
'[23:48:32.600 30/03/1989]',0.110,92.342,0.008,-0.062
'[23:48:32.604 30/03/1989]',0.116,91.474,0.007,-0.061
'[23:48:32.608 30/03/1989]',0.132,91.184,0.007,-0.061
'[23:48:32.612 30/03/1989]',0.138,91.184,0.007,-0.061
'[23:48:32.616 30/03/1989]',0.144,90.750,0.005,-0.061
'[23:48:32.620 30/03/1989]',0.156,90.461,0.002,-0.061
'[23:48:32.624 30/03/1989]',0.148,90.316,0.000,-0.061
'[23:48:32.628 30/03/1989]',0.138,89.882,-0.000,-0.060
'[23:48:32.632 30/03/1989]',0.136,89.737,-0.000,-0.060
'[23:48:32.636 30/03/1989]',0.128,89.303,0.000,-0.059
'[23:48:32.640 30/03/1989]',0.136,89.013,0.003,-0.059
'[23:48:32.644 30/03/1989]',0.134,88.868,0.005,-0.059
'[23:48:32.648 30/03/1989]',0.130,88.579,0.005,-0.059
'[23:48:32.652 30/03/1989]',0.128,88.000,0.007,-0.059
'[23:48:32.656 30/03/1989]',0.114,88.000,0.004,-0.058
'[23:48:32.660 30/03/1989]',0.108,87.566,0.002,-0.057
'[23:48:32.664 30/03/1989]',0.096,87.276,0.003,-0.058
'[23:48:32.668 30/03/1989]',0.076,87.566,0.001,-0.056
'[23:48:32.672 30/03/1989]',0.060,87.132,0.002,-0.056
'[23:48:32.676 30/03/1989]',0.056,86.697,0.003,-0.056
'[23:48:32.680 30/03/1989]',0.056,86.697,0.005,-0.057
'[23:48:32.684 30/03/1989]',0.052,86.553,0.008,-0.056
'[23:48:32.688 30/03/1989]',0.064,85.974,0.010,-0.055
'[23:48:32.692 30/03/1989]',0.072,85.684,0.011,-0.054
'[23:48:32.696 30/03/1989]',0.066,85.395,0.014,-0.054
'[23:48:32.700 30/03/1989]',0.060,85.250,0.015,-0.053
'[23:48:32.704 30/03/1989]',0.064,84.816,0.014,-0.052
'[23:48:32.708 30/03/1989]',0.068,84.961,0.013,-0.053
'[23:48:32.712 30/03/1989]',0.064,84.671,0.013,-0.051
'[23:48:32.716 30/03/1989]',0.064,84.671,0.007,-0.051
'[23:48:32.720 30/03/1989]',0.070,84.237,0.007,-0.051
'[23:48:32.724 30/03/1989]',0.064,83.947,0.004,-0.049
'[23:48:32.728 30/03/1989]',0.064,83.803,0.001,-0.049
'[23:48:32.732 30/03/1989]',0.066,83.658,0.003,-0.049
'[23:48:32.736 30/03/1989]',0.068,83.513,0.001,-0.048
'[23:48:32.740 30/03/1989]',0.072,83.368,0.001,-0.049
'[23:48:32.744 30/03/1989]',0.070,82.934,-0.000,-0.048
'[23:48:32.748 30/03/1989]',0.076,82.934,-0.002,-0.048
'[23:48:32.752 30/03/1989]',0.072,83.079,0.000,-0.047
'[23:48:32.756 30/03/1989]',0.080,82.789,-0.001,-0.047
'[23:48:32.760 30/03/1989]',0.078,82.934,0.000,-0.046
'[23:48:32.764 30/03/1989]',0.068,82.934,0.001,-0.046
'[23:48:32.768 30/03/1989]',0.050,82.789,0.005,-0.046
'[23:48:32.772 30/03/1989]',0.020,82.500,0.006,-0.045
'[23:48:32.776 30/03/1989]',-0.018,82.934,0.009,-0.044
'[23:48:32.780 30/03/1989]',-0.034,82.355,0.012,-0.041
'[23:48:32.784 30/03/1989]',-0.012,82.211,0.012,-0.041
'[23:48:32.788 30/03/1989]',0.080,82.211,0.015,-0.040
'[23:48:32.792 30/03/1989]',0.238,81.921,0.013,-0.038
'[23:48:32.796 30/03/1989]',0.498,81.487,0.014,-0.037
'[23:48:32.800 30/03/1989]',0.760,81.487,0.010,-0.038
'[23:48:32.804 30/03/1989]',1.052,81.776,0.004,-0.037
'[23:48:32.808 30/03/1989]',1.272,81.487,-0.000,-0.035
'[23:48:32.812 30/03/1989]',1.414,81.053,-0.004,-0.034
'[23:48:32.816 30/03/1989]',1.394,81.342,-0.007,-0.033
'[23:48:32.820 30/03/1989]',1.172,81.053,-0.009,-0.032
'[23:48:32.824 30/03/1989]',0.624,81.053,-0.009,-0.030
'[23:48:32.828 30/03/1989]',0.180,80.474,-0.007,-0.028
'[23:48:32.832 30/03/1989]',-0.250,80.763,-0.005,-0.026
'[23:48:32.836 30/03/1989]',-0.346,80.763,-0.004,-0.022
'[23:48:32.840 30/03/1989]',-0.222,80.474,-0.003,-0.018
'[23:48:32.844 30/03/1989]',-0.062,80.329,-0.002,-0.014
'[23:48:32.848 30/03/1989]',-0.004,80.184,-0.002,-0.010
'[23:48:32.852 30/03/1989]',-0.000,79.895,-0.002,-0.004
'[23:48:32.856 30/03/1989]',-0.008,80.039,-0.000,-0.000
'[23:48:32.860 30/03/1989]',-0.014,79.750,0.002,0.004
'[23:48:32.864 30/03/1989]',-0.008,79.895,0.006,0.010
'[23:48:32.868 30/03/1989]',-0.008,79.605,0.010,0.015
'[23:48:32.872 30/03/1989]',-0.004,79.461,0.014,0.020
'[23:48:32.876 30/03/1989]',-0.008,79.171,0.014,0.024
'[23:48:32.880 30/03/1989]',0.004,79.316,0.014,0.030
'[23:48:32.884 30/03/1989]',-0.000,79.171,0.010,0.035
'[23:48:32.888 30/03/1989]',-0.000,79.026,0.005,0.041
'[23:48:32.892 30/03/1989]',-0.000,79.026,0.003,0.047
'[23:48:32.896 30/03/1989]',0.006,78.737,-0.003,0.051
'[23:48:32.900 30/03/1989]',0.002,78.447,-0.008,0.057
'[23:48:32.904 30/03/1989]',0.018,78.158,-0.011,0.063
'[23:48:32.908 30/03/1989]',0.028,78.447,-0.012,0.067
'[23:48:32.912 30/03/1989]',0.022,78.013,-0.014,0.073
'[23:48:32.916 30/03/1989]',0.024,78.303,-0.014,0.078
'[23:48:32.920 30/03/1989]',0.034,78.158,-0.013,0.083
'[23:48:32.924 30/03/1989]',0.026,78.013,-0.011,0.087
'[23:48:32.928 30/03/1989]',0.032,77.724,-0.009,0.093
'[23:48:32.932 30/03/1989]',0.044,77.868,-0.008,0.097
'[23:48:32.936 30/03/1989]',0.044,77.145,-0.007,0.102
'[23:48:32.940 30/03/1989]',0.044,77.289,-0.004,0.106
'[23:48:32.944 30/03/1989]',0.042,77.289,0.000,0.112
'[23:48:32.948 30/03/1989]',0.044,77.434,0.002,0.115
'[23:48:32.952 30/03/1989]',0.042,77.145,0.006,0.121
'[23:48:32.956 30/03/1989]',0.064,77.145,0.007,0.126
'[23:48:32.960 30/03/1989]',0.052,77.000,0.007,0.129
'[23:48:32.964 30/03/1989]',0.060,77.145,0.006,0.133
'[23:48:32.968 30/03/1989]',0.064,76.855,0.004,0.139
'[23:48:32.972 30/03/1989]',0.070,76.711,-0.000,0.143
'[23:48:32.976 30/03/1989]',0.074,76.855,-0.006,0.147
'[23:48:32.980 30/03/1989]',0.076,77.000,-0.004,0.151
'[23:48:32.984 30/03/1989]',0.080,77.000,-0.007,0.155
'[23:48:32.988 30/03/1989]',0.092,77.579,-0.009,0.159
'[23:48:32.992 30/03/1989]',0.096,78.013,-0.009,0.164
'[23:48:32.996 30/03/1989]',0.104,79.026,-0.012,0.167
'[23:48:33.000 30/03/1989]',0.102,79.605,-0.014,0.171
'[23:48:33.004 30/03/1989]',0.106,81.053,-0.014,0.175
'[23:48:33.008 30/03/1989]',0.124,82.645,-0.011,0.179
'[23:48:33.012 30/03/1989]',0.120,84.382,-0.007,0.181
'[23:48:33.016 30/03/1989]',0.138,86.263,-0.007,0.185
'[23:48:33.020 30/03/1989]',0.148,87.855,-0.004,0.189
'[23:48:33.024 30/03/1989]',0.160,89.882,-0.001,0.191
'[23:48:33.028 30/03/1989]',0.168,91.908,-0.000,0.195
'[23:48:33.032 30/03/1989]',0.176,93.934,-0.001,0.197
'[23:48:33.036 30/03/1989]',0.178,95.961,-0.000,0.200
'[23:48:33.040 30/03/1989]',0.196,97.987,0.001,0.203
'[23:48:33.044 30/03/1989]',0.208,100.158,0.001,0.205
'[23:48:33.048 30/03/1989]',0.200,103.197,0.001,0.207
'[23:48:33.052 30/03/1989]',0.220,105.224,0.000,0.210
'[23:48:33.056 30/03/1989]',0.226,107.829,0.000,0.212
'[23:48:33.060 30/03/1989]',0.226,110.289,-0.004,0.215
'[23:48:33.064 30/03/1989]',0.234,112.461,-0.003,0.217
'[23:48:33.068 30/03/1989]',0.248,114.776,-0.005,0.219
'[23:48:33.072 30/03/1989]',0.244,117.092,-0.006,0.220
'[23:48:33.076 30/03/1989]',0.248,118.539,-0.008,0.223
'[23:48:33.080 30/03/1989]',0.248,121.000,-0.007,0.224
'[23:48:33.084 30/03/1989]',0.242,123.026,-0.008,0.226
'[23:48:33.088 30/03/1989]',0.244,124.329,-0.010,0.227
'[23:48:33.092 30/03/1989]',0.240,125.921,-0.009,0.230
'[23:48:33.096 30/03/1989]',0.224,127.079,-0.005,0.231
'[23:48:33.100 30/03/1989]',0.210,127.658,-0.002,0.232
'[23:48:33.104 30/03/1989]',0.178,127.803,0.002,0.234
'[23:48:33.108 30/03/1989]',0.160,128.526,0.004,0.236
'[23:48:33.112 30/03/1989]',0.128,128.382,0.009,0.236
'[23:48:33.116 30/03/1989]',0.098,128.526,0.009,0.238
'[23:48:33.120 30/03/1989]',0.072,127.947,0.010,0.238
'[23:48:33.124 30/03/1989]',0.052,127.658,0.011,0.238
'[23:48:33.128 30/03/1989]',0.032,126.789,0.010,0.240
'[23:48:33.132 30/03/1989]',0.002,125.921,0.008,0.239
'[23:48:33.136 30/03/1989]',-0.006,125.053,0.006,0.240
'[23:48:33.140 30/03/1989]',-0.020,123.895,0.003,0.240
'[23:48:33.144 30/03/1989]',-0.042,122.882,-0.000,0.241
'[23:48:33.148 30/03/1989]',-0.044,121.434,-0.002,0.241
'[23:48:33.152 30/03/1989]',-0.060,120.421,-0.003,0.242
'[23:48:33.156 30/03/1989]',-0.070,119.118,-0.002,0.241
'[23:48:33.160 30/03/1989]',-0.064,118.105,-0.003,0.242
'[23:48:33.164 30/03/1989]',-0.078,116.658,-0.005,0.242
'[23:48:33.168 30/03/1989]',-0.074,115.789,-0.008,0.242
'[23:48:33.172 30/03/1989]',-0.072,114.632,-0.009,0.242
'[23:48:33.176 30/03/1989]',-0.072,113.184,-0.009,0.242
'[23:48:33.180 30/03/1989]',-0.064,112.026,-0.008,0.243
'[23:48:33.184 30/03/1989]',-0.056,111.013,-0.010,0.242
'[23:48:33.188 30/03/1989]',-0.056,109.855,-0.008,0.244
'[23:48:33.192 30/03/1989]',-0.056,108.987,-0.007,0.244
'[23:48:33.196 30/03/1989]',-0.048,107.974,-0.001,0.244
'[23:48:33.200 30/03/1989]',-0.048,107.395,0.005,0.244
'[23:48:33.204 30/03/1989]',-0.046,106.382,0.010,0.244
'[23:48:33.208 30/03/1989]',-0.038,105.658,0.014,0.244
'[23:48:33.212 30/03/1989]',-0.034,104.645,0.014,0.245
'[23:48:33.216 30/03/1989]',-0.034,104.066,0.008,0.246
'[23:48:33.220 30/03/1989]',-0.036,103.632,0.002,0.246
'[23:48:33.224 30/03/1989]',-0.028,102.908,-0.001,0.245
'[23:48:33.228 30/03/1989]',-0.030,102.184,-0.005,0.246
'[23:48:33.232 30/03/1989]',-0.024,101.605,-0.007,0.246
'[23:48:33.236 30/03/1989]',-0.020,100.592,-0.008,0.246
'[23:48:33.240 30/03/1989]',-0.022,100.303,-0.008,0.246
'[23:48:33.244 30/03/1989]',-0.016,99.579,-0.006,0.246
'[23:48:33.248 30/03/1989]',-0.016,99.289,-0.010,0.246
'[23:48:33.252 30/03/1989]',-0.010,98.711,-0.010,0.246
'[23:48:33.256 30/03/1989]',-0.006,98.132,-0.014,0.246
'[23:48:33.260 30/03/1989]',-0.012,97.118,-0.017,0.246
'[23:48:33.264 30/03/1989]',-0.008,96.684,-0.019,0.246
'[23:48:33.268 30/03/1989]',-0.002,95.961,-0.019,0.246
'[23:48:33.272 30/03/1989]',-0.006,95.237,-0.016,0.246
'[23:48:33.276 30/03/1989]',-0.000,94.513,-0.014,0.246
'[23:48:33.280 30/03/1989]',-0.000,93.934,-0.005,0.246
'[23:48:33.284 30/03/1989]',-0.000,93.355,-0.001,0.245
'[23:48:33.288 30/03/1989]',-0.000,92.632,0.003,0.245
'[23:48:33.292 30/03/1989]',-0.000,92.342,0.004,0.245
'[23:48:33.296 30/03/1989]',0.002,91.763,0.004,0.246
'[23:48:33.300 30/03/1989]',0.010,90.895,0.002,0.246
'[23:48:33.304 30/03/1989]',0.006,90.316,-0.002,0.246
'[23:48:33.308 30/03/1989]',0.014,90.316,-0.004,0.246
'[23:48:33.312 30/03/1989]',0.014,89.882,-0.004,0.246
'[23:48:33.316 30/03/1989]',0.016,89.592,-0.009,0.246
'[23:48:33.320 30/03/1989]',0.018,88.868,-0.008,0.246
'[23:48:33.324 30/03/1989]',0.008,89.158,-0.006,0.245
'[23:48:33.328 30/03/1989]',0.014,89.013,-0.002,0.245
'[23:48:33.332 30/03/1989]',0.016,89.013,-0.004,0.244
'[23:48:33.336 30/03/1989]',0.020,88.724,-0.005,0.244
'[23:48:33.340 30/03/1989]',0.024,88.579,-0.007,0.244
'[23:48:33.344 30/03/1989]',0.018,88.289,-0.008,0.244
'[23:48:33.348 30/03/1989]',0.022,89.013,-0.014,0.243
'[23:48:33.352 30/03/1989]',0.024,88.868,-0.012,0.242
'[23:48:33.356 30/03/1989]',0.024,89.303,-0.012,0.242
'[23:48:33.360 30/03/1989]',0.026,89.013,-0.014,0.242
'[23:48:33.364 30/03/1989]',0.024,89.447,-0.012,0.242
'[23:48:33.368 30/03/1989]',0.042,89.592,-0.013,0.242
'[23:48:33.372 30/03/1989]',0.030,89.737,-0.006,0.241
'[23:48:33.376 30/03/1989]',0.036,90.605,-0.004,0.240
'[23:48:33.380 30/03/1989]',0.036,91.039,0.000,0.240
'[23:48:33.384 30/03/1989]',0.028,90.895,0.005,0.240
'[23:48:33.388 30/03/1989]',0.040,91.184,0.008,0.240
'[23:48:33.392 30/03/1989]',0.032,91.908,0.007,0.240
'[23:48:33.396 30/03/1989]',0.030,92.342,0.002,0.239
'[23:48:33.400 30/03/1989]',0.040,92.487,-0.007,0.240
'[23:48:33.404 30/03/1989]',0.036,92.921,-0.008,0.239
'[23:48:33.408 30/03/1989]',0.034,93.355,-0.018,0.238
'[23:48:33.412 30/03/1989]',0.038,93.645,-0.015,0.239
'[23:48:33.416 30/03/1989]',0.036,93.934,-0.024,0.238
'[23:48:33.420 30/03/1989]',0.042,93.500,-0.024,0.239
'[23:48:33.424 30/03/1989]',0.054,94.079,-0.027,0.238
'[23:48:33.428 30/03/1989]',0.054,94.079,-0.025,0.238
'[23:48:33.432 30/03/1989]',0.052,94.513,-0.023,0.238
'[23:48:33.436 30/03/1989]',0.040,94.513,-0.022,0.238
'[23:48:33.440 30/03/1989]',0.056,94.513,-0.022,0.238
'[23:48:33.444 30/03/1989]',0.050,94.368,-0.020,0.238
'[23:48:33.448 30/03/1989]',0.048,94.513,-0.018,0.237
'[23:48:33.452 30/03/1989]',0.060,94.368,-0.016,0.238
'[23:48:33.456 30/03/1989]',0.048,94.658,-0.015,0.237
'[23:48:33.460 30/03/1989]',0.050,94.079,-0.011,0.237
'[23:48:33.464 30/03/1989]',0.054,94.368,-0.011,0.236
'[23:48:33.468 30/03/1989]',0.048,94.079,-0.010,0.236
'[23:48:33.472 30/03/1989]',0.054,93.645,-0.011,0.236
'[23:48:33.476 30/03/1989]',0.064,93.355,-0.014,0.236
'[23:48:33.480 30/03/1989]',0.070,92.921,-0.019,0.236
'[23:48:33.484 30/03/1989]',0.080,92.776,-0.025,0.236
'[23:48:33.488 30/03/1989]',0.082,92.197,-0.028,0.236
'[23:48:33.492 30/03/1989]',0.086,92.342,-0.033,0.235
'[23:48:33.496 30/03/1989]',0.084,91.763,-0.033,0.235
'[23:48:33.500 30/03/1989]',0.092,91.763,-0.032,0.235
'[23:48:33.504 30/03/1989]',0.088,91.329,-0.033,0.234
'[23:48:33.508 30/03/1989]',0.102,90.895,-0.028,0.234
'[23:48:33.512 30/03/1989]',0.102,90.171,-0.027,0.234
'[23:48:33.516 30/03/1989]',0.114,90.026,-0.026,0.234
'[23:48:33.520 30/03/1989]',0.120,89.447,-0.023,0.234
'[23:48:33.524 30/03/1989]',0.130,89.447,-0.022,0.233
'[23:48:33.528 30/03/1989]',0.132,88.868,-0.021,0.233
'[23:48:33.532 30/03/1989]',0.138,88.868,-0.021,0.232
'[23:48:33.536 30/03/1989]',0.134,88.579,-0.020,0.232
'[23:48:33.540 30/03/1989]',0.122,88.145,-0.015,0.232
'[23:48:33.544 30/03/1989]',0.124,88.000,-0.016,0.231
'[23:48:33.548 30/03/1989]',0.112,87.855,-0.011,0.231
'[23:48:33.552 30/03/1989]',0.128,87.566,-0.011,0.231
'[23:48:33.556 30/03/1989]',0.126,87.276,-0.015,0.231
'[23:48:33.560 30/03/1989]',0.118,86.987,-0.020,0.231
'[23:48:33.564 30/03/1989]',0.112,86.697,-0.024,0.230
'[23:48:33.568 30/03/1989]',0.110,86.408,-0.029,0.230
'[23:48:33.572 30/03/1989]',0.096,85.829,-0.034,0.230
'[23:48:33.576 30/03/1989]',0.088,85.974,-0.042,0.230
'[23:48:33.580 30/03/1989]',0.066,85.684,-0.043,0.230
'[23:48:33.584 30/03/1989]',0.062,85.974,-0.043,0.230
'[23:48:33.588 30/03/1989]',0.056,85.105,-0.043,0.229
'[23:48:33.592 30/03/1989]',0.072,84.816,-0.040,0.229
'[23:48:33.596 30/03/1989]',0.066,84.526,-0.035,0.230
'[23:48:33.600 30/03/1989]',0.070,84.671,-0.028,0.228
'[23:48:33.604 30/03/1989]',0.068,84.237,-0.023,0.227
'[23:48:33.608 30/03/1989]',0.058,84.237,-0.019,0.227
'[23:48:33.612 30/03/1989]',0.064,84.237,-0.016,0.226
'[23:48:33.616 30/03/1989]',0.062,84.092,-0.018,0.227
'[23:48:33.620 30/03/1989]',0.064,83.224,-0.016,0.226
'[23:48:33.624 30/03/1989]',0.070,83.368,-0.015,0.226
'[23:48:33.628 30/03/1989]',0.066,82.789,-0.013,0.225
'[23:48:33.632 30/03/1989]',0.066,82.645,-0.012,0.225
'[23:48:33.636 30/03/1989]',0.072,82.500,-0.011,0.225
'[23:48:33.640 30/03/1989]',0.060,82.500,-0.012,0.224
'[23:48:33.644 30/03/1989]',0.064,82.500,-0.017,0.224
'[23:48:33.648 30/03/1989]',0.072,82.500,-0.019,0.223
'[23:48:33.652 30/03/1989]',0.068,82.211,-0.021,0.223
'[23:48:33.656 30/03/1989]',0.072,82.211,-0.024,0.223
'[23:48:33.660 30/03/1989]',0.070,81.776,-0.031,0.222
'[23:48:33.664 30/03/1989]',0.078,81.921,-0.034,0.221
'[23:48:33.668 30/03/1989]',0.074,81.921,-0.037,0.222
'[23:48:33.672 30/03/1989]',0.080,81.342,-0.039,0.221
'[23:48:33.676 30/03/1989]',0.060,81.487,-0.035,0.220
'[23:48:33.680 30/03/1989]',0.048,81.776,-0.036,0.219
'[23:48:33.684 30/03/1989]',0.016,81.342,-0.029,0.220
'[23:48:33.688 30/03/1989]',-0.012,81.342,-0.027,0.219
'[23:48:33.692 30/03/1989]',-0.016,81.053,-0.025,0.219
'[23:48:33.696 30/03/1989]',0.030,80.908,-0.026,0.219
'[23:48:33.700 30/03/1989]',0.160,80.908,-0.025,0.217
'[23:48:33.704 30/03/1989]',0.366,80.618,-0.029,0.217
'[23:48:33.708 30/03/1989]',0.624,80.763,-0.031,0.215
'[23:48:33.712 30/03/1989]',0.918,80.618,-0.031,0.216
'[23:48:33.716 30/03/1989]',1.158,80.763,-0.028,0.215
'[23:48:33.720 30/03/1989]',1.300,80.618,-0.026,0.215
'[23:48:33.724 30/03/1989]',1.344,80.184,-0.020,0.214
'[23:48:33.728 30/03/1989]',1.210,80.184,-0.016,0.214
'[23:48:33.732 30/03/1989]',0.726,80.184,-0.013,0.212
'[23:48:33.736 30/03/1989]',0.256,80.039,-0.012,0.213
'[23:48:33.740 30/03/1989]',-0.184,79.895,-0.010,0.212
'[23:48:33.744 30/03/1989]',-0.338,79.171,-0.013,0.212
'[23:48:33.748 30/03/1989]',-0.262,79.605,-0.019,0.211
'[23:48:33.752 30/03/1989]',-0.100,79.605,-0.021,0.210
'[23:48:33.756 30/03/1989]',-0.000,79.461,-0.026,0.210
'[23:48:33.760 30/03/1989]',0.002,79.316,-0.028,0.211
'[23:48:33.764 30/03/1989]',0.002,79.461,-0.026,0.209
'[23:48:33.768 30/03/1989]',-0.002,79.026,-0.025,0.209
'[23:48:33.772 30/03/1989]',0.006,78.592,-0.022,0.207
'[23:48:33.776 30/03/1989]',0.008,78.737,-0.021,0.207
'[23:48:33.780 30/03/1989]',-0.000,78.882,-0.019,0.206
'[23:48:33.784 30/03/1989]',-0.000,78.592,-0.017,0.206
'[23:48:33.788 30/03/1989]',0.006,78.447,-0.017,0.205
'[23:48:33.792 30/03/1989]',0.004,78.158,-0.016,0.205
'[23:48:33.796 30/03/1989]',0.024,77.868,-0.014,0.204
'[23:48:33.800 30/03/1989]',0.024,78.158,-0.014,0.203
'[23:48:33.804 30/03/1989]',0.024,77.145,-0.014,0.204
'[23:48:33.808 30/03/1989]',0.026,77.289,-0.013,0.203
'[23:48:33.812 30/03/1989]',0.032,77.145,-0.011,0.203
'[23:48:33.816 30/03/1989]',0.040,77.289,-0.012,0.201
'[23:48:33.820 30/03/1989]',0.044,76.711,-0.010,0.201
'[23:48:33.824 30/03/1989]',0.044,76.711,-0.010,0.199
'[23:48:33.828 30/03/1989]',0.046,76.711,-0.012,0.199
'[23:48:33.832 30/03/1989]',0.044,76.566,-0.014,0.199
'[23:48:33.836 30/03/1989]',0.048,76.421,-0.014,0.198
'[23:48:33.840 30/03/1989]',0.048,76.566,-0.012,0.197
'[23:48:33.844 30/03/1989]',0.046,76.566,-0.014,0.197
'[23:48:33.848 30/03/1989]',0.052,76.276,-0.013,0.196
'[23:48:33.852 30/03/1989]',0.052,76.276,-0.013,0.196
'[23:48:33.856 30/03/1989]',0.058,76.276,-0.016,0.194
'[23:48:33.860 30/03/1989]',0.056,75.987,-0.019,0.194
'[23:48:33.864 30/03/1989]',0.054,75.842,-0.021,0.193
'[23:48:33.868 30/03/1989]',0.066,76.276,-0.022,0.192
'[23:48:33.872 30/03/1989]',0.072,75.987,-0.026,0.192
'[23:48:33.876 30/03/1989]',0.076,75.697,-0.024,0.191
'[23:48:33.880 30/03/1989]',0.074,75.553,-0.026,0.190
'[23:48:33.884 30/03/1989]',0.084,75.987,-0.021,0.190
'[23:48:33.888 30/03/1989]',0.082,75.697,-0.021,0.189
'[23:48:33.892 30/03/1989]',0.098,75.697,-0.019,0.189
'[23:48:33.896 30/03/1989]',0.088,75.842,-0.018,0.187
'[23:48:33.900 30/03/1989]',0.112,75.842,-0.016,0.187
'[23:48:33.904 30/03/1989]',0.104,76.132,-0.014,0.187
'[23:48:33.908 30/03/1989]',0.114,76.855,-0.012,0.186
'[23:48:33.912 30/03/1989]',0.120,77.724,-0.009,0.185
'[23:48:33.916 30/03/1989]',0.122,79.026,-0.008,0.184
'[23:48:33.920 30/03/1989]',0.128,80.329,-0.006,0.184
'[23:48:33.924 30/03/1989]',0.138,81.921,-0.004,0.183
'[23:48:33.928 30/03/1989]',0.142,83.513,-0.006,0.181
'[23:48:33.932 30/03/1989]',0.152,85.395,-0.007,0.181
'[23:48:33.936 30/03/1989]',0.158,87.276,-0.010,0.180
'[23:48:33.940 30/03/1989]',0.174,89.303,-0.011,0.179
'[23:48:33.944 30/03/1989]',0.172,91.184,-0.013,0.179
'[23:48:33.948 30/03/1989]',0.184,93.645,-0.012,0.178
'[23:48:33.952 30/03/1989]',0.190,95.816,-0.011,0.177
'[23:48:33.956 30/03/1989]',0.198,97.987,-0.011,0.176
'[23:48:33.960 30/03/1989]',0.200,100.013,-0.011,0.176
'[23:48:33.964 30/03/1989]',0.204,102.474,-0.012,0.175
'[23:48:33.968 30/03/1989]',0.220,104.789,-0.012,0.175
'[23:48:33.972 30/03/1989]',0.232,107.250,-0.016,0.174
'[23:48:33.976 30/03/1989]',0.234,109.566,-0.015,0.174
'[23:48:33.980 30/03/1989]',0.248,111.882,-0.015,0.172
'[23:48:33.984 30/03/1989]',0.242,114.342,-0.016,0.171
'[23:48:33.988 30/03/1989]',0.232,116.368,-0.017,0.170
'[23:48:33.992 30/03/1989]',0.234,118.539,-0.015,0.169
