'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[00:49:25.088 01/02/1989]',0.012,106.904,-0.007,-0.742
'[00:49:25.092 01/02/1989]',-0.016,106.114,-0.005,-0.726
'[00:49:25.096 01/02/1989]',-0.032,105.323,-0.003,-0.718
'[00:49:25.100 01/02/1989]',0.038,105.323,-0.002,-0.726
'[00:49:25.104 01/02/1989]',0.212,105.126,0.002,-0.669
'[00:49:25.108 01/02/1989]',0.568,104.335,0.005,-0.653
'[00:49:25.112 01/02/1989]',0.904,103.545,0.008,-0.710
'[00:49:25.116 01/02/1989]',1.200,103.742,0.003,-0.710
'[00:49:25.120 01/02/1989]',0.986,103.150,-0.001,-0.742
'[00:49:25.124 01/02/1989]',0.750,102.359,-0.006,-0.774
'[00:49:25.128 01/02/1989]',0.288,102.162,-0.011,-0.734
'[00:49:25.132 01/02/1989]',-0.150,101.569,-0.012,-0.734
'[00:49:25.136 01/02/1989]',-0.208,100.976,-0.011,-0.766
'[00:49:25.140 01/02/1989]',-0.298,100.581,-0.009,-0.726
'[00:49:25.144 01/02/1989]',-0.218,99.988,-0.009,-0.742
'[00:49:25.148 01/02/1989]',-0.122,99.790,-0.007,-0.742
'[00:49:25.152 01/02/1989]',-0.048,99.198,-0.005,-0.742
'[00:49:25.156 01/02/1989]',-0.018,98.605,-0.005,-0.726
'[00:49:25.160 01/02/1989]',-0.024,98.605,-0.004,-0.718
'[00:49:25.164 01/02/1989]',-0.024,97.617,-0.002,-0.710
'[00:49:25.168 01/02/1989]',-0.022,97.419,-0.001,-0.726
'[00:49:25.172 01/02/1989]',-0.016,97.221,-0.003,-0.710
'[00:49:25.176 01/02/1989]',-0.010,96.629,-0.003,-0.734
'[00:49:25.180 01/02/1989]',-0.000,96.036,-0.003,-0.742
'[00:49:25.184 01/02/1989]',-0.004,95.838,-0.004,-0.758
'[00:49:25.188 01/02/1989]',0.006,95.641,-0.005,-0.750
'[00:49:25.192 01/02/1989]',0.006,94.850,-0.005,-0.718
'[00:49:25.196 01/02/1989]',0.010,94.653,-0.003,-0.758
'[00:49:25.200 01/02/1989]',0.016,94.257,-0.006,-0.718
'[00:49:25.204 01/02/1989]',0.024,93.665,-0.005,-0.718
'[00:49:25.208 01/02/1989]',0.032,93.467,-0.004,-0.750
'[00:49:25.212 01/02/1989]',0.034,93.665,-0.004,-0.718
'[00:49:25.216 01/02/1989]',0.040,92.874,-0.004,-0.742
'[00:49:25.220 01/02/1989]',0.048,92.281,-0.002,-0.710
'[00:49:25.224 01/02/1989]',0.050,92.084,-0.003,-0.742
'[00:49:25.228 01/02/1989]',0.052,91.886,-0.004,-0.742
'[00:49:25.232 01/02/1989]',0.056,91.293,-0.006,-0.710
'[00:49:25.236 01/02/1989]',0.052,91.293,-0.005,-0.766
'[00:49:25.240 01/02/1989]',0.052,91.491,-0.006,-0.750
'[00:49:25.244 01/02/1989]',0.058,91.096,-0.005,-0.742
'[00:49:25.248 01/02/1989]',0.072,90.701,-0.005,-0.742
'[00:49:25.252 01/02/1989]',0.078,90.701,-0.003,-0.766
'[00:49:25.256 01/02/1989]',0.082,91.096,-0.003,-0.726
'[00:49:25.260 01/02/1989]',0.090,91.096,-0.005,-0.734
'[00:49:25.264 01/02/1989]',0.094,91.293,-0.004,-0.718
'[00:49:25.268 01/02/1989]',0.104,91.491,-0.004,-0.726
'[00:49:25.272 01/02/1989]',0.094,93.072,-0.005,-0.734
'[00:49:25.276 01/02/1989]',0.110,94.257,-0.005,-0.750
'[00:49:25.280 01/02/1989]',0.120,95.641,-0.005,-0.734
'[00:49:25.284 01/02/1989]',0.114,98.210,-0.005,-0.726
'[00:49:25.288 01/02/1989]',0.128,100.581,-0.006,-0.710
'[00:49:25.292 01/02/1989]',0.130,102.952,-0.005,-0.718
'[00:49:25.296 01/02/1989]',0.136,105.916,-0.005,-0.742
'[00:49:25.300 01/02/1989]',0.146,109.078,-0.008,-0.750
'[00:49:25.304 01/02/1989]',0.160,112.239,-0.008,-0.653
'[00:49:25.308 01/02/1989]',0.160,116.192,-0.008,-0.685
'[00:49:25.312 01/02/1989]',0.168,119.353,-0.010,-0.726
'[00:49:25.316 01/02/1989]',0.178,122.910,-0.010,-0.685
'[00:49:25.320 01/02/1989]',0.192,126.665,-0.010,-0.710
'[00:49:25.324 01/02/1989]',0.194,130.419,-0.010,-0.694
'[00:49:25.328 01/02/1989]',0.194,133.186,-0.010,-0.710
'[00:49:25.332 01/02/1989]',0.184,136.940,-0.010,-0.685
'[00:49:25.336 01/02/1989]',0.186,139.509,-0.009,-0.685
'[00:49:25.340 01/02/1989]',0.184,142.473,-0.009,-0.710
'[00:49:25.344 01/02/1989]',0.184,144.647,-0.008,-0.661
'[00:49:25.348 01/02/1989]',0.184,146.623,-0.009,-0.694
'[00:49:25.352 01/02/1989]',0.168,148.401,-0.007,-0.702
'[00:49:25.356 01/02/1989]',0.150,149.784,-0.006,-0.653
'[00:49:25.360 01/02/1989]',0.146,150.970,-0.010,-0.645
'[00:49:25.364 01/02/1989]',0.140,151.760,-0.008,-0.653
'[00:49:25.368 01/02/1989]',0.128,151.958,-0.009,-0.661
'[00:49:25.372 01/02/1989]',0.110,152.551,-0.010,-0.669
'[00:49:25.376 01/02/1989]',0.104,151.958,-0.009,-0.685
'[00:49:25.380 01/02/1989]',0.082,151.365,-0.007,-0.694
'[00:49:25.384 01/02/1989]',0.074,150.772,-0.008,-0.645
'[00:49:25.388 01/02/1989]',0.054,150.575,-0.008,-0.677
'[00:49:25.392 01/02/1989]',0.048,148.796,-0.006,-0.629
'[00:49:25.396 01/02/1989]',0.026,148.401,-0.007,-0.629
'[00:49:25.400 01/02/1989]',0.024,147.018,-0.008,-0.645
'[00:49:25.404 01/02/1989]',0.012,146.227,-0.006,-0.629
'[00:49:25.408 01/02/1989]',0.004,144.844,-0.006,-0.621
'[00:49:25.412 01/02/1989]',0.006,144.054,-0.005,-0.645
'[00:49:25.416 01/02/1989]',-0.000,142.868,-0.005,-0.629
'[00:49:25.420 01/02/1989]',0.004,141.880,-0.005,-0.637
'[00:49:25.424 01/02/1989]',0.008,140.892,-0.004,-0.661
'[00:49:25.428 01/02/1989]',-0.000,139.904,-0.006,-0.669
'[00:49:25.432 01/02/1989]',0.012,138.916,-0.005,-0.669
'[00:49:25.436 01/02/1989]',0.012,137.730,-0.004,-0.653
'[00:49:25.440 01/02/1989]',0.016,137.138,-0.006,-0.613
'[00:49:25.444 01/02/1989]',0.014,135.952,-0.007,-0.589
'[00:49:25.448 01/02/1989]',0.020,135.359,-0.008,-0.605
'[00:49:25.452 01/02/1989]',0.016,134.371,-0.006,-0.613
'[00:49:25.456 01/02/1989]',0.018,133.778,-0.007,-0.597
'[00:49:25.460 01/02/1989]',0.014,133.186,-0.006,-0.613
'[00:49:25.464 01/02/1989]',0.032,132.395,-0.005,-0.581
'[00:49:25.468 01/02/1989]',0.022,131.802,-0.005,-0.589
'[00:49:25.472 01/02/1989]',0.040,130.814,-0.004,-0.605
'[00:49:25.476 01/02/1989]',0.050,130.617,-0.005,-0.613
'[00:49:25.480 01/02/1989]',0.040,129.826,-0.003,-0.597
'[00:49:25.484 01/02/1989]',0.032,129.233,-0.003,-0.573
'[00:49:25.488 01/02/1989]',0.034,128.641,-0.004,-0.573
'[00:49:25.492 01/02/1989]',0.044,127.850,-0.002,-0.589
'[00:49:25.496 01/02/1989]',0.046,127.060,-0.002,-0.548
'[00:49:25.500 01/02/1989]',0.040,126.665,-0.003,-0.532
'[00:49:25.504 01/02/1989]',0.056,125.479,-0.003,-0.556
'[00:49:25.508 01/02/1989]',0.042,124.491,-0.002,-0.573
'[00:49:25.512 01/02/1989]',0.056,123.503,-0.002,-0.548
'[00:49:25.516 01/02/1989]',0.056,122.712,-0.002,-0.540
'[00:49:25.520 01/02/1989]',0.066,121.922,-0.002,-0.581
'[00:49:25.524 01/02/1989]',0.032,120.736,-0.000,-0.548
'[00:49:25.528 01/02/1989]',0.052,118.958,-0.002,-0.548
'[00:49:25.532 01/02/1989]',0.044,117.970,-0.001,-0.573
'[00:49:25.536 01/02/1989]',0.044,116.784,-0.001,-0.589
'[00:49:25.540 01/02/1989]',0.038,114.808,0.000,-0.540
'[00:49:25.544 01/02/1989]',0.030,113.623,-0.001,-0.508
'[00:49:25.548 01/02/1989]',0.046,112.437,0.000,-0.524
'[00:49:25.552 01/02/1989]',0.050,110.856,0.001,-0.540
'[00:49:25.556 01/02/1989]',0.048,110.066,0.002,-0.540
'[00:49:25.560 01/02/1989]',0.042,108.683,-0.001,-0.516
'[00:49:25.564 01/02/1989]',0.056,107.497,0.001,-0.484
'[00:49:25.568 01/02/1989]',0.042,106.509,0.000,-0.500
'[00:49:25.572 01/02/1989]',0.030,106.114,-0.000,-0.500
'[00:49:25.576 01/02/1989]',0.064,105.323,0.000,-0.508
'[00:49:25.580 01/02/1989]',0.040,104.533,-0.001,-0.484
'[00:49:25.584 01/02/1989]',0.036,104.138,-0.001,-0.476
'[00:49:25.588 01/02/1989]',0.072,104.138,-0.001,-0.452
'[00:49:25.592 01/02/1989]',0.076,103.742,-0.001,-0.484
'[00:49:25.596 01/02/1989]',0.096,103.545,0.001,-0.427
'[00:49:25.600 01/02/1989]',0.096,103.742,0.002,-0.452
'[00:49:25.604 01/02/1989]',0.110,102.952,0.003,-0.419
'[00:49:25.608 01/02/1989]',0.134,103.742,0.003,-0.419
'[00:49:25.612 01/02/1989]',0.128,103.742,0.002,-0.403
'[00:49:25.616 01/02/1989]',0.158,103.940,0.004,-0.387
'[00:49:25.620 01/02/1989]',0.156,103.940,0.005,-0.427
'[00:49:25.624 01/02/1989]',0.184,104.138,0.005,-0.427
'[00:49:25.628 01/02/1989]',0.186,104.928,0.006,-0.427
'[00:49:25.632 01/02/1989]',0.182,105.323,0.007,-0.427
'[00:49:25.636 01/02/1989]',0.182,105.323,0.007,-0.387
'[00:49:25.640 01/02/1989]',0.190,106.114,0.009,-0.355
'[00:49:25.644 01/02/1989]',0.192,106.311,0.008,-0.339
'[00:49:25.648 01/02/1989]',0.192,106.114,0.008,-0.331
'[00:49:25.652 01/02/1989]',0.182,106.904,0.008,-0.331
'[00:49:25.656 01/02/1989]',0.168,107.102,0.007,-0.355
'[00:49:25.660 01/02/1989]',0.146,106.904,0.005,-0.355
'[00:49:25.664 01/02/1989]',0.120,107.102,0.006,-0.347
'[00:49:25.668 01/02/1989]',0.090,106.904,0.006,-0.331
'[00:49:25.672 01/02/1989]',0.078,107.695,0.003,-0.331
'[00:49:25.676 01/02/1989]',0.052,106.904,0.004,-0.355
'[00:49:25.680 01/02/1989]',0.030,107.299,0.005,-0.339
'[00:49:25.684 01/02/1989]',0.022,106.904,0.004,-0.323
'[00:49:25.688 01/02/1989]',-0.000,107.102,0.002,-0.323
'[00:49:25.692 01/02/1989]',-0.008,106.509,0.003,-0.323
'[00:49:25.696 01/02/1989]',-0.018,106.311,0.001,-0.315
'[00:49:25.700 01/02/1989]',-0.024,105.916,0.003,-0.323
'[00:49:25.704 01/02/1989]',-0.012,105.718,0.004,-0.315
'[00:49:25.708 01/02/1989]',-0.018,105.126,0.005,-0.306
'[00:49:25.712 01/02/1989]',-0.010,105.126,0.008,-0.298
'[00:49:25.716 01/02/1989]',-0.022,104.533,0.003,-0.306
'[00:49:25.720 01/02/1989]',0.002,104.138,0.005,-0.323
'[00:49:25.724 01/02/1989]',0.004,103.742,0.003,-0.315
'[00:49:25.728 01/02/1989]',0.022,103.150,0.003,-0.306
'[00:49:25.732 01/02/1989]',-0.002,102.952,0.003,-0.315
'[00:49:25.736 01/02/1989]',0.020,102.557,0.004,-0.290
'[00:49:25.740 01/02/1989]',0.032,101.964,0.004,-0.290
'[00:49:25.744 01/02/1989]',0.008,101.569,0.001,-0.282
'[00:49:25.748 01/02/1989]',0.022,101.174,-0.001,-0.274
'[00:49:25.752 01/02/1989]',0.022,100.778,0.000,-0.290
'[00:49:25.756 01/02/1989]',0.028,100.581,-0.001,-0.258
'[00:49:25.760 01/02/1989]',0.030,99.790,-0.004,-0.282
'[00:49:25.764 01/02/1989]',0.032,99.593,-0.002,-0.274
'[00:49:25.768 01/02/1989]',0.040,99.000,-0.002,-0.290
'[00:49:25.772 01/02/1989]',0.014,98.802,-0.003,-0.282
'[00:49:25.776 01/02/1989]',0.056,98.210,0.000,-0.274
'[00:49:25.780 01/02/1989]',0.208,97.419,0.003,-0.290
'[00:49:25.784 01/02/1989]',0.472,96.826,0.006,-0.258
'[00:49:25.788 01/02/1989]',0.792,96.826,0.007,-0.202
'[00:49:25.792 01/02/1989]',1.026,96.431,0.003,-0.202
'[00:49:25.796 01/02/1989]',0.824,95.838,-0.001,-0.250
'[00:49:25.800 01/02/1989]',0.668,95.048,-0.008,-0.202
'[00:49:25.804 01/02/1989]',0.204,94.455,-0.014,-0.202
'[00:49:25.808 01/02/1989]',-0.280,94.257,-0.014,-0.194
'[00:49:25.812 01/02/1989]',-0.316,93.665,-0.011,-0.210
'[00:49:25.816 01/02/1989]',-0.400,93.862,-0.012,-0.226
'[00:49:25.820 01/02/1989]',-0.312,93.467,-0.008,-0.210
'[00:49:25.824 01/02/1989]',-0.144,92.874,-0.007,-0.234
'[00:49:25.828 01/02/1989]',-0.048,92.874,-0.003,-0.226
'[00:49:25.832 01/02/1989]',0.004,92.281,-0.003,-0.210
'[00:49:25.836 01/02/1989]',-0.000,91.886,-0.001,-0.210
'[00:49:25.840 01/02/1989]',0.016,91.293,-0.002,-0.194
'[00:49:25.844 01/02/1989]',0.018,91.293,-0.001,-0.194
'[00:49:25.848 01/02/1989]',0.026,90.898,-0.004,-0.194
'[00:49:25.852 01/02/1989]',0.030,90.305,-0.001,-0.194
'[00:49:25.856 01/02/1989]',0.040,90.108,0.001,-0.177
'[00:49:25.860 01/02/1989]',0.038,90.305,0.001,-0.202
'[00:49:25.864 01/02/1989]',0.056,89.515,-0.000,-0.194
'[00:49:25.868 01/02/1989]',0.040,89.317,-0.003,-0.226
'[00:49:25.872 01/02/1989]',0.066,89.515,0.002,-0.202
'[00:49:25.876 01/02/1989]',0.064,88.922,0.002,-0.202
'[00:49:25.880 01/02/1989]',0.058,88.527,0.002,-0.194
'[00:49:25.884 01/02/1989]',0.054,88.329,0.006,-0.202
'[00:49:25.888 01/02/1989]',0.074,87.934,0.003,-0.194
'[00:49:25.892 01/02/1989]',0.096,87.934,0.003,-0.177
'[00:49:25.896 01/02/1989]',0.080,87.341,0.007,-0.161
'[00:49:25.900 01/02/1989]',0.090,86.946,0.012,-0.169
'[00:49:25.904 01/02/1989]',0.088,86.946,0.006,-0.194
'[00:49:25.908 01/02/1989]',0.094,86.353,0.007,-0.194
'[00:49:25.912 01/02/1989]',0.090,86.353,0.003,-0.194
'[00:49:25.916 01/02/1989]',0.092,85.958,0.008,-0.185
'[00:49:25.920 01/02/1989]',0.096,85.760,0.006,-0.210
'[00:49:25.924 01/02/1989]',0.092,85.563,0.005,-0.194
'[00:49:25.928 01/02/1989]',0.124,85.760,0.009,-0.226
'[00:49:25.932 01/02/1989]',0.096,85.563,0.007,-0.226
'[00:49:25.936 01/02/1989]',0.130,85.563,0.007,-0.226
'[00:49:25.940 01/02/1989]',0.110,85.563,0.010,-0.194
'[00:49:25.944 01/02/1989]',0.120,86.353,0.011,-0.210
'[00:49:25.948 01/02/1989]',0.128,86.748,0.008,-0.202
'[00:49:25.952 01/02/1989]',0.152,87.144,0.009,-0.250
'[00:49:25.956 01/02/1989]',0.134,88.132,0.002,-0.202
'[00:49:25.960 01/02/1989]',0.146,89.317,0.010,-0.226
'[00:49:25.964 01/02/1989]',0.152,91.096,0.007,-0.226
'[00:49:25.968 01/02/1989]',0.144,93.269,0.007,-0.234
'[00:49:25.972 01/02/1989]',0.160,95.245,0.009,-0.250
'[00:49:25.976 01/02/1989]',0.174,97.419,0.006,-0.226
'[00:49:25.980 01/02/1989]',0.168,99.790,0.005,-0.226
'[00:49:25.984 01/02/1989]',0.174,102.162,0.006,-0.234
'[00:49:25.988 01/02/1989]',0.182,105.521,0.004,-0.210
'[00:49:25.992 01/02/1989]',0.178,108.090,0.003,-0.226
'[00:49:25.996 01/02/1989]',0.180,110.856,0.007,-0.226
'[00:49:26.000 01/02/1989]',0.192,113.227,0.008,-0.210
'[00:49:26.004 01/02/1989]',0.174,116.192,0.002,-0.258
'[00:49:26.008 01/02/1989]',0.190,118.760,0.006,-0.226
'[00:49:26.012 01/02/1989]',0.160,121.132,0.007,-0.226
'[00:49:26.016 01/02/1989]',0.174,124.293,0.002,-0.234
'[00:49:26.020 01/02/1989]',0.168,126.072,0.004,-0.250
'[00:49:26.024 01/02/1989]',0.140,128.838,-0.003,-0.258
'[00:49:26.028 01/02/1989]',0.142,130.419,0.004,-0.258
'[00:49:26.032 01/02/1989]',0.144,132.395,0.001,-0.218
'[00:49:26.036 01/02/1989]',0.156,133.976,0.001,-0.226
'[00:49:26.040 01/02/1989]',0.126,135.952,0.001,-0.202
'[00:49:26.044 01/02/1989]',0.128,137.138,0.002,-0.218
'[00:49:26.048 01/02/1989]',0.108,137.730,0.002,-0.185
'[00:49:26.052 01/02/1989]',0.092,139.311,0.003,-0.202
'[00:49:26.056 01/02/1989]',0.090,139.509,0.003,-0.210
'[00:49:26.060 01/02/1989]',0.064,140.102,-0.002,-0.226
'[00:49:26.064 01/02/1989]',0.048,140.695,0.004,-0.226
'[00:49:26.068 01/02/1989]',0.048,140.695,0.003,-0.226
'[00:49:26.072 01/02/1989]',0.072,140.695,0.001,-0.258
'[00:49:26.076 01/02/1989]',0.040,140.497,0.001,-0.242
'[00:49:26.080 01/02/1989]',0.064,140.102,-0.001,-0.234
'[00:49:26.084 01/02/1989]',0.044,139.904,0.002,-0.226
'[00:49:26.088 01/02/1989]',0.036,139.114,0.003,-0.202
'[00:49:26.092 01/02/1989]',0.056,138.126,0.003,-0.226
'[00:49:26.096 01/02/1989]',0.002,137.335,0.006,-0.234
'[00:49:26.100 01/02/1989]',0.030,136.940,0.004,-0.234
'[00:49:26.104 01/02/1989]',0.032,135.754,-0.000,-0.226
'[00:49:26.108 01/02/1989]',0.038,134.569,0.001,-0.226
'[00:49:26.112 01/02/1989]',0.040,133.581,-0.002,-0.242
'[00:49:26.116 01/02/1989]',0.016,132.988,0.003,-0.194
'[00:49:26.120 01/02/1989]',0.038,132.198,0.002,-0.210
'[00:49:26.124 01/02/1989]',0.008,130.617,0.000,-0.194
'[00:49:26.128 01/02/1989]',0.024,129.826,0.004,-0.194
'[00:49:26.132 01/02/1989]',0.056,129.036,0.007,-0.177
'[00:49:26.136 01/02/1989]',0.036,128.048,0.004,-0.169
'[00:49:26.140 01/02/1989]',0.046,127.653,0.005,-0.177
'[00:49:26.144 01/02/1989]',0.046,127.455,0.001,-0.185
'[00:49:26.148 01/02/1989]',0.028,126.269,0.003,-0.194
'[00:49:26.152 01/02/1989]',0.054,125.479,-0.001,-0.194
'[00:49:26.156 01/02/1989]',0.058,124.491,0.005,-0.161
'[00:49:26.160 01/02/1989]',0.040,123.701,0.002,-0.185
'[00:49:26.164 01/02/1989]',0.078,122.712,0.004,-0.194
'[00:49:26.168 01/02/1989]',0.048,121.922,0.008,-0.169
'[00:49:26.172 01/02/1989]',0.072,121.132,0.003,-0.169
'[00:49:26.176 01/02/1989]',0.080,120.341,0.005,-0.161
'[00:49:26.180 01/02/1989]',0.066,118.958,-0.000,-0.161
'[00:49:26.184 01/02/1989]',0.062,117.970,0.005,-0.153
'[00:49:26.188 01/02/1989]',0.072,116.587,0.006,-0.121
'[00:49:26.192 01/02/1989]',0.072,115.599,0.002,-0.129
'[00:49:26.196 01/02/1989]',0.034,114.018,0.005,-0.129
'[00:49:26.200 01/02/1989]',0.088,112.437,0.001,-0.129
'[00:49:26.204 01/02/1989]',0.070,111.449,0.005,-0.153
'[00:49:26.208 01/02/1989]',0.104,110.066,0.002,-0.137
'[00:49:26.212 01/02/1989]',0.082,108.485,0.004,-0.161
'[00:49:26.216 01/02/1989]',0.102,107.299,0.004,-0.129
'[00:49:26.220 01/02/1989]',0.130,105.916,0.005,-0.129
'[00:49:26.224 01/02/1989]',0.142,104.730,0.005,-0.121
'[00:49:26.228 01/02/1989]',0.154,103.545,0.004,-0.097
'[00:49:26.232 01/02/1989]',0.170,102.557,0.000,-0.073
'[00:49:26.236 01/02/1989]',0.166,101.964,0.004,-0.105
'[00:49:26.240 01/02/1989]',0.176,101.371,0.005,-0.065
'[00:49:26.244 01/02/1989]',0.192,100.581,-0.010,-0.048
'[00:49:26.248 01/02/1989]',0.194,99.790,0.004,-0.065
'[00:49:26.252 01/02/1989]',0.204,99.593,0.000,-0.081
'[00:49:26.256 01/02/1989]',0.188,99.395,-0.017,-0.048
'[00:49:26.260 01/02/1989]',0.180,99.000,0.001,-0.065
'[00:49:26.264 01/02/1989]',0.178,99.000,-0.001,-0.040
'[00:49:26.268 01/02/1989]',0.178,99.000,-0.014,-0.065
'[00:49:26.272 01/02/1989]',0.182,99.593,0.003,-0.024
'[00:49:26.276 01/02/1989]',0.186,99.198,0.001,-0.016
'[00:49:26.280 01/02/1989]',0.152,99.198,-0.012,-0.008
'[00:49:26.284 01/02/1989]',0.134,99.790,0.004,-0.008
'[00:49:26.288 01/02/1989]',0.096,99.988,0.000,0.016
'[00:49:26.292 01/02/1989]',0.066,100.186,-0.005,-0.000
'[00:49:26.296 01/02/1989]',0.046,100.383,0.005,-0.000
'[00:49:26.300 01/02/1989]',0.032,100.581,-0.000,-0.008
'[00:49:26.304 01/02/1989]',0.014,101.371,0.002,-0.000
'[00:49:26.308 01/02/1989]',0.012,101.371,0.004,-0.000
'[00:49:26.312 01/02/1989]',0.002,101.371,0.004,-0.008
'[00:49:26.316 01/02/1989]',-0.004,101.766,0.011,-0.000
'[00:49:26.320 01/02/1989]',-0.016,101.964,0.006,-0.016
'[00:49:26.324 01/02/1989]',-0.026,102.754,0.002,-0.016
'[00:49:26.328 01/02/1989]',-0.024,102.754,0.017,-0.032
'[00:49:26.332 01/02/1989]',-0.034,103.150,0.003,-0.000
'[00:49:26.336 01/02/1989]',-0.012,103.347,0.005,-0.024
'[00:49:26.340 01/02/1989]',-0.018,103.545,0.014,-0.024
'[00:49:26.344 01/02/1989]',-0.018,103.742,0.002,-0.040
'[00:49:26.348 01/02/1989]',-0.016,103.742,0.001,-0.040
'[00:49:26.352 01/02/1989]',0.008,103.742,0.013,-0.056
'[00:49:26.356 01/02/1989]',-0.008,103.742,0.001,-0.065
'[00:49:26.360 01/02/1989]',0.002,103.742,0.002,-0.065
'[00:49:26.364 01/02/1989]',-0.000,103.347,0.004,-0.056
'[00:49:26.368 01/02/1989]',-0.000,103.742,-0.000,-0.065
'[00:49:26.372 01/02/1989]',-0.010,103.545,0.005,-0.040
'[00:49:26.376 01/02/1989]',-0.006,103.347,0.003,-0.048
'[00:49:26.380 01/02/1989]',0.004,102.952,0.003,-0.032
'[00:49:26.384 01/02/1989]',0.014,103.347,0.005,-0.032
'[00:49:26.388 01/02/1989]',0.038,102.754,0.001,-0.016
'[00:49:26.392 01/02/1989]',0.056,102.162,-0.001,-0.032
'[00:49:26.396 01/02/1989]',0.036,101.964,-0.001,-0.032
'[00:49:26.400 01/02/1989]',0.110,101.371,0.001,-0.032
'[00:49:26.404 01/02/1989]',0.250,100.778,0.011,-0.065
'[00:49:26.408 01/02/1989]',0.416,100.778,0.008,-0.065
'[00:49:26.412 01/02/1989]',0.734,99.790,0.007,-0.032
'[00:49:26.416 01/02/1989]',0.722,100.186,0.003,-0.000
'[00:49:26.420 01/02/1989]',0.560,99.790,-0.005,-0.016
'[00:49:26.424 01/02/1989]',0.368,99.000,-0.007,-0.032
'[00:49:26.428 01/02/1989]',-0.032,99.000,-0.009,-0.016
'[00:49:26.432 01/02/1989]',-0.414,98.210,-0.011,-0.040
'[00:49:26.436 01/02/1989]',-0.386,98.012,-0.004,-0.065
'[00:49:26.440 01/02/1989]',-0.464,97.419,-0.003,-0.048
'[00:49:26.444 01/02/1989]',-0.342,97.024,-0.002,-0.048
'[00:49:26.448 01/02/1989]',-0.112,96.826,-0.000,-0.048
'[00:49:26.452 01/02/1989]',-0.020,96.431,-0.001,-0.048
'[00:49:26.456 01/02/1989]',0.030,95.838,0.001,-0.048
'[00:49:26.460 01/02/1989]',0.038,95.245,-0.001,-0.048
'[00:49:26.464 01/02/1989]',0.044,95.048,0.001,-0.065
'[00:49:26.468 01/02/1989]',0.042,94.257,-0.003,-0.065
'[00:49:26.472 01/02/1989]',0.032,94.060,0.002,-0.032
'[00:49:26.476 01/02/1989]',0.042,93.862,0.000,-0.040
'[00:49:26.480 01/02/1989]',0.054,93.269,-0.015,-0.040
'[00:49:26.484 01/02/1989]',0.068,92.677,0.000,-0.016
'[00:49:26.488 01/02/1989]',0.066,92.479,-0.002,-0.000
'[00:49:26.492 01/02/1989]',0.072,92.281,0.017,-0.032
'[00:49:26.496 01/02/1989]',0.072,91.886,0.004,-0.040
'[00:49:26.500 01/02/1989]',0.082,91.491,0.003,-0.073
'[00:49:26.504 01/02/1989]',0.086,91.293,0.002,-0.056
'[00:49:26.508 01/02/1989]',0.088,90.305,0.003,-0.008
'[00:49:26.512 01/02/1989]',0.082,90.305,0.006,-0.040
'[00:49:26.516 01/02/1989]',0.102,89.910,0.005,-0.032
'[00:49:26.520 01/02/1989]',0.120,89.120,0.014,-0.024
'[00:49:26.524 01/02/1989]',0.104,89.120,0.011,-0.016
'[00:49:26.528 01/02/1989]',0.118,88.527,0.011,-0.032
'[00:49:26.532 01/02/1989]',0.122,88.132,-0.002,-0.016
'[00:49:26.536 01/02/1989]',0.110,88.132,0.009,-0.040
'[00:49:26.540 01/02/1989]',0.120,88.132,0.009,-0.032
'[00:49:26.544 01/02/1989]',0.146,87.736,0.012,-0.040
'[00:49:26.548 01/02/1989]',0.120,87.341,0.010,-0.040
'[00:49:26.552 01/02/1989]',0.134,86.748,0.008,-0.048
'[00:49:26.556 01/02/1989]',0.136,86.551,0.014,-0.032
'[00:49:26.560 01/02/1989]',0.132,86.551,0.006,-0.032
'[00:49:26.564 01/02/1989]',0.146,86.353,0.005,-0.032
'[00:49:26.568 01/02/1989]',0.146,85.760,0.016,-0.016
'[00:49:26.572 01/02/1989]',0.134,86.353,0.002,-0.008
'[00:49:26.576 01/02/1989]',0.172,85.958,0.001,-0.008
'[00:49:26.580 01/02/1989]',0.150,86.156,0.015,-0.000
'[00:49:26.584 01/02/1989]',0.160,86.353,0.002,-0.000
'[00:49:26.588 01/02/1989]',0.174,87.539,-0.000,0.024
'[00:49:26.592 01/02/1989]',0.178,88.132,0.017,-0.000
'[00:49:26.596 01/02/1989]',0.182,89.515,-0.000,-0.024
'[00:49:26.600 01/02/1989]',0.204,90.898,-0.000,0.024
'[00:49:26.604 01/02/1989]',0.200,93.072,0.013,-0.032
'[00:49:26.608 01/02/1989]',0.190,94.653,-0.001,-0.000
'[00:49:26.612 01/02/1989]',0.216,96.629,-0.001,-0.008
'[00:49:26.616 01/02/1989]',0.216,99.198,0.018,-0.000
'[00:49:26.620 01/02/1989]',0.200,101.766,0.000,0.008
'[00:49:26.624 01/02/1989]',0.228,103.742,0.003,-0.000
'[00:49:26.628 01/02/1989]',0.232,106.311,0.011,0.024
'[00:49:26.632 01/02/1989]',0.204,109.078,0.005,-0.008
'[00:49:26.636 01/02/1989]',0.214,111.647,0.004,0.016
'[00:49:26.640 01/02/1989]',0.192,114.018,-0.013,0.016
'[00:49:26.644 01/02/1989]',0.180,116.389,0.004,-0.000
'[00:49:26.648 01/02/1989]',0.184,118.365,0.007,-0.000
'[00:49:26.652 01/02/1989]',0.168,120.736,0.008,0.008
