'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[03:59:53.328 01/02/1989]',0.020,96.036,-0.005,-0.185
'[03:59:53.332 01/02/1989]',0.026,95.838,-0.004,-0.202
'[03:59:53.336 01/02/1989]',0.018,95.048,-0.006,-0.194
'[03:59:53.340 01/02/1989]',0.018,94.653,-0.006,-0.194
'[03:59:53.344 01/02/1989]',0.018,94.257,-0.005,-0.177
'[03:59:53.348 01/02/1989]',0.016,94.257,-0.006,-0.161
'[03:59:53.352 01/02/1989]',0.018,93.665,-0.004,-0.137
'[03:59:53.356 01/02/1989]',0.010,93.862,-0.003,-0.145
'[03:59:53.360 01/02/1989]',0.016,93.072,-0.002,-0.129
'[03:59:53.364 01/02/1989]',0.016,92.677,0.000,-0.153
'[03:59:53.368 01/02/1989]',0.016,92.677,-0.000,-0.137
'[03:59:53.372 01/02/1989]',0.024,92.479,-0.001,-0.161
'[03:59:53.376 01/02/1989]',0.020,92.084,-0.002,-0.153
'[03:59:53.380 01/02/1989]',0.008,91.886,-0.001,-0.161
'[03:59:53.384 01/02/1989]',0.008,91.886,0.000,-0.169
'[03:59:53.388 01/02/1989]',0.024,91.293,0.001,-0.153
'[03:59:53.392 01/02/1989]',0.024,90.898,0.002,-0.161
'[03:59:53.396 01/02/1989]',0.048,90.898,0.002,-0.129
'[03:59:53.400 01/02/1989]',0.024,90.701,0.001,-0.145
'[03:59:53.404 01/02/1989]',0.030,91.096,0.001,-0.137
'[03:59:53.408 01/02/1989]',0.032,90.701,0.002,-0.129
'[03:59:53.412 01/02/1989]',0.056,90.701,0.002,-0.129
'[03:59:53.416 01/02/1989]',0.072,90.305,0.001,-0.129
'[03:59:53.420 01/02/1989]',0.070,90.108,0.002,-0.121
'[03:59:53.424 01/02/1989]',0.120,90.305,0.000,-0.145
'[03:59:53.428 01/02/1989]',0.206,89.515,-0.002,-0.161
'[03:59:53.432 01/02/1989]',0.336,89.515,-0.005,-0.105
'[03:59:53.436 01/02/1989]',0.516,89.515,-0.010,-0.185
'[03:59:53.440 01/02/1989]',0.682,89.713,-0.008,-0.137
'[03:59:53.444 01/02/1989]',0.490,89.120,-0.005,-0.089
'[03:59:53.448 01/02/1989]',0.410,88.922,0.001,-0.113
'[03:59:53.452 01/02/1989]',0.068,88.922,0.004,-0.097
'[03:59:53.456 01/02/1989]',-0.270,88.922,0.007,-0.073
'[03:59:53.460 01/02/1989]',-0.280,88.922,0.007,-0.065
'[03:59:53.464 01/02/1989]',-0.288,88.724,0.006,-0.121
'[03:59:53.468 01/02/1989]',-0.200,88.132,0.004,-0.065
'[03:59:53.472 01/02/1989]',-0.040,88.132,0.003,-0.113
'[03:59:53.476 01/02/1989]',0.062,88.132,0.004,-0.097
'[03:59:53.480 01/02/1989]',0.092,87.934,0.003,-0.113
'[03:59:53.484 01/02/1989]',0.080,88.329,0.004,-0.097
'[03:59:53.488 01/02/1989]',0.080,88.329,0.005,-0.121
'[03:59:53.492 01/02/1989]',0.084,87.934,0.006,-0.089
'[03:59:53.496 01/02/1989]',0.088,87.736,0.006,-0.073
'[03:59:53.500 01/02/1989]',0.088,87.341,0.006,-0.073
'[03:59:53.504 01/02/1989]',0.094,87.144,0.007,-0.048
'[03:59:53.508 01/02/1989]',0.092,87.144,0.007,-0.032
'[03:59:53.512 01/02/1989]',0.092,86.748,0.006,-0.048
'[03:59:53.516 01/02/1989]',0.098,86.353,0.005,-0.065
'[03:59:53.520 01/02/1989]',0.096,86.551,0.005,-0.065
'[03:59:53.524 01/02/1989]',0.102,86.353,0.005,-0.097
'[03:59:53.528 01/02/1989]',0.102,85.958,0.004,-0.097
'[03:59:53.532 01/02/1989]',0.110,85.958,0.005,-0.097
'[03:59:53.536 01/02/1989]',0.100,85.760,0.004,-0.065
'[03:59:53.540 01/02/1989]',0.104,85.760,0.002,-0.065
'[03:59:53.544 01/02/1989]',0.100,85.563,0.002,-0.056
'[03:59:53.548 01/02/1989]',0.102,84.970,0.000,-0.065
'[03:59:53.552 01/02/1989]',0.114,84.970,-0.000,-0.065
'[03:59:53.556 01/02/1989]',0.114,84.970,-0.002,-0.073
'[03:59:53.560 01/02/1989]',0.114,84.772,-0.003,-0.008
'[03:59:53.564 01/02/1989]',0.136,83.982,-0.003,-0.073
'[03:59:53.568 01/02/1989]',0.138,84.377,-0.004,-0.056
'[03:59:53.572 01/02/1989]',0.142,84.575,-0.004,-0.065
'[03:59:53.576 01/02/1989]',0.128,83.982,-0.004,-0.065
'[03:59:53.580 01/02/1989]',0.134,83.587,-0.004,-0.081
'[03:59:53.584 01/02/1989]',0.120,83.982,-0.004,-0.089
'[03:59:53.588 01/02/1989]',0.138,83.389,-0.005,-0.065
'[03:59:53.592 01/02/1989]',0.126,83.389,-0.003,-0.032
'[03:59:53.596 01/02/1989]',0.138,83.587,-0.004,-0.024
'[03:59:53.600 01/02/1989]',0.128,83.389,-0.004,-0.008
'[03:59:53.604 01/02/1989]',0.136,83.389,-0.003,-0.024
'[03:59:53.608 01/02/1989]',0.132,83.982,-0.004,-0.032
'[03:59:53.612 01/02/1989]',0.136,83.982,-0.005,-0.024
'[03:59:53.616 01/02/1989]',0.128,84.970,-0.005,-0.040
'[03:59:53.620 01/02/1989]',0.134,86.551,-0.005,-0.056
'[03:59:53.624 01/02/1989]',0.144,87.934,-0.004,-0.056
'[03:59:53.628 01/02/1989]',0.152,89.120,-0.002,-0.032
'[03:59:53.632 01/02/1989]',0.152,91.096,-0.000,-0.065
'[03:59:53.636 01/02/1989]',0.164,93.862,0.000,-0.089
'[03:59:53.640 01/02/1989]',0.142,96.233,0.000,-0.056
'[03:59:53.644 01/02/1989]',0.174,99.198,0.003,-0.065
'[03:59:53.648 01/02/1989]',0.166,101.569,0.004,-0.032
'[03:59:53.652 01/02/1989]',0.174,105.126,0.004,-0.008
'[03:59:53.656 01/02/1989]',0.176,108.287,0.005,-0.032
'[03:59:53.660 01/02/1989]',0.192,111.054,0.005,-0.065
'[03:59:53.664 01/02/1989]',0.184,114.611,0.006,-0.065
'[03:59:53.668 01/02/1989]',0.178,117.772,0.004,-0.032
'[03:59:53.672 01/02/1989]',0.190,120.736,0.004,-0.097
'[03:59:53.676 01/02/1989]',0.190,123.108,0.001,-0.065
'[03:59:53.680 01/02/1989]',0.178,126.269,0.001,-0.089
'[03:59:53.684 01/02/1989]',0.178,129.036,0.001,-0.089
'[03:59:53.688 01/02/1989]',0.184,131.605,0.002,-0.048
'[03:59:53.692 01/02/1989]',0.182,133.186,0.002,-0.073
'[03:59:53.696 01/02/1989]',0.172,134.569,0.002,-0.065
'[03:59:53.700 01/02/1989]',0.168,136.150,-0.000,-0.040
'[03:59:53.704 01/02/1989]',0.160,137.138,-0.000,-0.065
'[03:59:53.708 01/02/1989]',0.146,137.730,-0.001,-0.056
'[03:59:53.712 01/02/1989]',0.136,138.126,-0.002,-0.073
'[03:59:53.716 01/02/1989]',0.128,138.521,-0.003,-0.089
'[03:59:53.720 01/02/1989]',0.112,138.521,-0.002,-0.073
'[03:59:53.724 01/02/1989]',0.104,137.730,-0.003,-0.129
'[03:59:53.728 01/02/1989]',0.086,137.335,-0.003,-0.105
'[03:59:53.732 01/02/1989]',0.084,136.347,-0.004,-0.113
'[03:59:53.736 01/02/1989]',0.078,135.557,-0.003,-0.065
'[03:59:53.740 01/02/1989]',0.060,134.569,-0.003,-0.097
'[03:59:53.744 01/02/1989]',0.056,133.581,-0.002,-0.073
'[03:59:53.748 01/02/1989]',0.048,132.395,-0.001,-0.097
'[03:59:53.752 01/02/1989]',0.040,131.605,-0.001,-0.065
'[03:59:53.756 01/02/1989]',0.032,130.221,-0.000,-0.081
'[03:59:53.760 01/02/1989]',0.024,129.036,-0.000,-0.081
'[03:59:53.764 01/02/1989]',0.022,127.850,0.001,-0.097
'[03:59:53.768 01/02/1989]',0.022,127.060,0.000,-0.105
'[03:59:53.772 01/02/1989]',0.018,125.874,-0.000,-0.129
'[03:59:53.776 01/02/1989]',0.024,124.491,-0.000,-0.113
'[03:59:53.780 01/02/1989]',0.022,123.701,-0.001,-0.097
'[03:59:53.784 01/02/1989]',0.022,122.910,-0.002,-0.129
'[03:59:53.788 01/02/1989]',0.024,122.317,-0.001,-0.097
'[03:59:53.792 01/02/1989]',0.024,120.934,0.001,-0.089
'[03:59:53.796 01/02/1989]',0.018,120.144,0.001,-0.097
'[03:59:53.800 01/02/1989]',0.024,120.144,-0.001,-0.113
'[03:59:53.804 01/02/1989]',0.038,119.353,0.000,-0.089
'[03:59:53.808 01/02/1989]',0.032,118.365,-0.000,-0.089
'[03:59:53.812 01/02/1989]',0.032,118.168,-0.000,-0.097
'[03:59:53.816 01/02/1989]',0.038,117.575,-0.002,-0.121
'[03:59:53.820 01/02/1989]',0.036,117.377,-0.003,-0.121
'[03:59:53.824 01/02/1989]',0.032,116.389,-0.003,-0.145
'[03:59:53.828 01/02/1989]',0.040,116.389,-0.004,-0.137
'[03:59:53.832 01/02/1989]',0.040,115.599,-0.004,-0.121
'[03:59:53.836 01/02/1989]',0.040,115.006,-0.005,-0.105
'[03:59:53.840 01/02/1989]',0.044,114.611,-0.006,-0.113
'[03:59:53.844 01/02/1989]',0.048,114.215,-0.004,-0.089
'[03:59:53.848 01/02/1989]',0.050,113.227,-0.002,-0.097
'[03:59:53.852 01/02/1989]',0.042,112.635,-0.001,-0.081
'[03:59:53.856 01/02/1989]',0.056,112.042,-0.000,-0.113
'[03:59:53.860 01/02/1989]',0.054,110.659,-0.000,-0.105
'[03:59:53.864 01/02/1989]',0.062,109.473,0.001,-0.121
'[03:59:53.868 01/02/1989]',0.058,108.485,0.001,-0.129
'[03:59:53.872 01/02/1989]',0.062,108.090,0.002,-0.129
'[03:59:53.876 01/02/1989]',0.056,106.904,0.000,-0.153
'[03:59:53.880 01/02/1989]',0.056,105.521,0.000,-0.137
'[03:59:53.884 01/02/1989]',0.064,104.928,-0.001,-0.121
'[03:59:53.888 01/02/1989]',0.064,103.940,-0.001,-0.153
'[03:59:53.892 01/02/1989]',0.056,102.557,-0.002,-0.113
'[03:59:53.896 01/02/1989]',0.060,102.162,-0.005,-0.129
'[03:59:53.900 01/02/1989]',0.060,102.162,-0.006,-0.121
'[03:59:53.904 01/02/1989]',0.064,101.569,-0.006,-0.121
'[03:59:53.908 01/02/1989]',0.060,101.371,-0.006,-0.161
'[03:59:53.912 01/02/1989]',0.058,101.174,-0.009,-0.153
'[03:59:53.916 01/02/1989]',0.058,100.778,-0.009,-0.169
'[03:59:53.920 01/02/1989]',0.064,101.371,-0.011,-0.177
'[03:59:53.924 01/02/1989]',0.050,101.371,-0.013,-0.210
'[03:59:53.928 01/02/1989]',0.064,101.569,-0.014,-0.161
'[03:59:53.932 01/02/1989]',0.062,101.371,-0.013,-0.177
'[03:59:53.936 01/02/1989]',0.058,102.162,-0.016,-0.194
'[03:59:53.940 01/02/1989]',0.052,102.557,-0.016,-0.185
'[03:59:53.944 01/02/1989]',0.050,102.952,-0.017,-0.153
'[03:59:53.948 01/02/1989]',0.062,103.347,-0.018,-0.177
'[03:59:53.952 01/02/1989]',0.050,103.742,-0.018,-0.153
'[03:59:53.956 01/02/1989]',0.056,104.730,-0.017,-0.226
'[03:59:53.960 01/02/1989]',0.048,104.928,-0.016,-0.185
'[03:59:53.964 01/02/1989]',0.050,105.323,-0.014,-0.226
'[03:59:53.968 01/02/1989]',0.040,105.718,-0.013,-0.226
'[03:59:53.972 01/02/1989]',0.064,106.114,-0.013,-0.258
'[03:59:53.976 01/02/1989]',0.052,106.311,-0.014,-0.250
'[03:59:53.980 01/02/1989]',0.054,106.707,-0.013,-0.226
'[03:59:53.984 01/02/1989]',0.048,107.299,-0.014,-0.258
'[03:59:53.988 01/02/1989]',0.062,107.497,-0.012,-0.274
'[03:59:53.992 01/02/1989]',0.056,107.695,-0.013,-0.266
'[03:59:53.996 01/02/1989]',0.058,107.497,-0.013,-0.274
'[03:59:54.000 01/02/1989]',0.056,107.695,-0.014,-0.282
'[03:59:54.004 01/02/1989]',0.056,107.892,-0.013,-0.282
'[03:59:54.008 01/02/1989]',0.056,107.695,-0.014,-0.290
'[03:59:54.012 01/02/1989]',0.064,106.904,-0.016,-0.315
'[03:59:54.016 01/02/1989]',0.064,106.707,-0.016,-0.339
'[03:59:54.020 01/02/1989]',0.054,106.904,-0.018,-0.323
'[03:59:54.024 01/02/1989]',0.054,106.114,-0.020,-0.339
'[03:59:54.028 01/02/1989]',0.054,106.114,-0.021,-0.323
'[03:59:54.032 01/02/1989]',0.056,106.114,-0.022,-0.331
'[03:59:54.036 01/02/1989]',0.062,105.521,-0.020,-0.323
'[03:59:54.040 01/02/1989]',0.060,105.521,-0.021,-0.331
'[03:59:54.044 01/02/1989]',0.052,105.126,-0.020,-0.298
'[03:59:54.048 01/02/1989]',0.058,104.533,-0.018,-0.347
'[03:59:54.052 01/02/1989]',0.056,104.138,-0.020,-0.347
'[03:59:54.056 01/02/1989]',0.056,103.742,-0.019,-0.355
'[03:59:54.060 01/02/1989]',0.064,103.347,-0.019,-0.363
'[03:59:54.064 01/02/1989]',0.064,102.754,-0.020,-0.387
'[03:59:54.068 01/02/1989]',0.060,102.754,-0.020,-0.387
'[03:59:54.072 01/02/1989]',0.064,102.557,-0.019,-0.387
'[03:59:54.076 01/02/1989]',0.066,101.964,-0.021,-0.419
'[03:59:54.080 01/02/1989]',0.070,101.371,-0.021,-0.403
'[03:59:54.084 01/02/1989]',0.064,101.174,-0.020,-0.395
'[03:59:54.088 01/02/1989]',0.066,100.581,-0.020,-0.387
'[03:59:54.092 01/02/1989]',0.074,100.186,-0.021,-0.395
'[03:59:54.096 01/02/1989]',0.068,99.988,-0.020,-0.403
'[03:59:54.100 01/02/1989]',0.072,99.790,-0.020,-0.371
'[03:59:54.104 01/02/1989]',0.086,99.198,-0.018,-0.387
'[03:59:54.108 01/02/1989]',0.082,99.198,-0.016,-0.427
'[03:59:54.112 01/02/1989]',0.090,98.802,-0.017,-0.427
'[03:59:54.116 01/02/1989]',0.098,98.605,-0.015,-0.419
'[03:59:54.120 01/02/1989]',0.118,98.012,-0.014,-0.452
'[03:59:54.124 01/02/1989]',0.118,97.419,-0.014,-0.411
'[03:59:54.128 01/02/1989]',0.144,97.221,-0.013,-0.411
'[03:59:54.132 01/02/1989]',0.160,97.024,-0.012,-0.435
'[03:59:54.136 01/02/1989]',0.170,96.629,-0.011,-0.444
'[03:59:54.140 01/02/1989]',0.166,96.431,-0.010,-0.419
'[03:59:54.144 01/02/1989]',0.178,96.629,-0.007,-0.387
'[03:59:54.148 01/02/1989]',0.178,95.838,-0.007,-0.435
'[03:59:54.152 01/02/1989]',0.178,95.838,-0.004,-0.419
'[03:59:54.156 01/02/1989]',0.184,95.641,-0.002,-0.452
'[03:59:54.160 01/02/1989]',0.190,95.048,-0.002,-0.452
'[03:59:54.164 01/02/1989]',0.184,94.257,-0.001,-0.484
'[03:59:54.168 01/02/1989]',0.178,94.653,-0.001,-0.476
'[03:59:54.172 01/02/1989]',0.164,94.257,-0.001,-0.484
'[03:59:54.176 01/02/1989]',0.146,93.862,-0.002,-0.484
'[03:59:54.180 01/02/1989]',0.128,93.862,-0.000,-0.516
'[03:59:54.184 01/02/1989]',0.102,93.467,0.001,-0.460
'[03:59:54.188 01/02/1989]',0.080,93.269,0.002,-0.476
'[03:59:54.192 01/02/1989]',0.070,92.677,0.002,-0.484
'[03:59:54.196 01/02/1989]',0.048,92.479,0.001,-0.492
'[03:59:54.200 01/02/1989]',0.052,92.677,0.000,-0.476
'[03:59:54.204 01/02/1989]',0.042,92.677,0.001,-0.476
'[03:59:54.208 01/02/1989]',0.034,91.886,0.002,-0.484
'[03:59:54.212 01/02/1989]',0.044,91.886,0.002,-0.492
'[03:59:54.216 01/02/1989]',0.032,92.084,0.002,-0.508
'[03:59:54.220 01/02/1989]',0.034,91.689,0.002,-0.500
'[03:59:54.224 01/02/1989]',0.024,91.689,0.002,-0.516
'[03:59:54.228 01/02/1989]',0.028,91.293,0.002,-0.484
'[03:59:54.232 01/02/1989]',0.034,91.293,0.003,-0.500
'[03:59:54.236 01/02/1989]',0.032,91.293,0.003,-0.484
'[03:59:54.240 01/02/1989]',0.032,91.096,0.003,-0.492
'[03:59:54.244 01/02/1989]',0.038,90.701,0.003,-0.484
'[03:59:54.248 01/02/1989]',0.042,90.898,0.003,-0.516
'[03:59:54.252 01/02/1989]',0.040,91.096,0.004,-0.508
'[03:59:54.256 01/02/1989]',0.038,91.096,0.003,-0.516
'[03:59:54.260 01/02/1989]',0.040,90.503,0.002,-0.516
'[03:59:54.264 01/02/1989]',0.036,90.305,0.003,-0.516
'[03:59:54.268 01/02/1989]',0.042,90.503,0.003,-0.516
'[03:59:54.272 01/02/1989]',0.048,90.701,0.002,-0.532
'[03:59:54.276 01/02/1989]',0.064,90.305,0.002,-0.516
'[03:59:54.280 01/02/1989]',0.062,90.305,0.002,-0.508
'[03:59:54.284 01/02/1989]',0.050,90.305,0.002,-0.484
'[03:59:54.288 01/02/1989]',0.080,90.108,0.001,-0.516
'[03:59:54.292 01/02/1989]',0.168,90.108,-0.000,-0.516
'[03:59:54.296 01/02/1989]',0.288,89.910,-0.005,-0.508
'[03:59:54.300 01/02/1989]',0.538,90.108,-0.008,-0.516
'[03:59:54.304 01/02/1989]',0.748,90.108,-0.011,-0.565
'[03:59:54.308 01/02/1989]',0.662,90.108,-0.007,-0.484
'[03:59:54.312 01/02/1989]',0.562,89.515,-0.002,-0.581
'[03:59:54.316 01/02/1989]',0.266,89.713,0.003,-0.540
'[03:59:54.320 01/02/1989]',-0.070,89.120,0.008,-0.508
'[03:59:54.324 01/02/1989]',-0.178,89.515,0.008,-0.540
'[03:59:54.328 01/02/1989]',-0.178,89.317,0.007,-0.500
'[03:59:54.332 01/02/1989]',-0.146,89.120,0.006,-0.508
'[03:59:54.336 01/02/1989]',-0.026,89.317,0.006,-0.484
'[03:59:54.340 01/02/1989]',0.038,88.724,0.004,-0.516
'[03:59:54.344 01/02/1989]',0.064,88.329,0.003,-0.484
'[03:59:54.348 01/02/1989]',0.070,88.724,0.003,-0.492
'[03:59:54.352 01/02/1989]',0.066,88.724,0.003,-0.532
'[03:59:54.356 01/02/1989]',0.066,88.132,0.002,-0.556
'[03:59:54.360 01/02/1989]',0.062,88.132,0.003,-0.516
'[03:59:54.364 01/02/1989]',0.070,87.736,0.003,-0.540
'[03:59:54.368 01/02/1989]',0.060,87.736,0.002,-0.548
'[03:59:54.372 01/02/1989]',0.072,87.934,0.002,-0.532
'[03:59:54.376 01/02/1989]',0.072,87.934,-0.000,-0.532
'[03:59:54.380 01/02/1989]',0.072,87.144,0.000,-0.516
'[03:59:54.384 01/02/1989]',0.078,87.144,-0.000,-0.476
'[03:59:54.388 01/02/1989]',0.074,87.539,0.001,-0.508
'[03:59:54.392 01/02/1989]',0.088,86.748,0.001,-0.516
'[03:59:54.396 01/02/1989]',0.088,86.748,-0.000,-0.500
'[03:59:54.400 01/02/1989]',0.090,86.551,-0.000,-0.548
'[03:59:54.404 01/02/1989]',0.090,86.748,0.001,-0.508
'[03:59:54.408 01/02/1989]',0.096,86.353,0.001,-0.556
'[03:59:54.412 01/02/1989]',0.104,85.760,-0.000,-0.540
'[03:59:54.416 01/02/1989]',0.102,85.563,-0.000,-0.532
'[03:59:54.420 01/02/1989]',0.104,85.760,-0.002,-0.548
'[03:59:54.424 01/02/1989]',0.104,85.563,-0.001,-0.516
'[03:59:54.428 01/02/1989]',0.104,84.970,-0.004,-0.540
'[03:59:54.432 01/02/1989]',0.114,84.575,-0.003,-0.500
'[03:59:54.436 01/02/1989]',0.116,84.772,-0.003,-0.524
'[03:59:54.440 01/02/1989]',0.110,84.970,-0.004,-0.556
'[03:59:54.444 01/02/1989]',0.112,84.575,-0.003,-0.516
'[03:59:54.448 01/02/1989]',0.112,84.772,-0.003,-0.548
'[03:59:54.452 01/02/1989]',0.120,84.377,-0.005,-0.597
'[03:59:54.456 01/02/1989]',0.120,84.377,-0.005,-0.613
'[03:59:54.460 01/02/1989]',0.128,84.180,-0.005,-0.589
'[03:59:54.464 01/02/1989]',0.128,84.377,-0.005,-0.573
'[03:59:54.468 01/02/1989]',0.128,84.772,-0.005,-0.581
'[03:59:54.472 01/02/1989]',0.128,84.970,-0.006,-0.565
'[03:59:54.476 01/02/1989]',0.136,85.958,-0.005,-0.581
'[03:59:54.480 01/02/1989]',0.136,86.946,-0.006,-0.581
'[03:59:54.484 01/02/1989]',0.134,88.724,-0.006,-0.524
'[03:59:54.488 01/02/1989]',0.142,90.108,-0.007,-0.532
'[03:59:54.492 01/02/1989]',0.150,92.677,-0.007,-0.540
'[03:59:54.496 01/02/1989]',0.152,95.245,-0.009,-0.540
'[03:59:54.500 01/02/1989]',0.162,97.814,-0.009,-0.573
'[03:59:54.504 01/02/1989]',0.168,100.976,-0.009,-0.532
'[03:59:54.508 01/02/1989]',0.160,103.742,-0.010,-0.556
'[03:59:54.512 01/02/1989]',0.170,107.497,-0.010,-0.548
'[03:59:54.516 01/02/1989]',0.172,110.263,-0.012,-0.581
'[03:59:54.520 01/02/1989]',0.178,114.018,-0.013,-0.581
'[03:59:54.524 01/02/1989]',0.180,117.180,-0.013,-0.573
'[03:59:54.528 01/02/1989]',0.188,120.341,-0.013,-0.548
'[03:59:54.532 01/02/1989]',0.192,123.898,-0.013,-0.516
'[03:59:54.536 01/02/1989]',0.200,126.862,-0.013,-0.492
'[03:59:54.540 01/02/1989]',0.196,130.024,-0.013,-0.516
'[03:59:54.544 01/02/1989]',0.200,132.988,-0.014,-0.573
'[03:59:54.548 01/02/1989]',0.200,135.162,-0.014,-0.548
'[03:59:54.552 01/02/1989]',0.200,136.742,-0.013,-0.516
'[03:59:54.556 01/02/1989]',0.198,138.718,-0.013,-0.597
'[03:59:54.560 01/02/1989]',0.192,139.904,-0.012,-0.581
'[03:59:54.564 01/02/1989]',0.184,140.892,-0.012,-0.556
'[03:59:54.568 01/02/1989]',0.172,142.275,-0.011,-0.565
'[03:59:54.572 01/02/1989]',0.170,142.473,-0.012,-0.548
'[03:59:54.576 01/02/1989]',0.154,142.078,-0.013,-0.516
'[03:59:54.580 01/02/1989]',0.148,142.473,-0.012,-0.540
'[03:59:54.584 01/02/1989]',0.140,142.275,-0.010,-0.556
'[03:59:54.588 01/02/1989]',0.112,141.683,-0.011,-0.565
'[03:59:54.592 01/02/1989]',0.096,140.299,-0.011,-0.548
'[03:59:54.596 01/02/1989]',0.086,139.706,-0.013,-0.589
'[03:59:54.600 01/02/1989]',0.078,139.114,-0.015,-0.556
'[03:59:54.604 01/02/1989]',0.060,138.126,-0.014,-0.613
'[03:59:54.608 01/02/1989]',0.052,136.545,-0.017,-0.605
'[03:59:54.612 01/02/1989]',0.040,135.754,-0.017,-0.613
'[03:59:54.616 01/02/1989]',0.038,134.371,-0.017,-0.605
'[03:59:54.620 01/02/1989]',0.030,133.778,-0.016,-0.621
'[03:59:54.624 01/02/1989]',0.024,132.988,-0.016,-0.597
'[03:59:54.628 01/02/1989]',0.016,131.407,-0.013,-0.556
'[03:59:54.632 01/02/1989]',0.016,130.024,-0.013,-0.556
'[03:59:54.636 01/02/1989]',0.018,129.233,-0.011,-0.589
'[03:59:54.640 01/02/1989]',0.016,128.245,-0.012,-0.589
'[03:59:54.644 01/02/1989]',0.008,127.455,-0.012,-0.565
'[03:59:54.648 01/02/1989]',0.014,126.467,-0.010,-0.597
'[03:59:54.652 01/02/1989]',0.016,126.072,-0.013,-0.613
'[03:59:54.656 01/02/1989]',0.016,125.874,-0.012,-0.645
'[03:59:54.660 01/02/1989]',0.028,124.293,-0.012,-0.629
'[03:59:54.664 01/02/1989]',0.016,124.096,-0.011,-0.629
'[03:59:54.668 01/02/1989]',0.022,123.701,-0.012,-0.605
'[03:59:54.672 01/02/1989]',0.020,123.305,-0.013,-0.605
'[03:59:54.676 01/02/1989]',0.030,123.108,-0.015,-0.589
'[03:59:54.680 01/02/1989]',0.038,122.120,-0.017,-0.597
'[03:59:54.684 01/02/1989]',0.028,122.515,-0.019,-0.581
'[03:59:54.688 01/02/1989]',0.032,121.922,-0.020,-0.605
'[03:59:54.692 01/02/1989]',0.032,121.724,-0.021,-0.581
'[03:59:54.696 01/02/1989]',0.032,121.329,-0.023,-0.613
'[03:59:54.700 01/02/1989]',0.040,121.724,-0.023,-0.645
'[03:59:54.704 01/02/1989]',0.040,120.934,-0.023,-0.637
'[03:59:54.708 01/02/1989]',0.044,120.934,-0.022,-0.629
'[03:59:54.712 01/02/1989]',0.046,120.341,-0.023,-0.637
'[03:59:54.716 01/02/1989]',0.046,120.144,-0.021,-0.637
'[03:59:54.720 01/02/1989]',0.048,118.958,-0.019,-0.605
'[03:59:54.724 01/02/1989]',0.048,118.958,-0.020,-0.613
'[03:59:54.728 01/02/1989]',0.052,118.365,-0.018,-0.597
'[03:59:54.732 01/02/1989]',0.052,117.180,-0.017,-0.581
'[03:59:54.736 01/02/1989]',0.056,116.389,-0.017,-0.613
'[03:59:54.740 01/02/1989]',0.054,115.599,-0.016,-0.613
'[03:59:54.744 01/02/1989]',0.048,114.808,-0.017,-0.613
'[03:59:54.748 01/02/1989]',0.060,113.425,-0.016,-0.661
'[03:59:54.752 01/02/1989]',0.054,112.437,-0.017,-0.613
'[03:59:54.756 01/02/1989]',0.062,111.449,-0.018,-0.677
'[03:59:54.760 01/02/1989]',0.062,110.066,-0.018,-0.645
'[03:59:54.764 01/02/1989]',0.058,109.078,-0.017,-0.669
'[03:59:54.768 01/02/1989]',0.056,108.090,-0.018,-0.613
'[03:59:54.772 01/02/1989]',0.064,107.497,-0.017,-0.661
'[03:59:54.776 01/02/1989]',0.058,106.311,-0.018,-0.605
'[03:59:54.780 01/02/1989]',0.066,105.916,-0.016,-0.645
'[03:59:54.784 01/02/1989]',0.064,105.718,-0.016,-0.613
'[03:59:54.788 01/02/1989]',0.056,105.323,-0.013,-0.637
'[03:59:54.792 01/02/1989]',0.068,104.928,-0.012,-0.661
'[03:59:54.796 01/02/1989]',0.060,104.533,-0.013,-0.669
'[03:59:54.800 01/02/1989]',0.062,104.730,-0.013,-0.653
'[03:59:54.804 01/02/1989]',0.064,104.335,-0.012,-0.653
'[03:59:54.808 01/02/1989]',0.056,104.730,-0.012,-0.677
'[03:59:54.812 01/02/1989]',0.056,105.126,-0.013,-0.637
'[03:59:54.816 01/02/1989]',0.052,105.126,-0.013,-0.653
'[03:59:54.820 01/02/1989]',0.052,105.323,-0.016,-0.597
'[03:59:54.824 01/02/1989]',0.052,106.114,-0.017,-0.645
'[03:59:54.828 01/02/1989]',0.056,106.114,-0.019,-0.597
'[03:59:54.832 01/02/1989]',0.056,106.311,-0.020,-0.637
'[03:59:54.836 01/02/1989]',0.058,106.904,-0.023,-0.613
'[03:59:54.840 01/02/1989]',0.052,106.904,-0.023,-0.613
'[03:59:54.844 01/02/1989]',0.058,107.497,-0.025,-0.645
'[03:59:54.848 01/02/1989]',0.056,107.695,-0.026,-0.645
'[03:59:54.852 01/02/1989]',0.050,107.892,-0.025,-0.669
'[03:59:54.856 01/02/1989]',0.056,108.090,-0.026,-0.645
'[03:59:54.860 01/02/1989]',0.056,108.287,-0.026,-0.645
'[03:59:54.864 01/02/1989]',0.064,108.485,-0.025,-0.645
'[03:59:54.868 01/02/1989]',0.056,108.683,-0.023,-0.613
'[03:59:54.872 01/02/1989]',0.062,108.880,-0.023,-0.637
'[03:59:54.876 01/02/1989]',0.056,108.485,-0.022,-0.597
'[03:59:54.880 01/02/1989]',0.058,108.287,-0.021,-0.629
'[03:59:54.884 01/02/1989]',0.056,108.485,-0.021,-0.613
