sample interval	    ECG	     BP	(C3-O1)	(nasal)
           7890	  0.024	 91.039	 -0.009	 -0.187
           7891	  0.018	 91.039	 -0.013	 -0.187
           7892	  0.026	 90.895	 -0.013	 -0.187
           7893	  0.020	 91.039	 -0.011	 -0.186
           7894	  0.022	 91.039	 -0.013	 -0.187
           7895	  0.032	 90.605	 -0.006	 -0.187
           7896	  0.024	 90.605	 -0.006	 -0.186
           7897	  0.026	 91.039	 -0.008	 -0.186
           7898	  0.036	 90.750	 -0.006	 -0.185
           7899	  0.032	 90.605	 -0.005	 -0.184
           7900	  0.032	 91.184	 -0.008	 -0.184
           7901	  0.044	 90.895	 -0.007	 -0.183
           7902	  0.038	 91.184	 -0.005	 -0.183
           7903	  0.040	 91.763	 -0.007	 -0.183
           7904	  0.038	 92.197	 -0.006	 -0.182
           7905	  0.040	 92.197	 -0.007	 -0.181
           7906	  0.040	 92.342	 -0.008	 -0.181
           7907	  0.048	 92.632	 -0.007	 -0.179
           7908	  0.040	 93.355	 -0.006	 -0.180
           7909	  0.052	 93.355	 -0.005	 -0.179
           7910	  0.054	 93.500	 -0.003	 -0.179
           7911	  0.048	 93.500	 -0.001	 -0.179
           7912	  0.056	 93.934	 -0.002	 -0.179
           7913	  0.062	 94.513	 -0.003	 -0.177
           7914	  0.068	 94.658	 -0.005	 -0.177
           7915	  0.064	 94.803	 -0.007	 -0.176
           7916	  0.074	 94.803	 -0.008	 -0.176
           7917	  0.080	 94.803	 -0.006	 -0.175
           7918	  0.078	 95.237	 -0.006	 -0.175
           7919	  0.078	 95.237	 -0.003	 -0.175
           7920	  0.088	 95.237	 -0.004	 -0.174
           7921	  0.084	 95.816	 -0.003	 -0.174
           7922	  0.096	 95.237	 -0.006	 -0.173
           7923	  0.102	 95.237	 -0.006	 -0.172
           7924	  0.118	 95.092	 -0.005	 -0.172
           7925	  0.124	 94.947	 -0.004	 -0.171
           7926	  0.138	 94.513	 -0.007	 -0.171
           7927	  0.138	 94.513	 -0.005	 -0.171
           7928	  0.134	 94.513	 -0.005	 -0.171
           7929	  0.122	 94.658	 -0.008	 -0.171
           7930	  0.126	 94.079	 -0.010	 -0.170
           7931	  0.118	 93.789	 -0.010	 -0.169
           7932	  0.120	 93.500	 -0.012	 -0.169
           7933	  0.116	 93.355	 -0.012	 -0.169
           7934	  0.118	 93.066	 -0.013	 -0.169
           7935	  0.112	 92.921	 -0.011	 -0.169
           7936	  0.108	 92.487	 -0.012	 -0.167
           7937	  0.082	 91.908	 -0.009	 -0.169
           7938	  0.088	 91.618	 -0.007	 -0.167
           7939	  0.066	 91.474	 -0.005	 -0.166
           7940	  0.052	 91.039	 -0.003	 -0.164
           7941	  0.052	 90.605	 -0.003	 -0.166
           7942	  0.048	 90.316	 -0.004	 -0.164
           7943	  0.052	 90.171	 -0.007	 -0.163
           7944	  0.064	 89.592	 -0.007	 -0.163
           7945	  0.060	 89.592	 -0.006	 -0.163
           7946	  0.064	 89.447	 -0.006	 -0.162
           7947	  0.056	 88.434	 -0.006	 -0.161
           7948	  0.058	 88.868	 -0.003	 -0.162
           7949	  0.062	 88.289	 -0.004	 -0.161
           7950	  0.052	 88.289	 -0.002	 -0.160
           7951	  0.058	 87.711	 -0.004	 -0.161
           7952	  0.058	 87.711	 -0.005	 -0.161
           7953	  0.056	 87.132	 -0.003	 -0.160
           7954	  0.062	 87.132	 -0.008	 -0.159
           7955	  0.062	 86.553	 -0.010	 -0.158
           7956	  0.070	 86.553	 -0.011	 -0.158
           7957	  0.064	 85.974	 -0.015	 -0.156
           7958	  0.060	 86.553	 -0.018	 -0.157
           7959	  0.064	 85.974	 -0.017	 -0.156
           7960	  0.070	 85.974	 -0.014	 -0.155
           7961	  0.070	 85.395	 -0.011	 -0.155
           7962	  0.062	 85.539	 -0.006	 -0.154
           7963	  0.048	 85.250	 -0.002	 -0.153
           7964	  0.008	 84.816	  0.001	 -0.153
           7965	 -0.012	 84.961	 -0.001	 -0.152
           7966	 -0.026	 84.237	 -0.003	 -0.152
           7967	  0.012	 84.526	 -0.002	 -0.151
           7968	  0.120	 84.237	 -0.004	 -0.150
           7969	  0.310	 84.237	 -0.004	 -0.149
           7970	  0.562	 83.803	 -0.005	 -0.149
           7971	  0.850	 83.803	 -0.007	 -0.147
           7972	  1.106	 83.513	 -0.008	 -0.147
           7973	  1.288	 83.224	 -0.009	 -0.145
           7974	  1.382	 82.934	 -0.008	 -0.145
           7975	  1.328	 83.224	 -0.009	 -0.145
           7976	  0.984	 83.079	 -0.007	 -0.146
           7977	  0.476	 82.645	 -0.007	 -0.145
           7978	  0.054	 82.645	 -0.007	 -0.145
           7979	 -0.272	 82.934	 -0.010	 -0.145
           7980	 -0.286	 82.500	 -0.011	 -0.145
           7981	 -0.136	 82.211	 -0.012	 -0.144
           7982	 -0.024	 81.921	 -0.014	 -0.143
           7983	  0.010	 82.066	 -0.015	 -0.142
           7984	  0.002	 81.776	 -0.012	 -0.140
           7985	 -0.008	 81.921	 -0.009	 -0.141
           7986	 -0.024	 82.066	 -0.003	 -0.142
           7987	 -0.016	 81.921	  0.000	 -0.141
           7988	 -0.018	 81.776	  0.001	 -0.140
           7989	 -0.012	 81.632	  0.002	 -0.140
           7990	 -0.008	 81.342	 -0.000	 -0.139
           7991	 -0.006	 81.342	  0.000	 -0.139
           7992	 -0.006	 81.053	 -0.001	 -0.139
           7993	 -0.002	 81.342	 -0.002	 -0.138
           7994	 -0.000	 80.618	 -0.004	 -0.136
           7995	 -0.000	 80.618	 -0.004	 -0.136
           7996	  0.014	 80.184	 -0.004	 -0.136
           7997	  0.016	 80.184	 -0.004	 -0.136
           7998	  0.012	 80.039	 -0.006	 -0.135
           7999	  0.022	 80.039	 -0.005	 -0.134
           8000	  0.020	 79.605	 -0.008	 -0.133
           8001	  0.026	 79.461	 -0.007	 -0.134
           8002	  0.024	 79.605	 -0.007	 -0.134
           8003	  0.024	 79.605	 -0.006	 -0.134
           8004	  0.032	 79.605	 -0.009	 -0.132
           8005	  0.040	 79.171	 -0.011	 -0.131
           8006	  0.046	 79.316	 -0.012	 -0.131
           8007	  0.042	 79.026	 -0.010	 -0.130
           8008	  0.048	 78.882	 -0.009	 -0.130
           8009	  0.050	 79.026	 -0.006	 -0.129
           8010	  0.058	 78.882	 -0.004	 -0.128
           8011	  0.062	 78.737	 -0.003	 -0.128
           8012	  0.072	 78.737	 -0.003	 -0.128
           8013	  0.064	 78.447	 -0.005	 -0.126
           8014	  0.072	 78.158	 -0.005	 -0.125
           8015	  0.082	 78.447	 -0.008	 -0.124
           8016	  0.088	 78.592	 -0.010	 -0.125
           8017	  0.082	 79.026	 -0.009	 -0.124
           8018	  0.098	 79.605	 -0.010	 -0.123
           8019	  0.104	 80.474	 -0.010	 -0.122
           8020	  0.108	 81.342	 -0.008	 -0.123
           8021	  0.108	 82.355	 -0.008	 -0.121
           8022	  0.122	 83.803	 -0.009	 -0.120
           8023	  0.136	 85.250	 -0.008	 -0.118
           8024	  0.138	 87.276	 -0.005	 -0.119
           8025	  0.136	 89.013	 -0.005	 -0.118
           8026	  0.150	 90.605	 -0.004	 -0.117
           8027	  0.160	 92.921	 -0.004	 -0.117
           8028	  0.168	 95.092	 -0.006	 -0.118
           8029	  0.166	 97.553	 -0.009	 -0.116
           8030	  0.188	 99.579	 -0.010	 -0.115
           8031	  0.202	101.750	 -0.010	 -0.115
           8032	  0.208	103.921	 -0.005	 -0.114
           8033	  0.216	106.671	 -0.005	 -0.113
           8034	  0.224	109.132	 -0.001	 -0.113
           8035	  0.234	111.447	 -0.001	 -0.112
           8036	  0.244	113.763	  0.000	 -0.110
           8037	  0.248	116.079	 -0.004	 -0.111
           8038	  0.250	117.961	 -0.003	 -0.108
           8039	  0.256	120.276	 -0.006	 -0.108
           8040	  0.254	122.303	 -0.010	 -0.108
           8041	  0.260	124.474	 -0.009	 -0.107
           8042	  0.252	126.066	 -0.011	 -0.106
           8043	  0.240	127.513	 -0.009	 -0.106
           8044	  0.232	128.816	 -0.010	 -0.105
           8045	  0.222	129.684	 -0.009	 -0.105
           8046	  0.190	129.974	 -0.010	 -0.105
           8047	  0.172	130.553	 -0.009	 -0.104
           8048	  0.136	130.842	 -0.008	 -0.102
           8049	  0.114	130.408	 -0.007	 -0.102
           8050	  0.084	130.408	 -0.006	 -0.102
           8051	  0.064	129.395	 -0.008	 -0.100
           8052	  0.032	128.671	 -0.007	 -0.099
           8053	  0.014	127.658	 -0.005	 -0.099
           8054	 -0.008	127.079	 -0.005	 -0.099
           8055	 -0.024	126.066	 -0.002	 -0.098
           8056	 -0.034	124.908	 -0.001	 -0.098
           8057	 -0.046	123.750	  0.002	 -0.096
           8058	 -0.054	123.026	  0.004	 -0.096
           8059	 -0.064	121.579	  0.005	 -0.096
           8060	 -0.064	120.711	  0.003	 -0.094
           8061	 -0.064	119.553	  0.001	 -0.095
           8062	 -0.058	118.395	 -0.002	 -0.094
           8063	 -0.066	117.092	 -0.005	 -0.093
           8064	 -0.060	116.079	 -0.006	 -0.093
           8065	 -0.060	114.632	 -0.007	 -0.092
           8066	 -0.056	113.474	 -0.011	 -0.093
           8067	 -0.058	112.461	 -0.008	 -0.091
           8068	 -0.042	111.158	 -0.008	 -0.090
           8069	 -0.048	110.579	 -0.006	 -0.089
           8070	 -0.046	110.000	 -0.004	 -0.090
           8071	 -0.048	109.276	 -0.004	 -0.090
           8072	 -0.042	108.553	 -0.005	 -0.089
           8073	 -0.042	107.684	 -0.006	 -0.088
           8074	 -0.040	107.250	 -0.010	 -0.088
           8075	 -0.030	106.092	 -0.012	 -0.087
           8076	 -0.020	105.368	 -0.014	 -0.087
           8077	 -0.016	104.934	 -0.015	 -0.086
           8078	 -0.014	104.211	 -0.015	 -0.086
           8079	 -0.016	103.921	 -0.016	 -0.086
           8080	 -0.018	103.197	 -0.014	 -0.085
           8081	 -0.004	102.618	 -0.011	 -0.085
           8082	 -0.008	101.895	 -0.008	 -0.084
           8083	 -0.008	101.750	 -0.004	 -0.085
           8084	 -0.008	101.026	 -0.001	 -0.083
           8085	 -0.000	100.447	  0.001	 -0.082
           8086	 -0.004	 99.579	  0.000	 -0.082
           8087	 -0.000	 99.000	  0.000	 -0.082
           8088	  0.002	 98.132	 -0.004	 -0.080
           8089	  0.004	 97.553	 -0.002	 -0.081
           8090	  0.008	 96.974	  0.000	 -0.081
           8091	 -0.000	 96.250	 -0.003	 -0.080
           8092	  0.016	 95.526	  0.000	 -0.080
           8093	  0.014	 94.947	 -0.003	 -0.079
           8094	  0.012	 94.658	 -0.005	 -0.078
           8095	  0.024	 93.500	 -0.005	 -0.078
           8096	  0.012	 93.211	 -0.007	 -0.077
           8097	  0.016	 92.776	 -0.011	 -0.077
           8098	  0.024	 92.487	 -0.015	 -0.077
           8099	  0.018	 92.197	 -0.016	 -0.077
           8100	  0.024	 91.618	 -0.018	 -0.076
           8101	  0.024	 91.184	 -0.016	 -0.075
           8102	  0.028	 91.329	 -0.011	 -0.075
           8103	  0.028	 91.039	 -0.006	 -0.075
           8104	  0.022	 90.895	 -0.002	 -0.075
           8105	  0.032	 90.750	  0.002	 -0.074
           8106	  0.032	 91.039	  0.007	 -0.075
           8107	  0.024	 90.895	  0.011	 -0.074
           8108	  0.036	 91.329	  0.011	 -0.074
           8109	  0.032	 91.184	  0.010	 -0.073
           8110	  0.032	 91.474	  0.010	 -0.075
           8111	  0.026	 91.618	  0.007	 -0.073
           8112	  0.034	 91.908	  0.008	 -0.074
           8113	  0.022	 92.487	  0.008	 -0.073
           8114	  0.034	 92.342	  0.008	 -0.073
           8115	  0.030	 92.342	  0.011	 -0.073
           8116	  0.036	 93.211	  0.012	 -0.073
           8117	  0.040	 93.500	  0.013	 -0.072
           8118	  0.040	 94.079	  0.015	 -0.073
           8119	  0.046	 93.934	  0.013	 -0.071
           8120	  0.038	 94.079	  0.010	 -0.071
           8121	  0.040	 94.368	  0.008	 -0.070
           8122	  0.040	 94.803	  0.003	 -0.070
           8123	  0.048	 95.092	  0.001	 -0.069
           8124	  0.050	 95.237	 -0.002	 -0.069
           8125	  0.046	 95.671	 -0.003	 -0.069
           8126	  0.056	 95.671	 -0.003	 -0.069
           8127	  0.054	 95.816	 -0.000	 -0.069
           8128	  0.050	 96.105	  0.002	 -0.069
           8129	  0.056	 96.250	  0.004	 -0.069
           8130	  0.054	 96.395	  0.006	 -0.068
           8131	  0.062	 95.961	  0.010	 -0.067
           8132	  0.058	 95.816	  0.011	 -0.066
           8133	  0.060	 96.395	  0.010	 -0.067
           8134	  0.064	 95.961	  0.008	 -0.067
           8135	  0.064	 96.105	  0.006	 -0.066
           8136	  0.064	 95.816	  0.008	 -0.066
           8137	  0.072	 95.961	  0.008	 -0.066
           8138	  0.064	 95.816	  0.010	 -0.066
           8139	  0.072	 95.671	  0.009	 -0.065
           8140	  0.072	 95.092	  0.009	 -0.065
           8141	  0.076	 94.947	  0.009	 -0.066
           8142	  0.070	 94.658	  0.008	 -0.064
           8143	  0.082	 93.934	  0.012	 -0.064
           8144	  0.078	 94.079	  0.010	 -0.064
           8145	  0.096	 93.789	  0.011	 -0.064
           8146	  0.090	 93.355	  0.008	 -0.063
           8147	  0.098	 92.921	  0.008	 -0.062
           8148	  0.102	 92.342	  0.007	 -0.063
           8149	  0.102	 92.197	  0.008	 -0.062
           8150	  0.110	 92.342	  0.008	 -0.062
           8151	  0.116	 91.474	  0.007	 -0.061
           8152	  0.132	 91.184	  0.007	 -0.061
           8153	  0.138	 91.184	  0.007	 -0.061
           8154	  0.144	 90.750	  0.005	 -0.061
           8155	  0.156	 90.461	  0.002	 -0.061
           8156	  0.148	 90.316	  0.000	 -0.061
           8157	  0.138	 89.882	 -0.000	 -0.060
           8158	  0.136	 89.737	 -0.000	 -0.060
           8159	  0.128	 89.303	  0.000	 -0.059
           8160	  0.136	 89.013	  0.003	 -0.059
           8161	  0.134	 88.868	  0.005	 -0.059
           8162	  0.130	 88.579	  0.005	 -0.059
           8163	  0.128	 88.000	  0.007	 -0.059
           8164	  0.114	 88.000	  0.004	 -0.058
           8165	  0.108	 87.566	  0.002	 -0.057
           8166	  0.096	 87.276	  0.003	 -0.058
           8167	  0.076	 87.566	  0.001	 -0.056
           8168	  0.060	 87.132	  0.002	 -0.056
           8169	  0.056	 86.697	  0.003	 -0.056
           8170	  0.056	 86.697	  0.005	 -0.057
           8171	  0.052	 86.553	  0.008	 -0.056
           8172	  0.064	 85.974	  0.010	 -0.055
           8173	  0.072	 85.684	  0.011	 -0.054
           8174	  0.066	 85.395	  0.014	 -0.054
           8175	  0.060	 85.250	  0.015	 -0.053
           8176	  0.064	 84.816	  0.014	 -0.052
           8177	  0.068	 84.961	  0.013	 -0.053
           8178	  0.064	 84.671	  0.013	 -0.051
           8179	  0.064	 84.671	  0.007	 -0.051
           8180	  0.070	 84.237	  0.007	 -0.051
           8181	  0.064	 83.947	  0.004	 -0.049
           8182	  0.064	 83.803	  0.001	 -0.049
           8183	  0.066	 83.658	  0.003	 -0.049
           8184	  0.068	 83.513	  0.001	 -0.048
           8185	  0.072	 83.368	  0.001	 -0.049
           8186	  0.070	 82.934	 -0.000	 -0.048
           8187	  0.076	 82.934	 -0.002	 -0.048
           8188	  0.072	 83.079	  0.000	 -0.047
           8189	  0.080	 82.789	 -0.001	 -0.047
           8190	  0.078	 82.934	  0.000	 -0.046
           8191	  0.068	 82.934	  0.001	 -0.046
           8192	  0.050	 82.789	  0.005	 -0.046
           8193	  0.020	 82.500	  0.006	 -0.045
           8194	 -0.018	 82.934	  0.009	 -0.044
           8195	 -0.034	 82.355	  0.012	 -0.041
           8196	 -0.012	 82.211	  0.012	 -0.041
           8197	  0.080	 82.211	  0.015	 -0.040
           8198	  0.238	 81.921	  0.013	 -0.038
           8199	  0.498	 81.487	  0.014	 -0.037
           8200	  0.760	 81.487	  0.010	 -0.038
           8201	  1.052	 81.776	  0.004	 -0.037
           8202	  1.272	 81.487	 -0.000	 -0.035
           8203	  1.414	 81.053	 -0.004	 -0.034
           8204	  1.394	 81.342	 -0.007	 -0.033
           8205	  1.172	 81.053	 -0.009	 -0.032
           8206	  0.624	 81.053	 -0.009	 -0.030
           8207	  0.180	 80.474	 -0.007	 -0.028
           8208	 -0.250	 80.763	 -0.005	 -0.026
           8209	 -0.346	 80.763	 -0.004	 -0.022
           8210	 -0.222	 80.474	 -0.003	 -0.018
           8211	 -0.062	 80.329	 -0.002	 -0.014
           8212	 -0.004	 80.184	 -0.002	 -0.010
           8213	 -0.000	 79.895	 -0.002	 -0.004
           8214	 -0.008	 80.039	 -0.000	 -0.000
           8215	 -0.014	 79.750	  0.002	  0.004
           8216	 -0.008	 79.895	  0.006	  0.010
           8217	 -0.008	 79.605	  0.010	  0.015
           8218	 -0.004	 79.461	  0.014	  0.020
           8219	 -0.008	 79.171	  0.014	  0.024
           8220	  0.004	 79.316	  0.014	  0.030
           8221	 -0.000	 79.171	  0.010	  0.035
           8222	 -0.000	 79.026	  0.005	  0.041
           8223	 -0.000	 79.026	  0.003	  0.047
           8224	  0.006	 78.737	 -0.003	  0.051
           8225	  0.002	 78.447	 -0.008	  0.057
           8226	  0.018	 78.158	 -0.011	  0.063
           8227	  0.028	 78.447	 -0.012	  0.067
           8228	  0.022	 78.013	 -0.014	  0.073
           8229	  0.024	 78.303	 -0.014	  0.078
           8230	  0.034	 78.158	 -0.013	  0.083
           8231	  0.026	 78.013	 -0.011	  0.087
           8232	  0.032	 77.724	 -0.009	  0.093
           8233	  0.044	 77.868	 -0.008	  0.097
           8234	  0.044	 77.145	 -0.007	  0.102
           8235	  0.044	 77.289	 -0.004	  0.106
           8236	  0.042	 77.289	  0.000	  0.112
           8237	  0.044	 77.434	  0.002	  0.115
           8238	  0.042	 77.145	  0.006	  0.121
           8239	  0.064	 77.145	  0.007	  0.126
           8240	  0.052	 77.000	  0.007	  0.129
           8241	  0.060	 77.145	  0.006	  0.133
           8242	  0.064	 76.855	  0.004	  0.139
           8243	  0.070	 76.711	 -0.000	  0.143
           8244	  0.074	 76.855	 -0.006	  0.147
           8245	  0.076	 77.000	 -0.004	  0.151
           8246	  0.080	 77.000	 -0.007	  0.155
           8247	  0.092	 77.579	 -0.009	  0.159
           8248	  0.096	 78.013	 -0.009	  0.164
           8249	  0.104	 79.026	 -0.012	  0.167
           8250	  0.102	 79.605	 -0.014	  0.171
           8251	  0.106	 81.053	 -0.014	  0.175
           8252	  0.124	 82.645	 -0.011	  0.179
           8253	  0.120	 84.382	 -0.007	  0.181
           8254	  0.138	 86.263	 -0.007	  0.185
           8255	  0.148	 87.855	 -0.004	  0.189
           8256	  0.160	 89.882	 -0.001	  0.191
           8257	  0.168	 91.908	 -0.000	  0.195
           8258	  0.176	 93.934	 -0.001	  0.197
           8259	  0.178	 95.961	 -0.000	  0.200
           8260	  0.196	 97.987	  0.001	  0.203
           8261	  0.208	100.158	  0.001	  0.205
           8262	  0.200	103.197	  0.001	  0.207
           8263	  0.220	105.224	  0.000	  0.210
           8264	  0.226	107.829	  0.000	  0.212
           8265	  0.226	110.289	 -0.004	  0.215
           8266	  0.234	112.461	 -0.003	  0.217
           8267	  0.248	114.776	 -0.005	  0.219
           8268	  0.244	117.092	 -0.006	  0.220
           8269	  0.248	118.539	 -0.008	  0.223
           8270	  0.248	121.000	 -0.007	  0.224
           8271	  0.242	123.026	 -0.008	  0.226
           8272	  0.244	124.329	 -0.010	  0.227
           8273	  0.240	125.921	 -0.009	  0.230
           8274	  0.224	127.079	 -0.005	  0.231
           8275	  0.210	127.658	 -0.002	  0.232
           8276	  0.178	127.803	  0.002	  0.234
           8277	  0.160	128.526	  0.004	  0.236
           8278	  0.128	128.382	  0.009	  0.236
           8279	  0.098	128.526	  0.009	  0.238
           8280	  0.072	127.947	  0.010	  0.238
           8281	  0.052	127.658	  0.011	  0.238
           8282	  0.032	126.789	  0.010	  0.240
           8283	  0.002	125.921	  0.008	  0.239
           8284	 -0.006	125.053	  0.006	  0.240
           8285	 -0.020	123.895	  0.003	  0.240
           8286	 -0.042	122.882	 -0.000	  0.241
           8287	 -0.044	121.434	 -0.002	  0.241
           8288	 -0.060	120.421	 -0.003	  0.242
           8289	 -0.070	119.118	 -0.002	  0.241
           8290	 -0.064	118.105	 -0.003	  0.242
           8291	 -0.078	116.658	 -0.005	  0.242
           8292	 -0.074	115.789	 -0.008	  0.242
           8293	 -0.072	114.632	 -0.009	  0.242
           8294	 -0.072	113.184	 -0.009	  0.242
           8295	 -0.064	112.026	 -0.008	  0.243
           8296	 -0.056	111.013	 -0.010	  0.242
           8297	 -0.056	109.855	 -0.008	  0.244
           8298	 -0.056	108.987	 -0.007	  0.244
           8299	 -0.048	107.974	 -0.001	  0.244
           8300	 -0.048	107.395	  0.005	  0.244
           8301	 -0.046	106.382	  0.010	  0.244
           8302	 -0.038	105.658	  0.014	  0.244
           8303	 -0.034	104.645	  0.014	  0.245
           8304	 -0.034	104.066	  0.008	  0.246
           8305	 -0.036	103.632	  0.002	  0.246
           8306	 -0.028	102.908	 -0.001	  0.245
           8307	 -0.030	102.184	 -0.005	  0.246
           8308	 -0.024	101.605	 -0.007	  0.246
           8309	 -0.020	100.592	 -0.008	  0.246
           8310	 -0.022	100.303	 -0.008	  0.246
           8311	 -0.016	 99.579	 -0.006	  0.246
           8312	 -0.016	 99.289	 -0.010	  0.246
           8313	 -0.010	 98.711	 -0.010	  0.246
           8314	 -0.006	 98.132	 -0.014	  0.246
           8315	 -0.012	 97.118	 -0.017	  0.246
           8316	 -0.008	 96.684	 -0.019	  0.246
           8317	 -0.002	 95.961	 -0.019	  0.246
           8318	 -0.006	 95.237	 -0.016	  0.246
           8319	 -0.000	 94.513	 -0.014	  0.246
           8320	 -0.000	 93.934	 -0.005	  0.246
           8321	 -0.000	 93.355	 -0.001	  0.245
           8322	 -0.000	 92.632	  0.003	  0.245
           8323	 -0.000	 92.342	  0.004	  0.245
           8324	  0.002	 91.763	  0.004	  0.246
           8325	  0.010	 90.895	  0.002	  0.246
           8326	  0.006	 90.316	 -0.002	  0.246
           8327	  0.014	 90.316	 -0.004	  0.246
           8328	  0.014	 89.882	 -0.004	  0.246
           8329	  0.016	 89.592	 -0.009	  0.246
           8330	  0.018	 88.868	 -0.008	  0.246
           8331	  0.008	 89.158	 -0.006	  0.245
           8332	  0.014	 89.013	 -0.002	  0.245
           8333	  0.016	 89.013	 -0.004	  0.244
           8334	  0.020	 88.724	 -0.005	  0.244
           8335	  0.024	 88.579	 -0.007	  0.244
           8336	  0.018	 88.289	 -0.008	  0.244
           8337	  0.022	 89.013	 -0.014	  0.243
           8338	  0.024	 88.868	 -0.012	  0.242
           8339	  0.024	 89.303	 -0.012	  0.242
           8340	  0.026	 89.013	 -0.014	  0.242
           8341	  0.024	 89.447	 -0.012	  0.242
           8342	  0.042	 89.592	 -0.013	  0.242
           8343	  0.030	 89.737	 -0.006	  0.241
           8344	  0.036	 90.605	 -0.004	  0.240
           8345	  0.036	 91.039	  0.000	  0.240
           8346	  0.028	 90.895	  0.005	  0.240
           8347	  0.040	 91.184	  0.008	  0.240
           8348	  0.032	 91.908	  0.007	  0.240
           8349	  0.030	 92.342	  0.002	  0.239
           8350	  0.040	 92.487	 -0.007	  0.240
           8351	  0.036	 92.921	 -0.008	  0.239
           8352	  0.034	 93.355	 -0.018	  0.238
           8353	  0.038	 93.645	 -0.015	  0.239
           8354	  0.036	 93.934	 -0.024	  0.238
           8355	  0.042	 93.500	 -0.024	  0.239
           8356	  0.054	 94.079	 -0.027	  0.238
           8357	  0.054	 94.079	 -0.025	  0.238
           8358	  0.052	 94.513	 -0.023	  0.238
           8359	  0.040	 94.513	 -0.022	  0.238
           8360	  0.056	 94.513	 -0.022	  0.238
           8361	  0.050	 94.368	 -0.020	  0.238
           8362	  0.048	 94.513	 -0.018	  0.237
           8363	  0.060	 94.368	 -0.016	  0.238
           8364	  0.048	 94.658	 -0.015	  0.237
           8365	  0.050	 94.079	 -0.011	  0.237
           8366	  0.054	 94.368	 -0.011	  0.236
           8367	  0.048	 94.079	 -0.010	  0.236
           8368	  0.054	 93.645	 -0.011	  0.236
           8369	  0.064	 93.355	 -0.014	  0.236
           8370	  0.070	 92.921	 -0.019	  0.236
           8371	  0.080	 92.776	 -0.025	  0.236
           8372	  0.082	 92.197	 -0.028	  0.236
           8373	  0.086	 92.342	 -0.033	  0.235
           8374	  0.084	 91.763	 -0.033	  0.235
           8375	  0.092	 91.763	 -0.032	  0.235
           8376	  0.088	 91.329	 -0.033	  0.234
           8377	  0.102	 90.895	 -0.028	  0.234
           8378	  0.102	 90.171	 -0.027	  0.234
           8379	  0.114	 90.026	 -0.026	  0.234
           8380	  0.120	 89.447	 -0.023	  0.234
           8381	  0.130	 89.447	 -0.022	  0.233
           8382	  0.132	 88.868	 -0.021	  0.233
           8383	  0.138	 88.868	 -0.021	  0.232
           8384	  0.134	 88.579	 -0.020	  0.232
           8385	  0.122	 88.145	 -0.015	  0.232
           8386	  0.124	 88.000	 -0.016	  0.231
           8387	  0.112	 87.855	 -0.011	  0.231
           8388	  0.128	 87.566	 -0.011	  0.231
           8389	  0.126	 87.276	 -0.015	  0.231
           8390	  0.118	 86.987	 -0.020	  0.231
           8391	  0.112	 86.697	 -0.024	  0.230
           8392	  0.110	 86.408	 -0.029	  0.230
           8393	  0.096	 85.829	 -0.034	  0.230
           8394	  0.088	 85.974	 -0.042	  0.230
           8395	  0.066	 85.684	 -0.043	  0.230
           8396	  0.062	 85.974	 -0.043	  0.230
           8397	  0.056	 85.105	 -0.043	  0.229
           8398	  0.072	 84.816	 -0.040	  0.229
           8399	  0.066	 84.526	 -0.035	  0.230
           8400	  0.070	 84.671	 -0.028	  0.228
           8401	  0.068	 84.237	 -0.023	  0.227
           8402	  0.058	 84.237	 -0.019	  0.227
           8403	  0.064	 84.237	 -0.016	  0.226
           8404	  0.062	 84.092	 -0.018	  0.227
           8405	  0.064	 83.224	 -0.016	  0.226
           8406	  0.070	 83.368	 -0.015	  0.226
           8407	  0.066	 82.789	 -0.013	  0.225
           8408	  0.066	 82.645	 -0.012	  0.225
           8409	  0.072	 82.500	 -0.011	  0.225
           8410	  0.060	 82.500	 -0.012	  0.224
           8411	  0.064	 82.500	 -0.017	  0.224
           8412	  0.072	 82.500	 -0.019	  0.223
           8413	  0.068	 82.211	 -0.021	  0.223
           8414	  0.072	 82.211	 -0.024	  0.223
           8415	  0.070	 81.776	 -0.031	  0.222
           8416	  0.078	 81.921	 -0.034	  0.221
           8417	  0.074	 81.921	 -0.037	  0.222
           8418	  0.080	 81.342	 -0.039	  0.221
           8419	  0.060	 81.487	 -0.035	  0.220
           8420	  0.048	 81.776	 -0.036	  0.219
           8421	  0.016	 81.342	 -0.029	  0.220
           8422	 -0.012	 81.342	 -0.027	  0.219
           8423	 -0.016	 81.053	 -0.025	  0.219
           8424	  0.030	 80.908	 -0.026	  0.219
           8425	  0.160	 80.908	 -0.025	  0.217
           8426	  0.366	 80.618	 -0.029	  0.217
           8427	  0.624	 80.763	 -0.031	  0.215
           8428	  0.918	 80.618	 -0.031	  0.216
           8429	  1.158	 80.763	 -0.028	  0.215
           8430	  1.300	 80.618	 -0.026	  0.215
           8431	  1.344	 80.184	 -0.020	  0.214
           8432	  1.210	 80.184	 -0.016	  0.214
           8433	  0.726	 80.184	 -0.013	  0.212
           8434	  0.256	 80.039	 -0.012	  0.213
           8435	 -0.184	 79.895	 -0.010	  0.212
           8436	 -0.338	 79.171	 -0.013	  0.212
           8437	 -0.262	 79.605	 -0.019	  0.211
           8438	 -0.100	 79.605	 -0.021	  0.210
           8439	 -0.000	 79.461	 -0.026	  0.210
           8440	  0.002	 79.316	 -0.028	  0.211
