'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:12:36.212 09/02/1989]',0.094,160.656,-0.001,-0.356
'[23:12:36.216 09/02/1989]',0.102,159.508,-0.001,-0.356
'[23:12:36.220 09/02/1989]',0.092,159.049,-0.005,-0.359
'[23:12:36.224 09/02/1989]',0.096,158.590,-0.005,-0.361
'[23:12:36.228 09/02/1989]',0.100,157.902,-0.006,-0.363
'[23:12:36.232 09/02/1989]',0.082,157.902,-0.005,-0.371
'[23:12:36.236 09/02/1989]',0.084,157.443,-0.006,-0.375
'[23:12:36.240 09/02/1989]',0.084,157.443,-0.004,-0.371
'[23:12:36.244 09/02/1989]',0.088,156.525,-0.003,-0.366
'[23:12:36.248 09/02/1989]',0.092,156.066,0.001,-0.371
'[23:12:36.252 09/02/1989]',0.096,155.148,0.000,-0.371
'[23:12:36.256 09/02/1989]',0.100,154.689,0.006,-0.371
'[23:12:36.260 09/02/1989]',0.082,153.541,0.006,-0.375
'[23:12:36.264 09/02/1989]',0.092,152.394,0.009,-0.371
'[23:12:36.268 09/02/1989]',0.088,150.787,0.013,-0.378
'[23:12:36.272 09/02/1989]',0.088,150.098,0.013,-0.375
'[23:12:36.276 09/02/1989]',0.090,147.803,0.015,-0.361
'[23:12:36.280 09/02/1989]',0.100,146.197,0.017,-0.361
'[23:12:36.284 09/02/1989]',0.098,144.131,0.019,-0.361
'[23:12:36.288 09/02/1989]',0.100,142.295,0.016,-0.354
'[23:12:36.292 09/02/1989]',0.092,139.771,0.017,-0.354
'[23:12:36.296 09/02/1989]',0.092,138.164,0.019,-0.349
'[23:12:36.300 09/02/1989]',0.092,135.410,0.017,-0.342
'[23:12:36.304 09/02/1989]',0.082,133.803,0.016,-0.342
'[23:12:36.308 09/02/1989]',0.074,130.820,0.017,-0.321
'[23:12:36.312 09/02/1989]',0.092,128.525,0.019,-0.321
'[23:12:36.316 09/02/1989]',0.084,125.771,0.021,-0.325
'[23:12:36.320 09/02/1989]',0.082,124.853,0.022,-0.316
'[23:12:36.324 09/02/1989]',0.074,123.016,0.024,-0.314
'[23:12:36.328 09/02/1989]',0.088,121.180,0.025,-0.314
'[23:12:36.332 09/02/1989]',0.080,120.262,0.025,-0.306
'[23:12:36.336 09/02/1989]',0.074,119.115,0.024,-0.306
'[23:12:36.340 09/02/1989]',0.084,118.426,0.023,-0.306
'[23:12:36.344 09/02/1989]',0.080,118.197,0.024,-0.295
'[23:12:36.348 09/02/1989]',0.080,117.049,0.022,-0.299
'[23:12:36.352 09/02/1989]',0.076,117.279,0.020,-0.290
'[23:12:36.356 09/02/1989]',0.080,117.508,0.015,-0.285
'[23:12:36.360 09/02/1989]',0.072,116.590,0.011,-0.273
'[23:12:36.364 09/02/1989]',0.078,117.967,0.006,-0.278
'[23:12:36.368 09/02/1989]',0.082,118.885,0.007,-0.276
'[23:12:36.372 09/02/1989]',0.096,119.344,0.003,-0.276
'[23:12:36.376 09/02/1989]',0.082,119.803,0.002,-0.266
'[23:12:36.380 09/02/1989]',0.088,121.410,-0.000,-0.266
'[23:12:36.384 09/02/1989]',0.084,122.098,-0.003,-0.266
'[23:12:36.388 09/02/1989]',0.080,123.705,-0.005,-0.264
'[23:12:36.392 09/02/1989]',0.080,123.935,-0.007,-0.257
'[23:12:36.396 09/02/1989]',0.080,125.541,-0.009,-0.254
'[23:12:36.400 09/02/1989]',0.080,125.312,-0.008,-0.252
'[23:12:36.404 09/02/1989]',0.080,126.459,-0.011,-0.249
'[23:12:36.408 09/02/1989]',0.076,126.689,-0.009,-0.247
'[23:12:36.412 09/02/1989]',0.092,127.148,-0.009,-0.238
'[23:12:36.416 09/02/1989]',0.086,126.918,-0.011,-0.230
'[23:12:36.420 09/02/1989]',0.074,127.607,-0.013,-0.228
'[23:12:36.424 09/02/1989]',0.084,127.607,-0.012,-0.228
'[23:12:36.428 09/02/1989]',0.078,128.066,-0.014,-0.223
'[23:12:36.432 09/02/1989]',0.078,127.607,-0.015,-0.223
'[23:12:36.436 09/02/1989]',0.074,127.836,-0.013,-0.226
'[23:12:36.440 09/02/1989]',0.070,127.836,-0.015,-0.209
'[23:12:36.444 09/02/1989]',0.078,127.148,-0.013,-0.209
'[23:12:36.448 09/02/1989]',0.080,126.689,-0.013,-0.209
'[23:12:36.452 09/02/1989]',0.082,126.230,-0.010,-0.202
'[23:12:36.456 09/02/1989]',0.088,125.771,-0.010,-0.197
'[23:12:36.460 09/02/1989]',0.074,124.853,-0.009,-0.197
'[23:12:36.464 09/02/1989]',0.070,124.394,-0.008,-0.190
'[23:12:36.468 09/02/1989]',0.086,124.164,-0.008,-0.192
'[23:12:36.472 09/02/1989]',0.082,122.787,-0.008,-0.181
'[23:12:36.476 09/02/1989]',0.088,122.328,-0.007,-0.181
'[23:12:36.480 09/02/1989]',0.092,121.410,-0.007,-0.173
'[23:12:36.484 09/02/1989]',0.102,120.262,-0.004,-0.173
'[23:12:36.488 09/02/1989]',0.106,119.803,-0.006,-0.173
'[23:12:36.492 09/02/1989]',0.104,118.885,-0.002,-0.169
'[23:12:36.496 09/02/1989]',0.128,118.197,-0.001,-0.166
'[23:12:36.500 09/02/1989]',0.136,117.508,-0.000,-0.166
'[23:12:36.504 09/02/1989]',0.164,117.508,0.002,-0.171
'[23:12:36.508 09/02/1989]',0.174,116.590,0.004,-0.171
'[23:12:36.512 09/02/1989]',0.168,116.361,0.005,-0.164
'[23:12:36.516 09/02/1989]',0.168,115.213,0.008,-0.159
'[23:12:36.520 09/02/1989]',0.172,114.525,0.009,-0.157
'[23:12:36.524 09/02/1989]',0.184,113.836,0.011,-0.143
'[23:12:36.528 09/02/1989]',0.222,113.607,0.011,-0.150
'[23:12:36.532 09/02/1989]',0.218,113.148,0.013,-0.143
'[23:12:36.536 09/02/1989]',0.230,113.377,0.011,-0.150
'[23:12:36.540 09/02/1989]',0.234,112.918,0.012,-0.145
'[23:12:36.544 09/02/1989]',0.218,112.689,0.010,-0.150
'[23:12:36.548 09/02/1989]',0.200,112.000,0.010,-0.143
'[23:12:36.552 09/02/1989]',0.192,111.312,0.011,-0.143
'[23:12:36.556 09/02/1989]',0.192,110.394,0.011,-0.128
'[23:12:36.560 09/02/1989]',0.160,110.164,0.013,-0.133
'[23:12:36.564 09/02/1989]',0.136,109.705,0.013,-0.126
'[23:12:36.568 09/02/1989]',0.096,109.246,0.016,-0.133
'[23:12:36.572 09/02/1989]',0.076,109.246,0.016,-0.133
'[23:12:36.576 09/02/1989]',0.048,108.787,0.016,-0.126
'[23:12:36.580 09/02/1989]',0.046,108.328,0.018,-0.119
'[23:12:36.584 09/02/1989]',0.036,108.328,0.025,-0.124
'[23:12:36.588 09/02/1989]',0.040,107.869,0.027,-0.121
'[23:12:36.592 09/02/1989]',0.026,107.410,0.032,-0.119
'[23:12:36.596 09/02/1989]',0.030,106.721,0.035,-0.114
'[23:12:36.600 09/02/1989]',0.024,106.951,0.040,-0.112
'[23:12:36.604 09/02/1989]',0.024,106.951,0.040,-0.112
'[23:12:36.608 09/02/1989]',0.024,106.492,0.042,-0.100
'[23:12:36.612 09/02/1989]',0.032,105.574,0.044,-0.105
'[23:12:36.616 09/02/1989]',0.016,105.574,0.047,-0.100
'[23:12:36.620 09/02/1989]',0.020,105.574,0.045,-0.105
'[23:12:36.624 09/02/1989]',0.006,105.803,0.045,-0.105
'[23:12:36.628 09/02/1989]',0.020,105.344,0.043,-0.105
'[23:12:36.632 09/02/1989]',0.008,104.885,0.039,-0.095
'[23:12:36.636 09/02/1989]',0.006,104.885,0.037,-0.100
'[23:12:36.640 09/02/1989]',0.014,104.885,0.034,-0.093
'[23:12:36.644 09/02/1989]',0.010,104.656,0.029,-0.100
'[23:12:36.648 09/02/1989]',-0.000,104.885,0.027,-0.102
'[23:12:36.652 09/02/1989]',-0.024,105.344,0.020,-0.107
'[23:12:36.656 09/02/1989]',-0.038,105.344,0.016,-0.107
'[23:12:36.660 09/02/1989]',-0.102,105.115,0.011,-0.105
'[23:12:36.664 09/02/1989]',-0.136,104.656,0.005,-0.097
'[23:12:36.668 09/02/1989]',-0.106,104.656,0.002,-0.095
'[23:12:36.672 09/02/1989]',0.014,104.426,-0.002,-0.095
'[23:12:36.676 09/02/1989]',0.318,103.738,-0.005,-0.095
'[23:12:36.680 09/02/1989]',0.708,103.279,-0.008,-0.088
'[23:12:36.684 09/02/1989]',1.122,103.738,-0.011,-0.090
'[23:12:36.688 09/02/1989]',1.384,103.738,-0.013,-0.090
'[23:12:36.692 09/02/1989]',1.592,103.967,-0.016,-0.081
'[23:12:36.696 09/02/1989]',1.358,103.279,-0.019,-0.086
'[23:12:36.700 09/02/1989]',1.040,103.508,-0.016,-0.083
'[23:12:36.704 09/02/1989]',0.728,103.738,-0.019,-0.086
'[23:12:36.708 09/02/1989]',0.232,102.361,-0.018,-0.076
'[23:12:36.712 09/02/1989]',-0.112,103.049,-0.015,-0.083
'[23:12:36.716 09/02/1989]',-0.430,101.902,-0.014,-0.078
'[23:12:36.720 09/02/1989]',-0.680,102.131,-0.014,-0.086
'[23:12:36.724 09/02/1989]',-0.754,102.361,-0.012,-0.086
'[23:12:36.728 09/02/1989]',-0.570,101.902,-0.009,-0.088
'[23:12:36.732 09/02/1989]',-0.352,101.672,-0.004,-0.086
'[23:12:36.736 09/02/1989]',-0.178,101.213,-0.003,-0.093
'[23:12:36.740 09/02/1989]',-0.098,100.984,-0.002,-0.086
'[23:12:36.744 09/02/1989]',-0.096,100.984,-0.002,-0.090
'[23:12:36.748 09/02/1989]',-0.106,100.984,-0.002,-0.095
'[23:12:36.752 09/02/1989]',-0.114,101.443,-0.005,-0.102
'[23:12:36.756 09/02/1989]',-0.080,101.443,-0.006,-0.107
'[23:12:36.760 09/02/1989]',-0.086,100.295,-0.006,-0.105
'[23:12:36.764 09/02/1989]',-0.076,100.066,-0.009,-0.105
'[23:12:36.768 09/02/1989]',-0.070,100.295,-0.008,-0.107
'[23:12:36.772 09/02/1989]',-0.064,100.066,-0.009,-0.105
'[23:12:36.776 09/02/1989]',-0.058,99.836,-0.007,-0.116
'[23:12:36.780 09/02/1989]',-0.048,99.148,-0.009,-0.109
'[23:12:36.784 09/02/1989]',-0.048,99.377,-0.009,-0.114
'[23:12:36.788 09/02/1989]',-0.036,98.918,-0.010,-0.105
'[23:12:36.792 09/02/1989]',-0.036,98.459,-0.009,-0.114
'[23:12:36.796 09/02/1989]',-0.024,97.771,-0.010,-0.102
'[23:12:36.800 09/02/1989]',-0.032,97.771,-0.009,-0.107
'[23:12:36.804 09/02/1989]',-0.024,98.230,-0.012,-0.112
'[23:12:36.808 09/02/1989]',-0.032,97.541,-0.013,-0.119
'[23:12:36.812 09/02/1989]',-0.018,97.771,-0.013,-0.119
'[23:12:36.816 09/02/1989]',-0.020,97.082,-0.014,-0.119
'[23:12:36.820 09/02/1989]',-0.016,97.082,-0.016,-0.121
'[23:12:36.824 09/02/1989]',-0.016,96.623,-0.017,-0.121
'[23:12:36.828 09/02/1989]',-0.012,96.853,-0.018,-0.124
'[23:12:36.832 09/02/1989]',-0.016,96.394,-0.020,-0.128
'[23:12:36.836 09/02/1989]',-0.016,97.082,-0.022,-0.135
'[23:12:36.840 09/02/1989]',-0.004,97.082,-0.022,-0.133
'[23:12:36.844 09/02/1989]',-0.004,97.312,-0.024,-0.133
'[23:12:36.848 09/02/1989]',-0.000,97.541,-0.024,-0.133
'[23:12:36.852 09/02/1989]',-0.000,98.689,-0.022,-0.140
'[23:12:36.856 09/02/1989]',0.008,100.066,-0.023,-0.140
'[23:12:36.860 09/02/1989]',-0.000,100.984,-0.022,-0.143
'[23:12:36.864 09/02/1989]',0.010,103.967,-0.021,-0.143
'[23:12:36.868 09/02/1989]',0.006,106.721,-0.021,-0.150
'[23:12:36.872 09/02/1989]',0.022,110.164,-0.023,-0.150
'[23:12:36.876 09/02/1989]',0.026,113.836,-0.024,-0.150
'[23:12:36.880 09/02/1989]',0.024,118.656,-0.024,-0.152
'[23:12:36.884 09/02/1989]',0.024,123.935,-0.023,-0.147
'[23:12:36.888 09/02/1989]',0.036,130.131,-0.024,-0.150
'[23:12:36.892 09/02/1989]',0.024,136.557,-0.024,-0.159
'[23:12:36.896 09/02/1989]',0.046,142.525,-0.027,-0.162
'[23:12:36.900 09/02/1989]',0.048,149.180,-0.027,-0.162
'[23:12:36.904 09/02/1989]',0.054,155.148,-0.029,-0.162
'[23:12:36.908 09/02/1989]',0.068,161.115,-0.029,-0.159
'[23:12:36.912 09/02/1989]',0.072,167.312,-0.032,-0.166
'[23:12:36.916 09/02/1989]',0.080,173.279,-0.035,-0.157
'[23:12:36.920 09/02/1989]',0.072,178.557,-0.038,-0.164
'[23:12:36.924 09/02/1989]',0.072,182.918,-0.039,-0.157
'[23:12:36.928 09/02/1989]',0.088,187.738,-0.039,-0.162
'[23:12:36.932 09/02/1989]',0.086,190.492,-0.038,-0.157
'[23:12:36.936 09/02/1989]',0.080,192.787,-0.036,-0.166
'[23:12:36.940 09/02/1989]',0.096,194.623,-0.035,-0.169
'[23:12:36.944 09/02/1989]',0.090,196.459,-0.031,-0.181
'[23:12:36.948 09/02/1989]',0.092,197.148,-0.028,-0.181
'[23:12:36.952 09/02/1989]',0.090,197.148,-0.025,-0.190
'[23:12:36.956 09/02/1989]',0.098,195.771,-0.023,-0.195
'[23:12:36.960 09/02/1989]',0.094,194.164,-0.020,-0.197
'[23:12:36.964 09/02/1989]',0.104,192.787,-0.018,-0.192
'[23:12:36.968 09/02/1989]',0.104,190.721,-0.017,-0.197
'[23:12:36.972 09/02/1989]',0.112,188.656,-0.014,-0.200
'[23:12:36.976 09/02/1989]',0.110,186.361,-0.014,-0.202
'[23:12:36.980 09/02/1989]',0.124,185.213,-0.015,-0.209
'[23:12:36.984 09/02/1989]',0.134,182.689,-0.014,-0.214
'[23:12:36.988 09/02/1989]',0.130,181.082,-0.016,-0.211
'[23:12:36.992 09/02/1989]',0.128,179.017,-0.017,-0.211
'[23:12:36.996 09/02/1989]',0.152,177.639,-0.016,-0.219
'[23:12:37.000 09/02/1989]',0.142,175.574,-0.017,-0.221
'[23:12:37.004 09/02/1989]',0.144,174.426,-0.015,-0.226
'[23:12:37.008 09/02/1989]',0.148,172.590,-0.013,-0.228
'[23:12:37.012 09/02/1989]',0.154,171.672,-0.009,-0.233
'[23:12:37.016 09/02/1989]',0.148,170.984,-0.008,-0.238
'[23:12:37.020 09/02/1989]',0.142,170.066,-0.007,-0.245
'[23:12:37.024 09/02/1989]',0.142,169.148,-0.007,-0.252
'[23:12:37.028 09/02/1989]',0.140,168.230,-0.005,-0.257
'[23:12:37.032 09/02/1989]',0.136,167.771,-0.007,-0.259
'[23:12:37.036 09/02/1989]',0.122,167.082,-0.009,-0.268
'[23:12:37.040 09/02/1989]',0.132,166.394,-0.009,-0.266
'[23:12:37.044 09/02/1989]',0.114,166.623,-0.010,-0.268
'[23:12:37.048 09/02/1989]',0.120,166.164,-0.009,-0.285
'[23:12:37.052 09/02/1989]',0.124,165.705,-0.009,-0.285
'[23:12:37.056 09/02/1989]',0.120,165.476,-0.005,-0.285
'[23:12:37.060 09/02/1989]',0.116,165.476,-0.003,-0.287
'[23:12:37.064 09/02/1989]',0.114,164.328,-0.003,-0.287
'[23:12:37.068 09/02/1989]',0.106,164.787,-0.002,-0.290
'[23:12:37.072 09/02/1989]',0.122,164.328,-0.004,-0.297
'[23:12:37.076 09/02/1989]',0.108,163.869,-0.002,-0.290
'[23:12:37.080 09/02/1989]',0.104,163.180,-0.003,-0.299
'[23:12:37.084 09/02/1989]',0.100,163.180,-0.002,-0.295
'[23:12:37.088 09/02/1989]',0.102,162.721,-0.005,-0.302
'[23:12:37.092 09/02/1989]',0.102,161.344,-0.006,-0.304
'[23:12:37.096 09/02/1989]',0.100,159.738,-0.008,-0.295
'[23:12:37.100 09/02/1989]',0.104,159.279,-0.012,-0.297
'[23:12:37.104 09/02/1989]',0.100,157.902,-0.014,-0.311
'[23:12:37.108 09/02/1989]',0.088,156.754,-0.013,-0.299
'[23:12:37.112 09/02/1989]',0.104,154.689,-0.013,-0.299
'[23:12:37.116 09/02/1989]',0.080,153.312,-0.010,-0.304
'[23:12:37.120 09/02/1989]',0.090,151.476,-0.007,-0.295
'[23:12:37.124 09/02/1989]',0.078,149.410,-0.004,-0.292
'[23:12:37.128 09/02/1989]',0.082,146.885,-0.000,-0.297
'[23:12:37.132 09/02/1989]',0.080,144.131,0.000,-0.290
'[23:12:37.136 09/02/1989]',0.064,141.607,0.002,-0.295
'[23:12:37.140 09/02/1989]',0.056,138.623,0.007,-0.285
'[23:12:37.144 09/02/1989]',0.068,136.557,0.009,-0.283
'[23:12:37.148 09/02/1989]',0.062,134.033,0.013,-0.276
'[23:12:37.152 09/02/1989]',0.054,131.738,0.014,-0.278
'[23:12:37.156 09/02/1989]',0.064,129.443,0.014,-0.268
'[23:12:37.160 09/02/1989]',0.054,126.689,0.015,-0.266
'[23:12:37.164 09/02/1989]',0.054,124.164,0.013,-0.254
'[23:12:37.168 09/02/1989]',0.050,123.016,0.012,-0.257
'[23:12:37.172 09/02/1989]',0.056,121.869,0.011,-0.247
'[23:12:37.176 09/02/1989]',0.052,120.262,0.008,-0.247
'[23:12:37.180 09/02/1989]',0.072,118.656,0.007,-0.249
'[23:12:37.184 09/02/1989]',0.058,118.426,0.005,-0.242
'[23:12:37.188 09/02/1989]',0.072,118.885,0.002,-0.247
'[23:12:37.192 09/02/1989]',0.064,118.885,0.001,-0.254
'[23:12:37.196 09/02/1989]',0.074,118.426,-0.002,-0.238
'[23:12:37.200 09/02/1989]',0.074,119.115,-0.002,-0.238
'[23:12:37.204 09/02/1989]',0.076,120.033,-0.007,-0.245
'[23:12:37.208 09/02/1989]',0.060,120.262,-0.005,-0.238
'[23:12:37.212 09/02/1989]',0.080,120.951,-0.007,-0.235
'[23:12:37.216 09/02/1989]',0.064,122.328,-0.009,-0.242
'[23:12:37.220 09/02/1989]',0.074,123.475,-0.011,-0.238
'[23:12:37.224 09/02/1989]',0.078,124.623,-0.009,-0.238
'[23:12:37.228 09/02/1989]',0.072,125.771,-0.012,-0.230
'[23:12:37.232 09/02/1989]',0.076,126.230,-0.010,-0.223
'[23:12:37.236 09/02/1989]',0.072,127.377,-0.011,-0.221
'[23:12:37.240 09/02/1989]',0.080,127.607,-0.008,-0.207
'[23:12:37.244 09/02/1989]',0.086,128.754,-0.006,-0.202
'[23:12:37.248 09/02/1989]',0.090,128.754,-0.005,-0.195
'[23:12:37.252 09/02/1989]',0.080,129.672,-0.005,-0.200
'[23:12:37.256 09/02/1989]',0.080,130.131,-0.003,-0.192
'[23:12:37.260 09/02/1989]',0.074,130.131,-0.006,-0.188
'[23:12:37.264 09/02/1989]',0.084,129.672,-0.002,-0.183
'[23:12:37.268 09/02/1989]',0.080,129.902,0.003,-0.185
'[23:12:37.272 09/02/1989]',0.086,130.131,0.004,-0.178
'[23:12:37.276 09/02/1989]',0.078,129.672,0.009,-0.171
'[23:12:37.280 09/02/1989]',0.088,129.213,0.011,-0.178
'[23:12:37.284 09/02/1989]',0.082,128.525,0.013,-0.173
'[23:12:37.288 09/02/1989]',0.096,127.836,0.013,-0.171
'[23:12:37.292 09/02/1989]',0.080,127.377,0.014,-0.173
'[23:12:37.296 09/02/1989]',0.086,126.918,0.013,-0.166
'[23:12:37.300 09/02/1989]',0.080,126.459,0.013,-0.159
'[23:12:37.304 09/02/1989]',0.084,125.771,0.011,-0.166
'[23:12:37.308 09/02/1989]',0.080,124.164,0.010,-0.166
'[23:12:37.312 09/02/1989]',0.088,123.705,0.008,-0.157
'[23:12:37.316 09/02/1989]',0.082,122.787,0.007,-0.162
'[23:12:37.320 09/02/1989]',0.080,122.787,0.004,-0.159
'[23:12:37.324 09/02/1989]',0.080,121.410,0.006,-0.154
'[23:12:37.328 09/02/1989]',0.088,121.180,0.005,-0.154
'[23:12:37.332 09/02/1989]',0.084,120.262,0.004,-0.157
'[23:12:37.336 09/02/1989]',0.076,119.803,0.002,-0.152
'[23:12:37.340 09/02/1989]',0.082,118.656,0.001,-0.143
'[23:12:37.344 09/02/1989]',0.096,118.197,-0.002,-0.140
'[23:12:37.348 09/02/1989]',0.092,117.508,-0.003,-0.140
'[23:12:37.352 09/02/1989]',0.088,116.590,-0.005,-0.145
'[23:12:37.356 09/02/1989]',0.104,116.361,-0.008,-0.145
'[23:12:37.360 09/02/1989]',0.102,116.131,-0.009,-0.140
'[23:12:37.364 09/02/1989]',0.106,114.754,-0.010,-0.143
'[23:12:37.368 09/02/1989]',0.108,114.525,-0.013,-0.143
'[23:12:37.372 09/02/1989]',0.120,114.066,-0.014,-0.133
'[23:12:37.376 09/02/1989]',0.122,113.148,-0.014,-0.138
'[23:12:37.380 09/02/1989]',0.144,112.689,-0.016,-0.138
'[23:12:37.384 09/02/1989]',0.148,112.459,-0.016,-0.133
'[23:12:37.388 09/02/1989]',0.172,112.459,-0.019,-0.133
'[23:12:37.392 09/02/1989]',0.174,110.853,-0.020,-0.138
'[23:12:37.396 09/02/1989]',0.182,110.394,-0.023,-0.135
'[23:12:37.400 09/02/1989]',0.176,110.853,-0.022,-0.143
'[23:12:37.404 09/02/1989]',0.188,110.394,-0.022,-0.143
'[23:12:37.408 09/02/1989]',0.208,109.934,-0.020,-0.140
'[23:12:37.412 09/02/1989]',0.218,109.246,-0.020,-0.143
'[23:12:37.416 09/02/1989]',0.240,109.246,-0.018,-0.143
'[23:12:37.420 09/02/1989]',0.242,109.246,-0.019,-0.145
'[23:12:37.424 09/02/1989]',0.224,107.410,-0.015,-0.143
'[23:12:37.428 09/02/1989]',0.224,107.869,-0.013,-0.135
'[23:12:37.432 09/02/1989]',0.210,107.410,-0.013,-0.133
'[23:12:37.436 09/02/1989]',0.184,107.180,-0.013,-0.126
'[23:12:37.440 09/02/1989]',0.198,106.492,-0.014,-0.119
'[23:12:37.444 09/02/1989]',0.160,106.492,-0.018,-0.119
'[23:12:37.448 09/02/1989]',0.140,106.492,-0.017,-0.119
'[23:12:37.452 09/02/1989]',0.104,106.033,-0.019,-0.116
'[23:12:37.456 09/02/1989]',0.074,106.033,-0.015,-0.114
'[23:12:37.460 09/02/1989]',0.048,105.803,-0.016,-0.116
'[23:12:37.464 09/02/1989]',0.038,106.033,-0.017,-0.121
'[23:12:37.468 09/02/1989]',0.046,105.344,-0.016,-0.121
'[23:12:37.472 09/02/1989]',0.032,105.574,-0.017,-0.124
'[23:12:37.476 09/02/1989]',0.016,105.344,-0.016,-0.116
'[23:12:37.480 09/02/1989]',0.014,105.344,-0.014,-0.119
'[23:12:37.484 09/02/1989]',0.012,105.344,-0.012,-0.124
'[23:12:37.488 09/02/1989]',0.022,105.344,-0.009,-0.124
'[23:12:37.492 09/02/1989]',0.042,104.656,-0.006,-0.114
'[23:12:37.496 09/02/1989]',0.038,103.967,-0.002,-0.114
'[23:12:37.500 09/02/1989]',0.030,104.197,-0.001,-0.114
'[23:12:37.504 09/02/1989]',0.020,103.508,0.000,-0.116
'[23:12:37.508 09/02/1989]',0.016,103.508,0.003,-0.114
'[23:12:37.512 09/02/1989]',0.016,103.738,0.004,-0.114
'[23:12:37.516 09/02/1989]',0.028,102.590,0.004,-0.105
'[23:12:37.520 09/02/1989]',0.024,103.049,0.006,-0.114
'[23:12:37.524 09/02/1989]',0.018,102.131,0.009,-0.102
'[23:12:37.528 09/02/1989]',0.016,101.902,0.010,-0.102
'[23:12:37.532 09/02/1989]',-0.000,101.902,0.010,-0.100
'[23:12:37.536 09/02/1989]',-0.042,101.902,0.011,-0.100
'[23:12:37.540 09/02/1989]',-0.038,101.672,0.008,-0.097
'[23:12:37.544 09/02/1989]',-0.094,101.213,0.008,-0.093
'[23:12:37.548 09/02/1989]',-0.128,100.984,0.007,-0.090
'[23:12:37.552 09/02/1989]',-0.060,100.984,0.005,-0.090
'[23:12:37.556 09/02/1989]',0.116,100.525,0.004,-0.086
'[23:12:37.560 09/02/1989]',0.472,100.754,0.004,-0.090
'[23:12:37.564 09/02/1989]',0.914,100.295,0.003,-0.086
'[23:12:37.568 09/02/1989]',1.312,100.066,0.005,-0.090
'[23:12:37.572 09/02/1989]',1.600,100.066,0.006,-0.090
'[23:12:37.576 09/02/1989]',1.742,100.066,0.008,-0.086
'[23:12:37.580 09/02/1989]',1.312,99.836,0.007,-0.086
'[23:12:37.584 09/02/1989]',1.006,99.836,0.008,-0.093
'[23:12:37.588 09/02/1989]',0.578,99.836,0.005,-0.086
'[23:12:37.592 09/02/1989]',0.014,99.607,0.008,-0.086
'[23:12:37.596 09/02/1989]',-0.290,99.836,0.004,-0.088
'[23:12:37.600 09/02/1989]',-0.580,99.377,0.004,-0.086
'[23:12:37.604 09/02/1989]',-0.776,99.377,-0.000,-0.086
'[23:12:37.608 09/02/1989]',-0.776,99.148,-0.000,-0.088
'[23:12:37.612 09/02/1989]',-0.568,98.918,0.002,-0.078
'[23:12:37.616 09/02/1989]',-0.364,98.230,0.001,-0.081
'[23:12:37.620 09/02/1989]',-0.192,98.459,0.002,-0.081
'[23:12:37.624 09/02/1989]',-0.136,97.771,0.001,-0.074
'[23:12:37.628 09/02/1989]',-0.118,97.312,0.004,-0.071
'[23:12:37.632 09/02/1989]',-0.120,97.082,0.002,-0.069
'[23:12:37.636 09/02/1989]',-0.124,97.082,0.004,-0.076
'[23:12:37.640 09/02/1989]',-0.104,97.312,0.008,-0.069
'[23:12:37.644 09/02/1989]',-0.104,96.394,0.009,-0.069
'[23:12:37.648 09/02/1989]',-0.074,95.705,0.011,-0.067
'[23:12:37.652 09/02/1989]',-0.080,95.705,0.009,-0.074
'[23:12:37.656 09/02/1989]',-0.062,95.016,0.010,-0.059
'[23:12:37.660 09/02/1989]',-0.088,95.475,0.011,-0.071
'[23:12:37.664 09/02/1989]',-0.048,94.557,0.011,-0.059
'[23:12:37.668 09/02/1989]',-0.052,94.098,0.016,-0.067
'[23:12:37.672 09/02/1989]',-0.036,93.639,0.017,-0.067
'[23:12:37.676 09/02/1989]',-0.008,93.869,0.022,-0.064
'[23:12:37.680 09/02/1989]',-0.010,93.639,0.022,-0.064
'[23:12:37.684 09/02/1989]',-0.006,92.951,0.025,-0.062
'[23:12:37.688 09/02/1989]',-0.004,92.951,0.024,-0.059
'[23:12:37.692 09/02/1989]',-0.030,92.033,0.025,-0.059
'[23:12:37.696 09/02/1989]',-0.026,92.033,0.024,-0.057
'[23:12:37.700 09/02/1989]',-0.024,91.803,0.024,-0.067
'[23:12:37.704 09/02/1989]',0.022,91.344,0.021,-0.067
'[23:12:37.708 09/02/1989]',-0.000,91.115,0.021,-0.074
'[23:12:37.712 09/02/1989]',0.036,91.574,0.020,-0.074
'[23:12:37.716 09/02/1989]',0.032,91.574,0.018,-0.074
'[23:12:37.720 09/02/1989]',-0.002,91.574,0.016,-0.081
'[23:12:37.724 09/02/1989]',0.002,91.115,0.015,-0.078
'[23:12:37.728 09/02/1989]',0.002,91.574,0.015,-0.083
'[23:12:37.732 09/02/1989]',-0.016,91.344,0.014,-0.078
'[23:12:37.736 09/02/1989]',-0.004,91.803,0.011,-0.071
'[23:12:37.740 09/02/1989]',-0.016,92.262,0.013,-0.071
'[23:12:37.744 09/02/1989]',0.008,93.639,0.012,-0.067
'[23:12:37.748 09/02/1989]',0.016,95.475,0.012,-0.067
'[23:12:37.752 09/02/1989]',0.026,98.230,0.011,-0.067
'[23:12:37.756 09/02/1989]',0.050,100.984,0.011,-0.057
'[23:12:37.760 09/02/1989]',0.046,104.656,0.010,-0.067
'[23:12:37.764 09/02/1989]',0.028,109.246,0.009,-0.062
'[23:12:37.768 09/02/1989]',0.030,113.836,0.009,-0.057
