sample interval	    ECG	     BP	(C3-O1)	(nasal)
           8182	  0.408	 99.615	 -0.005	 -0.043
           8183	  0.424	103.384	 -0.005	 -0.045
           8184	  0.432	105.808	 -0.005	 -0.045
           8185	  0.448	109.846	 -0.001	 -0.047
           8186	  0.448	113.346	 -0.001	 -0.048
           8187	  0.462	116.577	  0.013	 -0.048
           8188	  0.472	119.538	 -0.000	 -0.048
           8189	  0.480	121.692	  0.002	 -0.048
           8190	  0.480	123.577	  0.005	 -0.048
           8191	  0.470	126.538	  0.006	 -0.048
           8192	  0.460	127.884	  0.003	 -0.048
           8193	  0.448	129.769	 -0.001	 -0.051
           8194	  0.432	131.654	 -0.003	 -0.051
           8195	  0.414	132.192	 -0.003	 -0.048
           8196	  0.400	133.269	 -0.005	 -0.049
           8197	  0.382	134.615	 -0.009	 -0.051
           8198	  0.368	135.154	 -0.016	 -0.051
           8199	  0.324	135.692	 -0.011	 -0.052
           8200	  0.304	135.423	 -0.011	 -0.051
           8201	  0.278	135.154	 -0.012	 -0.048
           8202	  0.232	135.692	 -0.016	 -0.049
           8203	  0.206	135.154	 -0.023	 -0.051
           8204	  0.166	135.423	 -0.017	 -0.051
           8205	  0.120	135.423	 -0.015	 -0.050
           8206	  0.088	134.346	 -0.023	 -0.051
           8207	  0.056	134.346	 -0.000	 -0.052
           8208	  0.024	133.808	 -0.007	 -0.051
           8209	 -0.006	133.000	 -0.007	 -0.051
           8210	 -0.038	133.269	 -0.003	 -0.051
           8211	 -0.042	132.192	 -0.010	 -0.050
           8212	 -0.074	133.000	 -0.011	 -0.055
           8213	 -0.088	133.000	 -0.008	 -0.055
           8214	 -0.106	132.192	 -0.011	 -0.056
           8215	 -0.098	131.384	 -0.009	 -0.056
           8216	 -0.124	130.846	 -0.010	 -0.057
           8217	 -0.120	130.038	 -0.007	 -0.058
           8218	 -0.128	129.769	 -0.004	 -0.058
           8219	 -0.128	129.231	 -0.005	 -0.059
           8220	 -0.132	128.692	 -0.010	 -0.058
           8221	 -0.126	127.884	 -0.009	 -0.056
           8222	 -0.122	127.615	 -0.006	 -0.058
           8223	 -0.116	126.808	 -0.008	 -0.058
           8224	 -0.116	126.269	 -0.013	 -0.056
           8225	 -0.106	126.000	  0.003	 -0.056
           8226	 -0.104	125.461	 -0.012	 -0.057
           8227	 -0.098	124.923	 -0.007	 -0.056
           8228	 -0.096	123.846	 -0.005	 -0.056
           8229	 -0.082	123.308	 -0.005	 -0.056
           8230	 -0.088	122.769	 -0.005	 -0.058
           8231	 -0.082	121.692	 -0.002	 -0.055
           8232	 -0.070	121.154	 -0.006	 -0.057
           8233	 -0.060	121.154	 -0.006	 -0.056
           8234	 -0.060	120.077	 -0.007	 -0.055
           8235	 -0.056	119.000	 -0.004	 -0.053
           8236	 -0.048	119.000	  0.002	 -0.055
           8237	 -0.044	117.923	 -0.018	 -0.054
           8238	 -0.040	116.846	  0.003	 -0.056
           8239	 -0.032	116.038	 -0.004	 -0.056
           8240	 -0.032	115.231	  0.007	 -0.056
           8241	 -0.034	114.423	  0.007	 -0.056
           8242	 -0.024	113.346	  0.000	 -0.059
           8243	 -0.022	111.731	  0.002	 -0.059
           8244	 -0.020	110.923	  0.002	 -0.059
           8245	 -0.020	110.115	  0.003	 -0.060
           8246	 -0.018	109.038	 -0.004	 -0.060
           8247	 -0.016	107.692	 -0.002	 -0.061
           8248	 -0.010	106.077	  0.002	 -0.060
           8249	 -0.014	106.077	  0.004	 -0.060
           8250	 -0.006	104.192	  0.010	 -0.058
           8251	 -0.012	103.384	  0.008	 -0.058
           8252	 -0.008	102.038	  0.011	 -0.058
           8253	 -0.016	101.769	 -0.011	 -0.058
           8254	 -0.004	100.423	  0.004	 -0.057
           8255	 -0.014	100.154	 -0.001	 -0.055
           8256	 -0.008	 99.615	  0.011	 -0.055
           8257	 -0.006	 98.269	  0.004	 -0.058
           8258	 -0.000	 97.731	  0.006	 -0.056
           8259	 -0.008	 98.000	  0.008	 -0.056
           8260	 -0.016	 98.000	  0.005	 -0.056
           8261	 -0.014	 96.654	  0.003	 -0.055
           8262	 -0.014	 97.461	  0.008	 -0.056
           8263	 -0.020	 97.192	  0.007	 -0.058
           8264	 -0.018	 97.192	  0.008	 -0.055
           8265	 -0.004	 96.923	  0.012	 -0.053
           8266	 -0.018	 97.461	  0.008	 -0.055
           8267	 -0.010	 96.923	  0.005	 -0.056
           8268	 -0.012	 96.923	  0.012	 -0.057
           8269	 -0.010	 97.461	  0.009	 -0.058
           8270	 -0.016	 98.269	  0.013	 -0.056
           8271	 -0.010	 97.192	  0.014	 -0.059
           8272	 -0.008	 97.461	  0.011	 -0.057
           8273	  0.002	 97.461	  0.010	 -0.055
           8274	 -0.000	 98.000	  0.005	 -0.056
           8275	  0.014	 97.461	  0.002	 -0.056
           8276	  0.024	 97.461	 -0.000	 -0.058
           8277	  0.050	 97.461	 -0.000	 -0.057
           8278	  0.056	 97.461	  0.001	 -0.057
           8279	  0.082	 97.461	  0.004	 -0.055
           8280	  0.082	 97.192	  0.005	 -0.058
           8281	  0.090	 97.461	  0.006	 -0.055
           8282	  0.112	 97.461	  0.006	 -0.055
           8283	  0.128	 97.461	  0.009	 -0.055
           8284	  0.142	 96.923	  0.011	 -0.052
           8285	  0.144	 96.385	  0.011	 -0.053
           8286	  0.152	 96.654	  0.011	 -0.055
           8287	  0.134	 97.192	  0.008	 -0.053
           8288	  0.152	 96.385	  0.006	 -0.055
           8289	  0.142	 96.385	  0.007	 -0.052
           8290	  0.128	 96.115	  0.007	 -0.054
           8291	  0.102	 96.654	  0.011	 -0.055
           8292	  0.072	 96.115	  0.009	 -0.051
           8293	  0.040	 95.846	  0.012	 -0.053
           8294	  0.024	 95.308	  0.012	 -0.053
           8295	 -0.000	 95.038	 -0.006	 -0.055
           8296	 -0.016	 95.308	  0.009	 -0.055
           8297	 -0.024	 94.231	  0.007	 -0.054
           8298	 -0.034	 93.961	  0.010	 -0.055
           8299	 -0.050	 94.231	  0.014	 -0.055
           8300	 -0.038	 93.961	  0.008	 -0.053
           8301	 -0.048	 93.961	  0.007	 -0.055
           8302	 -0.048	 93.154	  0.013	 -0.050
           8303	 -0.040	 93.154	  0.012	 -0.049
           8304	 -0.038	 93.154	  0.012	 -0.051
           8305	 -0.048	 92.077	  0.013	 -0.051
           8306	 -0.042	 91.269	  0.014	 -0.051
           8307	 -0.046	 91.000	  0.015	 -0.050
           8308	 -0.036	 91.000	  0.020	 -0.050
           8309	 -0.040	 90.731	  0.019	 -0.049
           8310	 -0.042	 90.461	  0.018	 -0.047
           8311	 -0.018	 89.654	  0.012	 -0.047
           8312	 -0.032	 88.846	  0.030	 -0.048
           8313	 -0.024	 88.846	  0.012	 -0.048
           8314	 -0.022	 88.846	  0.017	 -0.048
           8315	 -0.014	 87.769	  0.019	 -0.045
           8316	  0.002	 87.769	  0.016	 -0.046
           8317	  0.024	 88.038	  0.014	 -0.047
           8318	  0.060	 87.769	  0.018	 -0.048
           8319	  0.120	 87.500	  0.012	 -0.048
           8320	  0.184	 87.500	  0.011	 -0.049
           8321	  0.330	 87.231	  0.011	 -0.048
           8322	  0.512	 86.961	  0.008	 -0.048
           8323	  0.776	 87.231	  0.009	 -0.050
           8324	  0.966	 87.231	  0.008	 -0.049
           8325	  0.834	 86.692	  0.014	 -0.046
           8326	  0.608	 86.423	  0.010	 -0.048
           8327	  0.210	 86.154	  0.016	 -0.051
           8328	 -0.258	 86.154	  0.016	 -0.047
           8329	 -0.562	 85.615	  0.010	 -0.048
           8330	 -0.768	 85.077	  0.028	 -0.049
           8331	 -0.984	 84.808	  0.009	 -0.045
           8332	 -0.998	 84.538	  0.014	 -0.049
           8333	 -0.864	 84.269	  0.012	 -0.045
           8334	 -0.628	 84.000	  0.002	 -0.047
           8335	 -0.392	 83.731	 -0.002	 -0.044
           8336	 -0.146	 83.731	 -0.004	 -0.046
           8337	 -0.030	 83.192	 -0.002	 -0.045
           8338	  0.064	 82.385	 -0.003	 -0.044
           8339	  0.104	 82.385	 -0.004	 -0.043
           8340	  0.126	 82.115	 -0.003	 -0.045
           8341	  0.114	 82.385	 -0.007	 -0.042
           8342	  0.130	 81.846	 -0.001	 -0.043
           8343	  0.144	 81.577	 -0.004	 -0.045
           8344	  0.152	 81.308	 -0.003	 -0.044
           8345	  0.152	 82.385	 -0.003	 -0.048
           8346	  0.168	 81.846	 -0.004	 -0.047
           8347	  0.172	 81.308	 -0.007	 -0.046
           8348	  0.176	 81.038	 -0.011	 -0.045
           8349	  0.174	 80.769	 -0.003	 -0.045
           8350	  0.184	 80.769	 -0.012	 -0.047
           8351	  0.180	 80.769	  0.000	 -0.048
           8352	  0.192	 79.692	  0.003	 -0.045
           8353	  0.198	 79.154	  0.001	 -0.045
           8354	  0.208	 78.885	 -0.000	 -0.042
           8355	  0.206	 79.154	 -0.000	 -0.043
           8356	  0.210	 78.346	  0.002	 -0.041
           8357	  0.216	 78.346	  0.002	 -0.045
           8358	  0.230	 78.077	  0.001	 -0.042
           8359	  0.222	 78.077	  0.004	 -0.044
           8360	  0.218	 78.346	 -0.000	 -0.040
           8361	  0.232	 78.077	  0.001	 -0.043
           8362	  0.230	 77.808	  0.000	 -0.041
           8363	  0.236	 77.269	  0.000	 -0.045
           8364	  0.244	 77.000	  0.006	 -0.043
           8365	  0.258	 77.000	  0.008	 -0.040
           8366	  0.256	 77.538	  0.009	 -0.045
           8367	  0.272	 78.077	  0.010	 -0.042
           8368	  0.272	 78.077	  0.012	 -0.046
           8369	  0.290	 78.885	  0.009	 -0.045
           8370	  0.288	 80.500	  0.010	 -0.044
           8371	  0.306	 82.115	  0.012	 -0.042
           8372	  0.312	 83.461	  0.012	 -0.047
           8373	  0.332	 85.077	  0.012	 -0.043
           8374	  0.348	 88.577	  0.011	 -0.043
           8375	  0.364	 91.808	  0.008	 -0.043
           8376	  0.370	 95.038	  0.010	 -0.045
           8377	  0.394	 98.000	  0.008	 -0.043
           8378	  0.408	101.769	  0.008	 -0.044
           8379	  0.430	105.538	  0.006	 -0.041
           8380	  0.456	109.038	 -0.002	 -0.042
           8381	  0.460	112.538	 -0.001	 -0.039
           8382	  0.480	116.846	 -0.005	 -0.039
           8383	  0.496	120.077	 -0.002	 -0.040
           8384	  0.500	123.038	  0.001	 -0.042
           8385	  0.504	125.461	  0.000	 -0.039
           8386	  0.512	128.154	 -0.008	 -0.039
           8387	  0.512	130.308	 -0.003	 -0.039
           8388	  0.504	132.461	 -0.003	 -0.042
           8389	  0.488	134.615	  0.001	 -0.043
           8390	  0.478	135.961	 -0.003	 -0.043
           8391	  0.458	137.846	 -0.006	 -0.042
           8392	  0.444	138.384	 -0.006	 -0.041
           8393	  0.434	139.192	 -0.009	 -0.042
           8394	  0.416	139.461	 -0.007	 -0.043
           8395	  0.378	140.538	 -0.006	 -0.042
           8396	  0.352	141.077	 -0.004	 -0.043
           8397	  0.318	141.346	 -0.005	 -0.042
           8398	  0.288	140.269	 -0.004	 -0.042
           8399	  0.242	140.538	 -0.004	 -0.043
           8400	  0.210	140.538	  0.003	 -0.041
           8401	  0.156	140.000	  0.000	 -0.043
           8402	  0.118	139.192	  0.008	 -0.041
           8403	  0.078	139.731	  0.008	 -0.042
           8404	  0.046	139.731	  0.010	 -0.043
           8405	  0.008	138.384	  0.008	 -0.043
           8406	 -0.026	137.308	  0.005	 -0.042
           8407	 -0.048	137.308	 -0.008	 -0.042
           8408	 -0.064	137.308	  0.001	 -0.041
           8409	 -0.088	137.308	  0.002	 -0.042
           8410	 -0.104	135.154	  0.009	 -0.042
           8411	 -0.098	134.615	  0.013	 -0.042
           8412	 -0.112	134.615	  0.013	 -0.042
           8413	 -0.114	134.077	  0.012	 -0.039
           8414	 -0.120	133.808	  0.015	 -0.042
           8415	 -0.122	133.000	  0.008	 -0.042
           8416	 -0.134	132.731	  0.008	 -0.043
           8417	 -0.140	132.461	  0.007	 -0.043
           8418	 -0.132	131.923	  0.009	 -0.044
           8419	 -0.132	130.577	  0.012	 -0.043
           8420	 -0.128	130.577	  0.014	 -0.043
           8421	 -0.114	129.769	  0.015	 -0.043
           8422	 -0.110	129.231	  0.012	 -0.042
           8423	 -0.112	128.154	  0.008	 -0.041
           8424	 -0.110	128.154	  0.003	 -0.041
           8425	 -0.098	127.346	  0.006	 -0.043
           8426	 -0.100	127.346	  0.010	 -0.045
           8427	 -0.088	126.538	  0.010	 -0.043
           8428	 -0.086	126.000	  0.015	 -0.042
           8429	 -0.080	125.192	  0.024	 -0.042
           8430	 -0.076	124.115	  0.018	 -0.043
           8431	 -0.064	123.308	  0.019	 -0.044
           8432	 -0.064	122.769	  0.015	 -0.044
           8433	 -0.050	121.692	  0.014	 -0.042
           8434	 -0.046	121.154	  0.014	 -0.044
           8435	 -0.048	120.346	  0.002	 -0.044
           8436	 -0.040	118.461	  0.019	 -0.043
           8437	 -0.032	116.846	  0.022	 -0.040
           8438	 -0.022	115.769	  0.023	 -0.042
           8439	 -0.024	114.961	  0.023	 -0.042
           8440	 -0.024	113.077	  0.032	 -0.043
           8441	 -0.018	113.077	  0.027	 -0.043
           8442	 -0.024	111.461	  0.032	 -0.043
           8443	 -0.018	110.654	  0.031	 -0.042
           8444	 -0.016	109.308	  0.028	 -0.041
           8445	 -0.016	107.961	  0.026	 -0.043
           8446	 -0.014	106.346	  0.024	 -0.043
           8447	 -0.014	106.077	  0.027	 -0.045
           8448	 -0.010	104.461	  0.022	 -0.043
           8449	 -0.010	103.923	  0.017	 -0.043
           8450	 -0.010	103.923	  0.016	 -0.042
           8451	 -0.008	102.846	  0.015	 -0.046
           8452	 -0.012	102.846	  0.015	 -0.045
           8453	 -0.008	101.769	  0.019	 -0.047
           8454	 -0.014	100.961	  0.019	 -0.044
           8455	 -0.006	100.692	  0.018	 -0.046
           8456	 -0.016	100.423	  0.018	 -0.045
           8457	 -0.002	100.423	  0.019	 -0.047
           8458	 -0.000	 99.885	  0.018	 -0.046
           8459	  0.008	100.423	  0.018	 -0.051
           8460	  0.012	100.423	  0.011	 -0.048
           8461	  0.032	100.692	  0.019	 -0.048
           8462	  0.040	 99.885	  0.017	 -0.047
           8463	  0.046	 99.885	  0.030	 -0.048
           8464	  0.056	 99.885	  0.026	 -0.049
           8465	  0.080	 99.615	  0.024	 -0.047
           8466	  0.086	 99.615	  0.023	 -0.050
           8467	  0.104	 99.077	  0.019	 -0.046
           8468	  0.112	 99.346	  0.015	 -0.045
           8469	  0.124	 99.346	  0.011	 -0.049
           8470	  0.116	 99.615	  0.017	 -0.048
           8471	  0.118	 99.885	  0.011	 -0.051
           8472	  0.120	 99.346	  0.010	 -0.050
           8473	  0.128	 99.077	  0.007	 -0.050
           8474	  0.112	100.154	  0.012	 -0.052
           8475	  0.104	 99.885	  0.010	 -0.050
           8476	  0.070	 99.346	  0.013	 -0.051
           8477	  0.034	 99.077	  0.011	 -0.050
           8478	 -0.000	 99.615	  0.010	 -0.048
           8479	 -0.014	 99.615	  0.008	 -0.051
           8480	 -0.044	 99.615	  0.016	 -0.051
           8481	 -0.050	 99.615	  0.013	 -0.048
           8482	 -0.052	 99.077	  0.011	 -0.051
           8483	 -0.064	100.154	  0.004	 -0.051
           8484	 -0.070	 98.538	  0.019	 -0.051
           8485	 -0.068	 98.269	  0.003	 -0.050
           8486	 -0.066	 98.538	  0.006	 -0.048
           8487	 -0.062	 98.000	  0.012	 -0.048
           8488	 -0.064	 96.923	  0.009	 -0.049
           8489	 -0.064	 96.385	  0.012	 -0.049
           8490	 -0.070	 96.654	  0.014	 -0.049
           8491	 -0.068	 96.923	  0.015	 -0.047
           8492	 -0.066	 96.654	  0.013	 -0.047
           8493	 -0.066	 95.577	  0.011	 -0.050
           8494	 -0.058	 95.308	  0.008	 -0.051
           8495	 -0.058	 95.308	  0.013	 -0.050
           8496	 -0.048	 95.308	  0.012	 -0.046
           8497	 -0.046	 95.038	  0.019	 -0.048
           8498	 -0.048	 94.500	  0.022	 -0.048
           8499	 -0.048	 95.308	  0.020	 -0.049
           8500	 -0.042	 95.308	  0.019	 -0.050
           8501	 -0.020	 93.961	  0.020	 -0.051
           8502	 -0.000	 94.231	  0.017	 -0.051
           8503	  0.016	 94.231	  0.018	 -0.051
           8504	  0.080	 93.692	  0.018	 -0.049
           8505	  0.136	 93.961	  0.020	 -0.053
           8506	  0.248	 93.423	  0.020	 -0.048
           8507	  0.454	 93.154	  0.020	 -0.045
           8508	  0.680	 92.077	  0.020	 -0.049
           8509	  0.944	 92.077	  0.016	 -0.051
           8510	  0.914	 91.808	  0.018	 -0.051
           8511	  0.688	 91.000	  0.022	 -0.048
           8512	  0.320	 91.000	  0.022	 -0.048
           8513	 -0.182	 91.000	  0.025	 -0.051
           8514	 -0.518	 90.192	  0.024	 -0.049
           8515	 -0.728	 89.923	  0.017	 -0.050
           8516	 -0.960	 89.923	  0.011	 -0.051
           8517	 -1.010	 89.923	  0.008	 -0.047
           8518	 -0.934	 89.115	  0.003	 -0.052
           8519	 -0.718	 88.846	 -0.003	 -0.050
           8520	 -0.478	 88.846	 -0.001	 -0.050
           8521	 -0.212	 87.769	 -0.009	 -0.047
           8522	 -0.068	 87.769	  0.015	 -0.049
           8523	  0.032	 86.692	 -0.005	 -0.049
           8524	  0.086	 87.231	  0.003	 -0.049
           8525	  0.102	 86.692	  0.001	 -0.048
           8526	  0.096	 86.692	 -0.001	 -0.050
           8527	  0.100	 86.423	 -0.002	 -0.048
           8528	  0.124	 86.692	 -0.004	 -0.048
           8529	  0.140	 86.692	  0.000	 -0.048
           8530	  0.138	 86.154	 -0.006	 -0.047
           8531	  0.142	 85.615	  0.003	 -0.048
           8532	  0.152	 85.615	 -0.000	 -0.047
           8533	  0.168	 85.346	 -0.000	 -0.051
           8534	  0.162	 84.808	 -0.011	 -0.048
           8535	  0.160	 84.808	 -0.004	 -0.051
           8536	  0.178	 84.269	 -0.017	 -0.048
           8537	  0.180	 84.000	  0.002	 -0.048
           8538	  0.186	 83.461	 -0.001	 -0.048
           8539	  0.182	 83.461	  0.002	 -0.053
           8540	  0.194	 82.923	  0.002	 -0.047
           8541	  0.192	 82.654	 -0.006	 -0.051
           8542	  0.200	 82.115	 -0.008	 -0.047
           8543	  0.202	 82.385	 -0.007	 -0.049
           8544	  0.206	 81.577	 -0.009	 -0.045
           8545	  0.208	 82.385	 -0.013	 -0.049
           8546	  0.212	 81.577	 -0.009	 -0.047
           8547	  0.218	 81.308	 -0.005	 -0.049
           8548	  0.228	 81.038	 -0.006	 -0.048
           8549	  0.244	 81.038	 -0.013	 -0.048
           8550	  0.240	 81.308	 -0.007	 -0.046
           8551	  0.256	 81.577	 -0.004	 -0.048
           8552	  0.272	 81.308	  0.002	 -0.045
           8553	  0.274	 81.577	  0.008	 -0.047
           8554	  0.288	 82.385	  0.010	 -0.042
           8555	  0.294	 83.731	  0.004	 -0.046
           8556	  0.288	 85.615	 -0.002	 -0.045
           8557	  0.308	 87.500	  0.007	 -0.045
           8558	  0.332	 89.923	 -0.008	 -0.043
           8559	  0.336	 92.885	 -0.002	 -0.047
           8560	  0.350	 95.846	  0.004	 -0.046
           8561	  0.374	 99.615	 -0.003	 -0.045
           8562	  0.384	103.654	 -0.006	 -0.043
           8563	  0.394	107.692	  0.001	 -0.045
           8564	  0.410	111.461	 -0.004	 -0.045
           8565	  0.432	114.692	 -0.001	 -0.046
           8566	  0.436	119.269	 -0.008	 -0.047
           8567	  0.462	122.231	 -0.003	 -0.044
           8568	  0.472	125.461	 -0.007	 -0.043
           8569	  0.482	128.154	 -0.004	 -0.045
           8570	  0.476	131.654	 -0.002	 -0.045
           8571	  0.488	133.808	 -0.003	 -0.045
           8572	  0.488	135.423	 -0.009	 -0.046
           8573	  0.486	137.308	 -0.011	 -0.045
           8574	  0.474	140.000	 -0.011	 -0.046
           8575	  0.470	141.077	 -0.010	 -0.048
           8576	  0.450	142.154	 -0.005	 -0.047
           8577	  0.434	142.423	 -0.005	 -0.046
           8578	  0.408	144.577	 -0.010	 -0.043
           8579	  0.400	144.577	 -0.005	 -0.043
           8580	  0.370	144.038	 -0.009	 -0.043
           8581	  0.344	144.846	  0.000	 -0.044
           8582	  0.310	144.038	  0.004	 -0.046
           8583	  0.286	144.846	  0.006	 -0.042
           8584	  0.240	144.038	 -0.001	 -0.043
           8585	  0.202	144.038	  0.015	 -0.043
           8586	  0.160	143.769	 -0.004	 -0.041
           8587	  0.118	142.961	 -0.000	 -0.042
           8588	  0.080	142.692	  0.000	 -0.043
           8589	  0.028	142.692	 -0.006	 -0.042
           8590	  0.010	141.615	  0.001	 -0.042
           8591	 -0.020	141.346	 -0.004	 -0.042
           8592	 -0.040	140.538	 -0.000	 -0.043
           8593	 -0.068	139.731	  0.002	 -0.042
           8594	 -0.084	139.461	 -0.000	 -0.040
           8595	 -0.116	139.192	 -0.002	 -0.042
           8596	 -0.100	138.115	 -0.000	 -0.043
           8597	 -0.106	138.115	 -0.003	 -0.043
           8598	 -0.120	136.769	 -0.004	 -0.041
           8599	 -0.124	137.308	 -0.001	 -0.042
           8600	 -0.112	136.231	 -0.003	 -0.043
           8601	 -0.122	135.423	 -0.002	 -0.043
           8602	 -0.114	134.884	  0.001	 -0.043
           8603	 -0.108	133.808	  0.002	 -0.044
           8604	 -0.098	133.000	  0.003	 -0.043
           8605	 -0.112	132.461	  0.005	 -0.043
           8606	 -0.104	132.192	  0.003	 -0.043
           8607	 -0.104	131.384	  0.002	 -0.043
           8608	 -0.098	130.308	 -0.003	 -0.043
           8609	 -0.090	130.038	 -0.003	 -0.045
           8610	 -0.090	128.692	  0.003	 -0.043
           8611	 -0.072	128.154	  0.006	 -0.042
           8612	 -0.070	127.615	  0.008	 -0.042
           8613	 -0.056	126.538	  0.006	 -0.041
           8614	 -0.054	125.731	  0.006	 -0.039
           8615	 -0.038	124.384	  0.005	 -0.036
           8616	 -0.048	123.308	  0.006	 -0.036
           8617	 -0.040	122.769	 -0.006	 -0.040
           8618	 -0.044	122.231	  0.009	 -0.039
           8619	 -0.026	120.884	  0.007	 -0.035
           8620	 -0.024	119.538	  0.008	 -0.037
           8621	 -0.012	117.923	  0.006	 -0.037
           8622	 -0.016	117.115	  0.005	 -0.037
           8623	 -0.014	116.577	 -0.002	 -0.036
           8624	 -0.018	114.692	  0.005	 -0.035
           8625	 -0.008	113.884	  0.003	 -0.036
           8626	 -0.016	112.269	  0.004	 -0.038
           8627	 -0.000	110.654	  0.006	 -0.038
           8628	  0.004	109.577	  0.001	 -0.038
           8629	  0.010	107.961	 -0.002	 -0.036
           8630	  0.004	107.154	  0.002	 -0.038
           8631	  0.006	106.077	  0.000	 -0.037
           8632	 -0.014	105.269	  0.002	 -0.037
           8633	 -0.000	105.000	  0.005	 -0.037
           8634	 -0.010	103.923	 -0.000	 -0.039
           8635	 -0.010	103.923	 -0.001	 -0.037
           8636	 -0.010	103.115	 -0.004	 -0.038
           8637	 -0.006	102.308	 -0.005	 -0.039
           8638	 -0.008	102.308	  0.000	 -0.038
           8639	 -0.004	101.769	  0.001	 -0.039
           8640	 -0.004	101.500	  0.007	 -0.039
           8641	 -0.016	101.231	  0.006	 -0.039
           8642	 -0.008	101.769	  0.005	 -0.036
           8643	 -0.006	100.692	  0.005	 -0.037
           8644	  0.016	100.423	 -0.003	 -0.035
           8645	  0.012	100.692	  0.014	 -0.035
           8646	  0.022	100.692	 -0.006	 -0.039
           8647	  0.024	100.961	 -0.000	 -0.041
           8648	  0.038	101.769	  0.002	 -0.039
           8649	  0.042	101.769	 -0.004	 -0.038
           8650	  0.082	100.692	  0.003	 -0.037
           8651	  0.096	100.692	  0.003	 -0.039
           8652	  0.108	100.423	  0.007	 -0.037
           8653	  0.112	100.423	  0.008	 -0.035
           8654	  0.128	100.692	  0.007	 -0.039
           8655	  0.116	101.231	  0.005	 -0.039
           8656	  0.120	100.692	 -0.004	 -0.038
           8657	  0.156	 99.346	  0.008	 -0.033
           8658	  0.150	 99.615	 -0.000	 -0.035
           8659	  0.152	 99.885	  0.002	 -0.038
           8660	  0.140	 99.615	 -0.001	 -0.038
           8661	  0.114	 99.615	  0.000	 -0.035
           8662	  0.056	100.154	  0.003	 -0.036
           8663	  0.014	100.154	  0.004	 -0.037
           8664	 -0.000	 99.346	  0.004	 -0.039
           8665	 -0.054	100.154	  0.000	 -0.038
           8666	 -0.032	 99.885	 -0.004	 -0.037
           8667	 -0.016	 99.615	 -0.007	 -0.039
           8668	 -0.026	 98.538	 -0.003	 -0.038
           8669	 -0.022	 98.538	 -0.001	 -0.035
           8670	 -0.044	 98.808	  0.000	 -0.039
           8671	 -0.040	 99.077	  0.001	 -0.038
           8672	 -0.038	 98.538	  0.002	 -0.039
           8673	 -0.048	 97.461	  0.004	 -0.039
           8674	 -0.054	 98.538	  0.007	 -0.039
           8675	 -0.048	 97.731	  0.010	 -0.035
           8676	 -0.058	 96.654	  0.013	 -0.036
           8677	 -0.052	 96.385	  0.006	 -0.035
           8678	 -0.048	 96.923	  0.008	 -0.038
           8679	 -0.044	 96.385	  0.010	 -0.038
           8680	 -0.038	 95.577	  0.008	 -0.035
           8681	 -0.046	 95.846	  0.009	 -0.035
           8682	 -0.028	 95.308	  0.003	 -0.034
           8683	 -0.038	 94.500	  0.002	 -0.035
           8684	 -0.032	 94.231	 -0.001	 -0.035
           8685	 -0.038	 93.961	 -0.001	 -0.037
           8686	 -0.040	 93.692	 -0.002	 -0.035
           8687	 -0.022	 93.692	 -0.004	 -0.035
           8688	  0.014	 93.423	 -0.004	 -0.036
           8689	  0.024	 92.615	 -0.007	 -0.035
           8690	  0.084	 92.077	 -0.012	 -0.032
           8691	  0.122	 92.346	 -0.012	 -0.035
           8692	  0.248	 92.077	 -0.015	 -0.033
           8693	  0.438	 92.077	 -0.011	 -0.035
           8694	  0.650	 91.538	 -0.007	 -0.033
           8695	  0.970	 91.000	 -0.005	 -0.033
           8696	  1.006	 90.731	 -0.001	 -0.034
           8697	  0.762	 91.000	 -0.001	 -0.032
           8698	  0.452	 90.192	 -0.005	 -0.032
           8699	 -0.064	 89.923	 -0.000	 -0.033
           8700	 -0.408	 89.923	 -0.001	 -0.032
           8701	 -0.664	 89.385	 -0.003	 -0.032
           8702	 -0.864	 89.115	 -0.006	 -0.030
           8703	 -0.986	 88.846	 -0.009	 -0.034
           8704	 -0.920	 88.308	 -0.013	 -0.029
           8705	 -0.752	 88.038	 -0.008	 -0.033
           8706	 -0.530	 88.038	 -0.012	 -0.032
           8707	 -0.274	 87.769	 -0.003	 -0.032
           8708	 -0.106	 87.500	 -0.003	 -0.032
           8709	 -0.008	 87.500	 -0.010	 -0.033
           8710	  0.072	 86.423	 -0.015	 -0.032
           8711	  0.094	 86.423	 -0.018	 -0.033
           8712	  0.098	 86.423	 -0.016	 -0.030
           8713	  0.106	 86.154	 -0.018	 -0.030
           8714	  0.118	 85.885	 -0.014	 -0.033
           8715	  0.134	 85.885	 -0.011	 -0.031
           8716	  0.140	 85.615	 -0.011	 -0.031
           8717	  0.144	 85.077	 -0.012	 -0.030
           8718	  0.152	 85.077	 -0.010	 -0.030
           8719	  0.162	 84.538	 -0.008	 -0.032
           8720	  0.162	 84.538	 -0.007	 -0.031
           8721	  0.168	 84.269	 -0.007	 -0.028
           8722	  0.170	 84.000	 -0.006	 -0.029
           8723	  0.176	 84.000	 -0.003	 -0.026
           8724	  0.186	 84.000	 -0.005	 -0.029
           8725	  0.202	 83.192	 -0.001	 -0.028
           8726	  0.202	 82.923	 -0.001	 -0.029
           8727	  0.192	 82.385	 -0.006	 -0.025
           8728	  0.196	 82.385	 -0.008	 -0.026
           8729	  0.204	 82.385	 -0.010	 -0.024
           8730	  0.208	 82.385	 -0.008	 -0.026
