sample interval	    ECG	     BP	(C3-O1)	(nasal)
           8756	 -0.092	 81.021	  0.016	 -0.287
           8757	 -0.076	 80.723	  0.006	 -0.286
           8758	 -0.052	 80.872	  0.003	 -0.283
           8759	 -0.072	 80.277	  0.001	 -0.279
           8760	 -0.032	 80.425	 -0.001	 -0.280
           8761	 -0.048	 79.979	 -0.005	 -0.280
           8762	 -0.054	 79.830	 -0.001	 -0.278
           8763	 -0.006	 79.979	  0.001	 -0.276
           8764	 -0.032	 79.979	  0.009	 -0.277
           8765	 -0.012	 79.383	  0.012	 -0.274
           8766	 -0.004	 79.681	  0.014	 -0.272
           8767	 -0.012	 79.383	  0.017	 -0.269
           8768	 -0.000	 79.234	  0.017	 -0.265
           8769	  0.014	 79.085	  0.020	 -0.265
           8770	  0.028	 78.787	  0.023	 -0.264
           8771	  0.056	 78.787	  0.025	 -0.256
           8772	  0.040	 79.085	  0.023	 -0.256
           8773	  0.076	 79.830	  0.023	 -0.256
           8774	  0.076	 80.425	  0.024	 -0.254
           8775	  0.088	 82.064	  0.020	 -0.254
           8776	  0.110	 83.404	  0.016	 -0.255
           8777	  0.124	 86.085	  0.008	 -0.251
           8778	  0.128	 87.723	  0.005	 -0.253
           8779	  0.146	 90.106	  0.002	 -0.251
           8780	  0.176	 92.340	  0.002	 -0.249
           8781	  0.186	 94.723	  0.001	 -0.248
           8782	  0.232	 96.213	  0.001	 -0.245
           8783	  0.244	 99.042	 -0.002	 -0.243
           8784	  0.272	101.425	  0.001	 -0.243
           8785	  0.278	104.553	  0.002	 -0.238
           8786	  0.328	106.787	  0.006	 -0.236
           8787	  0.320	110.362	  0.009	 -0.234
           8788	  0.352	113.042	  0.012	 -0.231
           8789	  0.316	116.021	  0.016	 -0.231
           8790	  0.344	118.553	  0.016	 -0.228
           8791	  0.338	120.787	  0.023	 -0.223
           8792	  0.350	123.319	  0.019	 -0.220
           8793	  0.322	125.404	  0.018	 -0.215
           8794	  0.342	127.191	  0.018	 -0.213
           8795	  0.336	128.830	  0.014	 -0.207
           8796	  0.300	130.319	  0.013	 -0.205
           8797	  0.296	131.511	  0.008	 -0.196
           8798	  0.244	132.404	  0.005	 -0.195
           8799	  0.208	133.149	  0.012	 -0.189
           8800	  0.176	133.298	  0.009	 -0.181
           8801	  0.130	133.596	  0.006	 -0.175
           8802	  0.088	133.745	  0.013	 -0.170
           8803	  0.026	132.851	  0.009	 -0.164
           8804	  0.006	132.851	  0.008	 -0.160
           8805	 -0.060	132.106	  0.015	 -0.156
           8806	 -0.092	131.362	  0.012	 -0.150
           8807	 -0.114	131.213	  0.019	 -0.146
           8808	 -0.150	130.319	  0.014	 -0.143
           8809	 -0.198	128.681	  0.019	 -0.135
           8810	 -0.192	127.638	  0.019	 -0.130
           8811	 -0.200	126.447	  0.027	 -0.123
           8812	 -0.210	125.702	  0.023	 -0.121
           8813	 -0.208	124.213	  0.023	 -0.112
           8814	 -0.202	122.872	  0.024	 -0.109
           8815	 -0.208	121.532	  0.020	 -0.104
           8816	 -0.214	120.787	  0.016	 -0.099
           8817	 -0.184	119.298	  0.015	 -0.091
           8818	 -0.218	118.255	  0.011	 -0.087
           8819	 -0.198	116.766	  0.014	 -0.081
           8820	 -0.226	115.723	  0.008	 -0.076
           8821	 -0.182	114.532	  0.008	 -0.069
           8822	 -0.212	113.638	  0.004	 -0.065
           8823	 -0.168	112.149	  0.006	 -0.061
           8824	 -0.200	110.957	  0.006	 -0.054
           8825	 -0.154	110.213	  0.010	 -0.053
           8826	 -0.184	108.723	  0.013	 -0.048
           8827	 -0.166	107.532	  0.019	 -0.042
           8828	 -0.176	106.638	  0.022	 -0.040
           8829	 -0.148	105.298	  0.024	 -0.034
           8830	 -0.178	103.957	  0.026	 -0.030
           8831	 -0.158	103.064	  0.026	 -0.026
           8832	 -0.192	102.021	  0.023	 -0.022
           8833	 -0.190	100.979	  0.019	 -0.017
           8834	 -0.168	 99.936	  0.020	 -0.014
           8835	 -0.168	 99.787	  0.018	 -0.008
           8836	 -0.156	 99.042	  0.015	 -0.009
           8837	 -0.164	 97.404	  0.011	 -0.002
           8838	 -0.150	 96.660	  0.009	  0.001
           8839	 -0.156	 96.213	  0.003	  0.004
           8840	 -0.158	 95.170	  0.001	  0.007
           8841	 -0.160	 94.574	  0.001	  0.013
           8842	 -0.162	 94.128	  0.004	  0.015
           8843	 -0.166	 93.532	  0.006	  0.018
           8844	 -0.140	 92.936	  0.014	  0.020
           8845	 -0.170	 92.787	  0.015	  0.022
           8846	 -0.138	 92.042	  0.022	  0.025
           8847	 -0.178	 92.042	  0.019	  0.027
           8848	 -0.160	 91.596	  0.020	  0.030
           8849	 -0.164	 91.298	  0.025	  0.035
           8850	 -0.146	 91.000	  0.025	  0.037
           8851	 -0.162	 90.702	  0.022	  0.040
           8852	 -0.136	 90.404	  0.023	  0.043
           8853	 -0.144	 90.553	  0.020	  0.044
           8854	 -0.174	 90.553	  0.016	  0.046
           8855	 -0.140	 89.957	  0.018	  0.050
           8856	 -0.150	 90.404	  0.015	  0.052
           8857	 -0.132	 90.106	  0.012	  0.053
           8858	 -0.152	 90.404	  0.008	  0.057
           8859	 -0.124	 90.106	  0.011	  0.059
           8860	 -0.144	 90.255	  0.009	  0.061
           8861	 -0.128	 90.106	  0.008	  0.063
           8862	 -0.098	 90.702	  0.014	  0.064
           8863	 -0.080	 90.255	  0.014	  0.067
           8864	 -0.066	 91.000	  0.013	  0.069
           8865	 -0.056	 90.553	  0.021	  0.072
           8866	 -0.084	 90.702	  0.021	  0.073
           8867	 -0.048	 90.702	  0.023	  0.075
           8868	 -0.062	 90.851	  0.021	  0.079
           8869	 -0.024	 90.702	  0.021	  0.081
           8870	  0.030	 91.000	  0.024	  0.081
           8871	  0.044	 90.702	  0.023	  0.086
           8872	  0.070	 90.553	  0.020	  0.087
           8873	  0.112	 90.404	  0.018	  0.090
           8874	  0.108	 91.000	  0.013	  0.089
           8875	  0.120	 90.702	  0.011	  0.092
           8876	  0.096	 90.553	  0.010	  0.095
           8877	  0.070	 90.702	  0.010	  0.095
           8878	  0.032	 90.553	  0.008	  0.097
           8879	 -0.000	 90.702	  0.004	  0.098
           8880	 -0.060	 90.553	  0.012	  0.098
           8881	 -0.104	 90.255	  0.010	  0.100
           8882	 -0.120	 89.660	  0.011	  0.104
           8883	 -0.138	 90.404	  0.009	  0.104
           8884	 -0.130	 89.511	  0.013	  0.104
           8885	 -0.156	 89.064	  0.008	  0.110
           8886	 -0.144	 89.213	  0.009	  0.111
           8887	 -0.158	 88.915	  0.012	  0.112
           8888	 -0.138	 89.064	  0.012	  0.112
           8889	 -0.182	 88.468	  0.011	  0.115
           8890	 -0.148	 87.872	  0.016	  0.118
           8891	 -0.194	 88.170	  0.011	  0.117
           8892	 -0.168	 87.872	  0.008	  0.120
           8893	 -0.182	 87.723	  0.006	  0.118
           8894	 -0.178	 87.425	  0.007	  0.120
           8895	 -0.168	 86.979	  0.013	  0.120
           8896	 -0.156	 86.979	  0.011	  0.122
           8897	 -0.164	 86.979	  0.012	  0.124
           8898	 -0.140	 86.532	  0.017	  0.125
           8899	 -0.150	 86.532	  0.008	  0.124
           8900	 -0.136	 86.532	  0.011	  0.127
           8901	 -0.158	 85.936	  0.014	  0.127
           8902	 -0.142	 85.340	  0.013	  0.128
           8903	 -0.164	 85.340	  0.010	  0.130
           8904	 -0.154	 85.191	  0.004	  0.134
           8905	 -0.132	 85.191	  0.003	  0.135
           8906	 -0.146	 84.745	  0.003	  0.135
           8907	 -0.156	 84.298	  0.000	  0.135
           8908	 -0.174	 84.149	 -0.002	  0.135
           8909	 -0.116	 84.000	  0.007	  0.135
           8910	 -0.058	 84.000	 -0.001	  0.138
           8911	  0.104	 83.553	  0.002	  0.138
           8912	  0.328	 83.255	 -0.001	  0.141
           8913	  0.622	 83.106	  0.001	  0.143
           8914	  1.010	 82.660	  0.002	  0.144
           8915	  1.352	 82.362	  0.005	  0.142
           8916	  1.568	 82.511	  0.005	  0.142
           8917	  1.470	 82.362	  0.006	  0.145
           8918	  1.058	 82.362	  0.008	  0.144
           8919	  0.506	 81.915	  0.006	  0.146
           8920	 -0.066	 82.064	  0.012	  0.144
           8921	 -0.480	 82.064	  0.007	  0.147
           8922	 -0.670	 81.766	  0.009	  0.146
           8923	 -0.672	 81.319	  0.004	  0.146
           8924	 -0.654	 81.468	  0.006	  0.144
           8925	 -0.574	 81.468	  0.003	  0.148
           8926	 -0.412	 81.021	  0.001	  0.148
           8927	 -0.300	 81.021	 -0.001	  0.148
           8928	 -0.226	 80.872	 -0.002	  0.147
           8929	 -0.160	 80.574	 -0.008	  0.147
           8930	 -0.158	 80.574	 -0.007	  0.147
           8931	 -0.158	 80.277	 -0.010	  0.148
           8932	 -0.136	 79.979	 -0.006	  0.149
           8933	 -0.120	 79.979	 -0.015	  0.149
           8934	 -0.088	 79.830	 -0.008	  0.151
           8935	 -0.128	 79.830	 -0.007	  0.152
           8936	 -0.104	 79.383	 -0.004	  0.152
           8937	 -0.088	 79.681	 -0.002	  0.153
           8938	 -0.080	 79.532	  0.008	  0.153
           8939	 -0.086	 79.383	 -0.003	  0.151
           8940	 -0.070	 79.234	  0.001	  0.150
           8941	 -0.068	 79.085	 -0.001	  0.150
           8942	 -0.038	 78.787	 -0.002	  0.153
           8943	 -0.038	 78.787	 -0.006	  0.152
           8944	 -0.046	 78.638	 -0.011	  0.152
           8945	 -0.016	 78.489	 -0.006	  0.151
           8946	 -0.018	 78.638	 -0.007	  0.153
           8947	 -0.016	 78.043	 -0.008	  0.153
           8948	  0.012	 77.745	 -0.005	  0.152
           8949	  0.028	 77.596	 -0.007	  0.153
           8950	 -0.002	 77.596	 -0.007	  0.155
           8951	  0.024	 77.447	 -0.008	  0.153
           8952	  0.040	 77.745	 -0.007	  0.153
           8953	  0.054	 78.043	 -0.011	  0.154
           8954	  0.062	 78.787	 -0.016	  0.153
           8955	  0.066	 79.085	 -0.010	  0.155
           8956	  0.096	 81.319	 -0.008	  0.153
           8957	  0.104	 82.957	 -0.003	  0.152
           8958	  0.112	 84.894	 -0.004	  0.153
           8959	  0.160	 86.532	  0.001	  0.154
           8960	  0.144	 89.064	 -0.002	  0.151
           8961	  0.162	 90.702	 -0.001	  0.153
           8962	  0.192	 93.234	 -0.005	  0.150
           8963	  0.190	 95.319	 -0.008	  0.152
           8964	  0.216	 97.851	 -0.007	  0.150
           8965	  0.232	100.085	 -0.007	  0.150
           8966	  0.226	102.915	 -0.005	  0.150
           8967	  0.264	105.298	 -0.008	  0.150
           8968	  0.270	107.532	 -0.006	  0.152
           8969	  0.282	110.362	 -0.010	  0.149
           8970	  0.288	113.042	 -0.012	  0.150
           8971	  0.284	115.425	 -0.014	  0.153
           8972	  0.296	117.511	 -0.011	  0.151
           8973	  0.296	119.596	 -0.011	  0.152
           8974	  0.278	121.830	 -0.012	  0.150
           8975	  0.264	123.915	 -0.012	  0.149
           8976	  0.264	125.106	 -0.011	  0.149
           8977	  0.248	126.894	 -0.010	  0.147
           8978	  0.242	127.936	 -0.010	  0.146
           8979	  0.232	128.830	 -0.007	  0.147
           8980	  0.202	129.128	 -0.002	  0.148
           8981	  0.160	129.277	  0.003	  0.149
           8982	  0.102	129.574	 -0.001	  0.147
           8983	  0.060	129.425	 -0.003	  0.148
           8984	  0.034	128.979	  0.002	  0.146
           8985	 -0.028	128.532	 -0.006	  0.147
           8986	 -0.052	128.085	 -0.002	  0.148
           8987	 -0.088	127.489	 -0.005	  0.147
           8988	 -0.106	126.149	 -0.005	  0.147
           8989	 -0.152	125.255	 -0.010	  0.146
           8990	 -0.138	124.064	 -0.007	  0.145
           8991	 -0.146	122.872	 -0.006	  0.143
           8992	 -0.194	122.128	 -0.011	  0.141
           8993	 -0.188	120.787	 -0.012	  0.142
           8994	 -0.172	119.447	 -0.014	  0.143
           8995	 -0.206	118.255	 -0.012	  0.144
           8996	 -0.172	117.213	 -0.007	  0.141
           8997	 -0.194	116.021	 -0.005	  0.140
           8998	 -0.180	114.532	 -0.003	  0.140
           8999	 -0.170	113.638	 -0.006	  0.139
           9000	 -0.174	112.149	 -0.007	  0.139
           9001	 -0.170	110.957	 -0.001	  0.140
           9002	 -0.160	109.319	 -0.003	  0.142
           9003	 -0.162	108.574	  0.003	  0.140
           9004	 -0.188	107.383	 -0.002	  0.140
           9005	 -0.160	106.191	 -0.002	  0.142
           9006	 -0.160	104.553	  0.003	  0.140
           9007	 -0.146	103.511	  0.000	  0.138
           9008	 -0.136	102.319	 -0.006	  0.137
           9009	 -0.116	101.128	 -0.002	  0.135
           9010	 -0.136	100.234	 -0.007	  0.136
           9011	 -0.134	 99.042	 -0.011	  0.135
           9012	 -0.142	 98.149	 -0.005	  0.135
           9013	 -0.144	 97.255	 -0.005	  0.135
           9014	 -0.136	 96.511	 -0.006	  0.135
           9015	 -0.124	 95.319	 -0.002	  0.133
           9016	 -0.144	 94.723	 -0.002	  0.130
           9017	 -0.140	 93.681	  0.003	  0.133
           9018	 -0.134	 92.936	  0.007	  0.133
           9019	 -0.146	 92.638	  0.006	  0.130
           9020	 -0.128	 92.191	  0.006	  0.129
           9021	 -0.138	 91.596	  0.005	  0.130
           9022	 -0.170	 91.000	  0.005	  0.129
           9023	 -0.128	 90.851	  0.003	  0.126
           9024	 -0.162	 90.255	  0.002	  0.125
           9025	 -0.136	 90.106	  0.001	  0.127
           9026	 -0.144	 89.957	  0.002	  0.124
           9027	 -0.144	 90.106	  0.004	  0.122
           9028	 -0.136	 89.362	  0.005	  0.122
           9029	 -0.142	 89.064	  0.004	  0.122
           9030	 -0.130	 88.915	  0.004	  0.124
           9031	 -0.158	 88.915	 -0.006	  0.124
           9032	 -0.136	 88.617	 -0.013	  0.122
           9033	 -0.154	 88.617	 -0.019	  0.120
           9034	 -0.128	 88.468	 -0.019	  0.119
           9035	 -0.160	 88.766	 -0.007	  0.118
           9036	 -0.142	 88.617	 -0.006	  0.119
           9037	 -0.160	 88.915	  0.013	  0.118
           9038	 -0.132	 88.468	  0.009	  0.117
           9039	 -0.104	 88.915	  0.012	  0.115
           9040	 -0.088	 88.915	  0.016	  0.115
           9041	 -0.056	 89.362	  0.020	  0.112
           9042	 -0.022	 89.511	  0.024	  0.112
           9043	 -0.050	 89.511	  0.018	  0.111
           9044	 -0.056	 89.511	  0.017	  0.110
           9045	 -0.038	 89.957	  0.013	  0.108
           9046	 -0.024	 90.106	  0.006	  0.106
           9047	 -0.028	 90.404	  0.003	  0.104
           9048	  0.022	 90.106	  0.011	  0.102
           9049	  0.038	 90.553	  0.011	  0.102
           9050	  0.072	 90.404	  0.008	  0.102
           9051	  0.082	 90.702	  0.017	  0.100
           9052	  0.128	 90.106	 -0.006	  0.100
           9053	  0.110	 90.106	  0.010	  0.097
           9054	  0.092	 90.255	  0.004	  0.096
           9055	  0.082	 89.957	  0.016	  0.094
           9056	  0.048	 90.106	  0.014	  0.091
           9057	  0.012	 89.362	  0.016	  0.091
           9058	 -0.020	 89.660	  0.008	  0.090
           9059	 -0.034	 89.660	 -0.002	  0.085
           9060	 -0.090	 89.511	 -0.035	  0.086
           9061	 -0.116	 89.213	 -0.016	  0.084
           9062	 -0.134	 89.064	  0.005	  0.081
           9063	 -0.126	 89.064	  0.018	  0.081
           9064	 -0.148	 88.319	  0.048	  0.081
           9065	 -0.142	 87.574	  0.036	  0.081
           9066	 -0.166	 88.021	  0.022	  0.077
           9067	 -0.160	 88.021	  0.011	  0.073
           9068	 -0.152	 87.872	  0.017	  0.073
           9069	 -0.160	 87.723	  0.010	  0.069
           9070	 -0.162	 87.425	  0.017	  0.066
           9071	 -0.160	 87.574	  0.012	  0.062
           9072	 -0.194	 87.128	  0.010	  0.061
           9073	 -0.162	 87.128	 -0.010	  0.058
           9074	 -0.174	 86.532	  0.006	  0.053
           9075	 -0.170	 86.383	 -0.001	  0.053
           9076	 -0.140	 86.085	 -0.005	  0.049
           9077	 -0.152	 85.638	  0.018	  0.046
           9078	 -0.172	 85.489	  0.010	  0.043
           9079	 -0.148	 85.340	  0.008	  0.039
           9080	 -0.128	 84.894	  0.021	  0.036
           9081	 -0.146	 84.894	  0.017	  0.033
           9082	 -0.134	 84.596	  0.014	  0.032
           9083	 -0.152	 84.298	  0.010	  0.030
           9084	 -0.140	 84.149	  0.007	  0.027
           9085	 -0.170	 84.447	 -0.023	  0.022
           9086	 -0.174	 83.553	  0.000	  0.020
           9087	 -0.158	 83.553	 -0.020	  0.020
           9088	 -0.116	 83.255	  0.030	  0.017
           9089	  0.032	 83.255	  0.010	  0.014
           9090	  0.270	 82.957	  0.003	  0.012
           9091	  0.540	 82.957	  0.018	  0.008
           9092	  0.912	 82.957	  0.018	  0.006
           9093	  1.232	 82.511	  0.014	  0.003
           9094	  1.454	 82.064	  0.032	  0.001
           9095	  1.364	 82.362	  0.027	 -0.005
           9096	  1.000	 81.766	  0.008	 -0.009
           9097	  0.454	 82.213	  0.010	 -0.010
           9098	 -0.120	 81.766	 -0.001	 -0.012
           9099	 -0.474	 81.766	  0.020	 -0.014
           9100	 -0.662	 81.766	  0.012	 -0.019
           9101	 -0.676	 81.766	  0.026	 -0.020
           9102	 -0.628	 81.766	  0.025	 -0.022
           9103	 -0.556	 81.617	  0.016	 -0.026
           9104	 -0.400	 81.170	  0.007	 -0.030
           9105	 -0.322	 81.170	  0.017	 -0.032
           9106	 -0.230	 81.170	  0.007	 -0.033
           9107	 -0.184	 81.170	  0.011	 -0.039
           9108	 -0.160	 81.021	  0.001	 -0.042
           9109	 -0.150	 80.723	  0.002	 -0.043
           9110	 -0.132	 80.872	 -0.001	 -0.048
           9111	 -0.136	 80.723	  0.019	 -0.049
           9112	 -0.106	 80.872	  0.001	 -0.050
           9113	 -0.102	 80.574	  0.033	 -0.050
           9114	 -0.078	 80.425	  0.015	 -0.053
           9115	 -0.080	 79.979	 -0.006	 -0.052
           9116	 -0.088	 79.979	  0.011	 -0.054
           9117	 -0.074	 79.979	  0.005	 -0.053
           9118	 -0.084	 79.979	  0.011	 -0.056
           9119	 -0.048	 79.383	  0.019	 -0.055
           9120	 -0.018	 79.681	  0.026	 -0.059
           9121	 -0.056	 79.234	 -0.004	 -0.060
           9122	 -0.010	 79.383	  0.002	 -0.063
           9123	 -0.018	 79.085	 -0.001	 -0.065
           9124	 -0.004	 79.085	 -0.015	 -0.066
           9125	  0.004	 79.085	  0.028	 -0.069
           9126	  0.016	 78.489	  0.020	 -0.069
           9127	  0.016	 78.489	  0.029	 -0.072
           9128	  0.022	 78.340	  0.022	 -0.073
           9129	  0.032	 78.489	  0.012	 -0.076
           9130	  0.042	 78.638	  0.018	 -0.081
           9131	  0.056	 79.085	  0.012	 -0.085
           9132	  0.048	 79.830	  0.013	 -0.086
           9133	  0.086	 80.574	  0.015	 -0.085
           9134	  0.080	 82.362	  0.022	 -0.087
           9135	  0.112	 84.149	  0.017	 -0.088
           9136	  0.104	 86.085	  0.017	 -0.091
           9137	  0.136	 88.319	  0.017	 -0.095
           9138	  0.152	 90.404	 -0.001	 -0.094
           9139	  0.164	 92.489	  0.003	 -0.096
           9140	  0.212	 94.723	  0.022	 -0.098
           9141	  0.242	 96.957	  0.002	 -0.102
           9142	  0.242	 99.489	  0.032	 -0.104
           9143	  0.276	101.872	  0.027	 -0.106
           9144	  0.298	104.404	  0.017	 -0.104
           9145	  0.308	107.085	  0.026	 -0.110
           9146	  0.304	110.213	  0.022	 -0.112
           9147	  0.318	113.042	  0.023	 -0.114
           9148	  0.328	115.723	  0.019	 -0.116
           9149	  0.330	117.957	  0.014	 -0.117
           9150	  0.322	120.489	  0.027	 -0.117
           9151	  0.328	122.872	  0.024	 -0.118
           9152	  0.316	125.255	  0.028	 -0.118
           9153	  0.324	126.894	  0.026	 -0.120
           9154	  0.288	128.532	  0.023	 -0.124
           9155	  0.284	129.723	  0.007	 -0.123
           9156	  0.248	130.915	  0.027	 -0.125
           9157	  0.212	131.511	  0.012	 -0.128
           9158	  0.160	132.106	  0.018	 -0.129
           9159	  0.124	132.255	  0.012	 -0.133
           9160	  0.088	131.957	  0.028	 -0.133
           9161	 -0.000	131.808	  0.020	 -0.137
           9162	  0.004	131.808	  0.042	 -0.138
           9163	 -0.056	130.766	  0.048	 -0.139
           9164	 -0.080	129.872	  0.034	 -0.140
           9165	 -0.114	129.277	  0.026	 -0.144
           9166	 -0.146	128.532	  0.027	 -0.146
           9167	 -0.168	127.042	  0.025	 -0.148
           9168	 -0.200	126.149	  0.026	 -0.148
           9169	 -0.212	124.659	  0.023	 -0.150
           9170	 -0.220	123.766	  0.020	 -0.153
           9171	 -0.232	122.723	 -0.007	 -0.156
           9172	 -0.238	121.532	  0.019	 -0.155
           9173	 -0.218	119.894	  0.008	 -0.156
           9174	 -0.194	118.553	  0.026	 -0.157
           9175	 -0.214	117.362	  0.031	 -0.161
           9176	 -0.192	116.319	  0.028	 -0.163
           9177	 -0.212	115.128	  0.024	 -0.161
           9178	 -0.218	113.936	  0.020	 -0.163
           9179	 -0.190	113.042	  0.021	 -0.163
           9180	 -0.176	111.702	  0.032	 -0.164
           9181	 -0.206	110.660	  0.027	 -0.162
           9182	 -0.178	109.617	  0.026	 -0.163
           9183	 -0.216	109.170	  0.025	 -0.166
           9184	 -0.172	107.532	  0.008	 -0.164
           9185	 -0.190	106.638	  0.017	 -0.167
           9186	 -0.184	105.149	  0.026	 -0.166
           9187	 -0.176	104.255	  0.023	 -0.169
           9188	 -0.176	103.213	  0.040	 -0.169
           9189	 -0.166	102.170	  0.023	 -0.171
           9190	 -0.154	100.830	  0.025	 -0.171
           9191	 -0.156	100.085	  0.023	 -0.174
           9192	 -0.150	 99.191	  0.001	 -0.177
           9193	 -0.162	 98.447	  0.000	 -0.183
           9194	 -0.150	 97.553	  0.019	 -0.184
           9195	 -0.130	 96.957	  0.005	 -0.184
           9196	 -0.172	 96.213	  0.026	 -0.184
           9197	 -0.166	 95.170	  0.036	 -0.186
           9198	 -0.174	 94.574	  0.026	 -0.189
           9199	 -0.168	 93.979	  0.014	 -0.189
           9200	 -0.162	 93.681	  0.013	 -0.187
           9201	 -0.142	 93.085	  0.011	 -0.192
           9202	 -0.152	 92.489	  0.020	 -0.189
           9203	 -0.152	 92.340	  0.016	 -0.190
           9204	 -0.154	 91.894	  0.023	 -0.193
           9205	 -0.152	 91.596	  0.038	 -0.190
           9206	 -0.164	 91.000	  0.028	 -0.194
           9207	 -0.162	 91.298	  0.012	 -0.192
           9208	 -0.166	 90.702	  0.020	 -0.193
           9209	 -0.160	 90.702	  0.020	 -0.195
           9210	 -0.146	 90.255	  0.020	 -0.193
           9211	 -0.144	 90.553	  0.021	 -0.195
           9212	 -0.144	 90.404	  0.020	 -0.196
           9213	 -0.138	 90.404	  0.019	 -0.197
           9214	 -0.140	 90.255	  0.007	 -0.194
           9215	 -0.130	 90.106	  0.003	 -0.196
           9216	 -0.144	 90.255	  0.019	 -0.198
           9217	 -0.136	 89.957	  0.016	 -0.193
           9218	 -0.128	 90.404	  0.029	 -0.198
           9219	 -0.092	 89.957	 -0.008	 -0.196
           9220	 -0.072	 90.255	  0.010	 -0.202
           9221	 -0.054	 90.255	  0.016	 -0.200
           9222	 -0.054	 90.553	  0.015	 -0.202
           9223	 -0.056	 90.404	  0.044	 -0.202
           9224	 -0.056	 90.404	  0.042	 -0.206
           9225	 -0.060	 90.851	  0.026	 -0.206
           9226	 -0.022	 90.702	  0.019	 -0.208
           9227	  0.060	 90.851	  0.018	 -0.206
           9228	  0.062	 90.702	  0.014	 -0.208
           9229	  0.088	 91.149	  0.025	 -0.207
           9230	  0.116	 91.149	  0.022	 -0.208
           9231	  0.102	 91.298	  0.037	 -0.209
           9232	  0.068	 90.851	  0.031	 -0.211
           9233	  0.064	 91.298	  0.010	 -0.213
           9234	  0.034	 90.851	  0.013	 -0.213
           9235	  0.002	 91.000	  0.006	 -0.215
           9236	 -0.056	 90.255	  0.011	 -0.214
           9237	 -0.072	 90.702	  0.011	 -0.215
           9238	 -0.120	 90.255	  0.010	 -0.216
           9239	 -0.140	 90.702	  0.005	 -0.217
           9240	 -0.136	 90.106	  0.005	 -0.221
           9241	 -0.148	 90.255	 -0.009	 -0.221
           9242	 -0.158	 90.106	  0.025	 -0.222
           9243	 -0.170	 89.808	  0.019	 -0.219
           9244	 -0.154	 89.362	  0.036	 -0.222
           9245	 -0.166	 89.064	  0.024	 -0.223
           9246	 -0.178	 88.915	  0.011	 -0.221
           9247	 -0.176	 88.915	  0.018	 -0.223
           9248	 -0.180	 88.319	  0.017	 -0.219
           9249	 -0.168	 88.170	  0.029	 -0.225
           9250	 -0.154	 87.723	  0.021	 -0.220
           9251	 -0.160	 87.277	  0.017	 -0.222
           9252	 -0.178	 87.574	  0.014	 -0.223
           9253	 -0.152	 87.128	  0.021	 -0.223
           9254	 -0.152	 86.830	  0.015	 -0.225
           9255	 -0.146	 86.681	  0.014	 -0.225
           9256	 -0.158	 86.532	  0.014	 -0.224
           9257	 -0.168	 85.936	 -0.000	 -0.228
           9258	 -0.160	 85.936	  0.010	 -0.230
           9259	 -0.144	 85.787	  0.024	 -0.227
           9260	 -0.170	 85.787	  0.003	 -0.228
           9261	 -0.142	 85.191	  0.025	 -0.231
           9262	 -0.184	 85.191	  0.002	 -0.231
           9263	 -0.176	 85.340	  0.016	 -0.231
           9264	 -0.194	 85.191	  0.008	 -0.232
           9265	 -0.136	 84.447	  0.010	 -0.233
           9266	 -0.090	 84.745	  0.014	 -0.233
           9267	  0.096	 84.447	  0.010	 -0.231
           9268	  0.304	 84.149	  0.009	 -0.236
           9269	  0.654	 84.149	  0.022	 -0.235
           9270	  0.984	 83.553	  0.021	 -0.236
           9271	  1.328	 83.255	  0.017	 -0.235
           9272	  1.460	 82.957	  0.021	 -0.236
           9273	  1.328	 82.957	 -0.000	 -0.237
           9274	  0.894	 82.957	  0.011	 -0.237
           9275	  0.332	 82.808	  0.008	 -0.235
           9276	 -0.200	 82.660	  0.009	 -0.236
           9277	 -0.536	 82.362	  0.037	 -0.237
           9278	 -0.646	 82.213	  0.008	 -0.240
           9279	 -0.680	 82.362	  0.018	 -0.242
           9280	 -0.604	 82.064	  0.020	 -0.242
           9281	 -0.480	 81.766	  0.019	 -0.240
           9282	 -0.368	 81.617	  0.008	 -0.242
           9283	 -0.272	 81.617	  0.008	 -0.245
           9284	 -0.178	 81.319	  0.013	 -0.246
           9285	 -0.182	 81.319	  0.010	 -0.248
           9286	 -0.146	 81.021	  0.007	 -0.247
           9287	 -0.160	 81.170	  0.020	 -0.248
           9288	 -0.176	 81.021	  0.004	 -0.246
           9289	 -0.126	 81.170	 -0.021	 -0.248
           9290	 -0.114	 80.872	  0.015	 -0.248
           9291	 -0.118	 81.170	  0.002	 -0.246
           9292	 -0.090	 80.574	  0.028	 -0.249
           9293	 -0.090	 80.723	  0.033	 -0.250
           9294	 -0.040	 80.574	  0.013	 -0.250
           9295	 -0.064	 80.574	  0.012	 -0.255
           9296	 -0.050	 80.574	  0.002	 -0.256
           9297	 -0.034	 80.128	 -0.003	 -0.255
           9298	 -0.064	 79.979	  0.028	 -0.256
           9299	 -0.052	 80.277	  0.009	 -0.256
           9300	 -0.054	 79.979	  0.020	 -0.255
           9301	 -0.040	 79.979	  0.022	 -0.254
           9302	 -0.010	 79.681	 -0.000	 -0.254
           9303	 -0.014	 79.383	  0.016	 -0.254
           9304	 -0.000	 79.234	  0.006	 -0.255
           9305	  0.012	 78.787	  0.019	 -0.254
           9306	  0.012	 78.787	  0.015	 -0.251
           9307	  0.040	 78.936	  0.015	 -0.251
           9308	  0.064	 78.787	  0.012	 -0.252
           9309	  0.072	 79.532	  0.012	 -0.251
