'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[02:14:24.636 20/01/1989]',0.055,58.395,-0.018,-0.419
'[02:14:24.640 20/01/1989]',0.060,58.814,-0.018,-0.417
'[02:14:24.644 20/01/1989]',0.055,58.814,-0.018,-0.432
'[02:14:24.648 20/01/1989]',0.050,59.023,-0.021,-0.446
'[02:14:24.652 20/01/1989]',0.050,59.651,-0.023,-0.452
'[02:14:24.656 20/01/1989]',0.050,59.860,-0.025,-0.423
'[02:14:24.660 20/01/1989]',0.060,59.651,-0.029,-0.429
'[02:14:24.664 20/01/1989]',0.060,60.070,-0.035,-0.407
'[02:14:24.668 20/01/1989]',0.055,60.279,-0.037,-0.412
'[02:14:24.672 20/01/1989]',0.055,60.698,-0.037,-0.401
'[02:14:24.676 20/01/1989]',0.060,61.116,-0.037,-0.403
'[02:14:24.680 20/01/1989]',0.060,60.907,-0.037,-0.401
'[02:14:24.684 20/01/1989]',0.060,61.116,-0.037,-0.412
'[02:14:24.688 20/01/1989]',0.060,61.326,-0.035,-0.406
'[02:14:24.692 20/01/1989]',0.065,61.326,-0.033,-0.423
'[02:14:24.696 20/01/1989]',0.060,61.953,-0.032,-0.420
'[02:14:24.700 20/01/1989]',0.060,61.953,-0.029,-0.441
'[02:14:24.704 20/01/1989]',0.060,61.953,-0.028,-0.426
'[02:14:24.708 20/01/1989]',0.060,62.163,-0.026,-0.422
'[02:14:24.712 20/01/1989]',0.060,61.535,-0.023,-0.417
'[02:14:24.716 20/01/1989]',0.075,61.744,-0.019,-0.417
'[02:14:24.720 20/01/1989]',0.065,62.581,-0.021,-0.409
'[02:14:24.724 20/01/1989]',0.065,62.581,-0.022,-0.412
'[02:14:24.728 20/01/1989]',0.060,61.953,-0.021,-0.407
'[02:14:24.732 20/01/1989]',0.060,62.163,-0.021,-0.413
'[02:14:24.736 20/01/1989]',0.070,62.163,-0.024,-0.419
'[02:14:24.740 20/01/1989]',0.070,62.163,-0.025,-0.420
'[02:14:24.744 20/01/1989]',0.075,61.535,-0.027,-0.433
'[02:14:24.748 20/01/1989]',0.070,61.326,-0.032,-0.423
'[02:14:24.752 20/01/1989]',0.090,61.535,-0.031,-0.412
'[02:14:24.756 20/01/1989]',0.080,61.535,-0.030,-0.406
'[02:14:24.760 20/01/1989]',0.075,61.116,-0.027,-0.406
'[02:14:24.764 20/01/1989]',0.070,60.907,-0.029,-0.396
'[02:14:24.768 20/01/1989]',0.085,61.326,-0.027,-0.390
'[02:14:24.772 20/01/1989]',0.080,60.907,-0.027,-0.365
'[02:14:24.776 20/01/1989]',0.100,61.116,-0.024,-0.383
'[02:14:24.780 20/01/1989]',0.080,61.116,-0.026,-0.386
'[02:14:24.784 20/01/1989]',0.085,60.488,-0.025,-0.394
'[02:14:24.788 20/01/1989]',0.090,60.698,-0.025,-0.377
'[02:14:24.792 20/01/1989]',0.090,60.070,-0.027,-0.387
'[02:14:24.796 20/01/1989]',0.090,59.442,-0.030,-0.381
'[02:14:24.800 20/01/1989]',0.090,59.651,-0.031,-0.390
'[02:14:24.804 20/01/1989]',0.100,59.651,-0.035,-0.384
'[02:14:24.808 20/01/1989]',0.080,59.233,-0.038,-0.386
'[02:14:24.812 20/01/1989]',0.080,59.233,-0.039,-0.365
'[02:14:24.816 20/01/1989]',0.075,59.023,-0.040,-0.364
'[02:14:24.820 20/01/1989]',0.095,58.186,-0.044,-0.365
'[02:14:24.824 20/01/1989]',0.085,58.186,-0.044,-0.359
'[02:14:24.828 20/01/1989]',0.085,57.977,-0.039,-0.367
'[02:14:24.832 20/01/1989]',0.090,57.558,-0.034,-0.380
'[02:14:24.836 20/01/1989]',0.085,57.767,-0.031,-0.374
'[02:14:24.840 20/01/1989]',0.095,57.349,-0.026,-0.368
'[02:14:24.844 20/01/1989]',0.085,56.302,-0.020,-0.388
'[02:14:24.848 20/01/1989]',0.080,56.512,-0.017,-0.375
'[02:14:24.852 20/01/1989]',0.095,56.302,-0.012,-0.365
'[02:14:24.856 20/01/1989]',0.100,55.674,-0.005,-0.362
'[02:14:24.860 20/01/1989]',0.095,55.465,-0.004,-0.354
'[02:14:24.864 20/01/1989]',0.100,55.046,-0.008,-0.342
'[02:14:24.868 20/01/1989]',0.100,54.837,-0.009,-0.348
'[02:14:24.872 20/01/1989]',0.110,54.628,-0.015,-0.342
'[02:14:24.876 20/01/1989]',0.110,54.209,-0.021,-0.354
'[02:14:24.880 20/01/1989]',0.120,54.209,-0.029,-0.348
'[02:14:24.884 20/01/1989]',0.105,54.209,-0.035,-0.370
'[02:14:24.888 20/01/1989]',0.120,53.163,-0.039,-0.357
'[02:14:24.892 20/01/1989]',0.130,53.372,-0.042,-0.367
'[02:14:24.896 20/01/1989]',0.140,53.163,-0.046,-0.370
'[02:14:24.900 20/01/1989]',0.150,52.953,-0.044,-0.377
'[02:14:24.904 20/01/1989]',0.140,52.953,-0.044,-0.359
'[02:14:24.908 20/01/1989]',0.145,52.535,-0.040,-0.351
'[02:14:24.912 20/01/1989]',0.150,52.116,-0.034,-0.352
'[02:14:24.916 20/01/1989]',0.130,51.698,-0.029,-0.343
'[02:14:24.920 20/01/1989]',0.130,51.698,-0.022,-0.341
'[02:14:24.924 20/01/1989]',0.125,51.698,-0.015,-0.355
'[02:14:24.928 20/01/1989]',0.125,50.860,-0.004,-0.346
'[02:14:24.932 20/01/1989]',0.130,51.070,0.004,-0.367
'[02:14:24.936 20/01/1989]',0.110,50.860,0.007,-0.375
'[02:14:24.940 20/01/1989]',0.105,50.442,0.009,-0.362
'[02:14:24.944 20/01/1989]',0.105,50.233,0.008,-0.371
'[02:14:24.948 20/01/1989]',0.100,50.442,0.003,-0.370
'[02:14:24.952 20/01/1989]',0.080,50.233,-0.002,-0.364
'[02:14:24.956 20/01/1989]',0.080,50.023,-0.008,-0.354
'[02:14:24.960 20/01/1989]',0.065,50.023,-0.015,-0.346
'[02:14:24.964 20/01/1989]',0.065,49.605,-0.022,-0.349
'[02:14:24.968 20/01/1989]',0.065,49.186,-0.026,-0.341
'[02:14:24.972 20/01/1989]',0.070,49.395,-0.026,-0.336
'[02:14:24.976 20/01/1989]',0.075,49.186,-0.030,-0.358
'[02:14:24.980 20/01/1989]',0.080,48.977,-0.032,-0.342
'[02:14:24.984 20/01/1989]',0.085,48.349,-0.034,-0.371
'[02:14:24.988 20/01/1989]',0.070,48.767,-0.032,-0.349
'[02:14:24.992 20/01/1989]',0.085,48.349,-0.034,-0.365
'[02:14:24.996 20/01/1989]',0.070,47.930,-0.031,-0.358
'[02:14:25.000 20/01/1989]',0.080,47.302,-0.027,-0.354
'[02:14:25.004 20/01/1989]',0.080,47.721,-0.022,-0.346
'[02:14:25.008 20/01/1989]',0.090,47.512,-0.019,-0.349
'[02:14:25.012 20/01/1989]',0.080,47.302,-0.014,-0.322
'[02:14:25.016 20/01/1989]',0.095,46.884,-0.012,-0.345
'[02:14:25.020 20/01/1989]',0.085,47.093,-0.013,-0.333
'[02:14:25.024 20/01/1989]',0.100,46.256,-0.017,-0.338
'[02:14:25.028 20/01/1989]',0.080,46.256,-0.016,-0.352
'[02:14:25.032 20/01/1989]',0.120,46.256,-0.018,-0.345
'[02:14:25.036 20/01/1989]',0.170,45.837,-0.022,-0.355
'[02:14:25.040 20/01/1989]',0.220,45.628,-0.024,-0.359
'[02:14:25.044 20/01/1989]',0.320,45.419,-0.021,-0.354
'[02:14:25.048 20/01/1989]',0.465,45.419,-0.015,-0.359
'[02:14:25.052 20/01/1989]',0.680,45.209,-0.010,-0.361
'[02:14:25.056 20/01/1989]',0.850,45.419,-0.005,-0.332
'[02:14:25.060 20/01/1989]',0.940,45.000,-0.009,-0.339
'[02:14:25.064 20/01/1989]',0.810,45.000,-0.020,-0.313
'[02:14:25.068 20/01/1989]',0.545,45.000,-0.032,-0.342
'[02:14:25.072 20/01/1989]',0.160,45.419,-0.040,-0.319
'[02:14:25.076 20/01/1989]',-0.170,45.000,-0.046,-0.346
'[02:14:25.080 20/01/1989]',-0.280,44.372,-0.043,-0.341
'[02:14:25.084 20/01/1989]',-0.305,44.581,-0.039,-0.365
'[02:14:25.088 20/01/1989]',-0.200,44.791,-0.029,-0.351
'[02:14:25.092 20/01/1989]',-0.120,44.581,-0.024,-0.355
'[02:14:25.096 20/01/1989]',-0.045,44.581,-0.018,-0.354
'[02:14:25.100 20/01/1989]',0.005,43.744,-0.015,-0.355
'[02:14:25.104 20/01/1989]',0.025,44.581,-0.011,-0.330
'[02:14:25.108 20/01/1989]',0.055,44.581,-0.011,-0.325
'[02:14:25.112 20/01/1989]',0.080,43.744,-0.011,-0.326
'[02:14:25.116 20/01/1989]',0.080,43.953,-0.012,-0.335
'[02:14:25.120 20/01/1989]',0.080,44.163,-0.018,-0.322
'[02:14:25.124 20/01/1989]',0.065,43.953,-0.024,-0.332
'[02:14:25.128 20/01/1989]',0.080,43.744,-0.028,-0.342
'[02:14:25.132 20/01/1989]',0.080,43.744,-0.030,-0.343
'[02:14:25.136 20/01/1989]',0.080,43.744,-0.035,-0.341
'[02:14:25.140 20/01/1989]',0.080,43.953,-0.040,-0.354
'[02:14:25.144 20/01/1989]',0.085,43.535,-0.041,-0.342
'[02:14:25.148 20/01/1989]',0.085,43.326,-0.042,-0.351
'[02:14:25.152 20/01/1989]',0.080,43.744,-0.042,-0.329
'[02:14:25.156 20/01/1989]',0.095,43.326,-0.037,-0.323
'[02:14:25.160 20/01/1989]',0.095,42.907,-0.036,-0.333
'[02:14:25.164 20/01/1989]',0.090,43.744,-0.035,-0.313
'[02:14:25.168 20/01/1989]',0.100,42.907,-0.032,-0.316
'[02:14:25.172 20/01/1989]',0.100,43.116,-0.029,-0.319
'[02:14:25.176 20/01/1989]',0.100,43.326,-0.028,-0.343
'[02:14:25.180 20/01/1989]',0.115,43.116,-0.027,-0.322
'[02:14:25.184 20/01/1989]',0.115,42.907,-0.027,-0.351
'[02:14:25.188 20/01/1989]',0.100,42.698,-0.024,-0.328
'[02:14:25.192 20/01/1989]',0.125,42.907,-0.022,-0.345
'[02:14:25.196 20/01/1989]',0.115,43.326,-0.022,-0.328
'[02:14:25.200 20/01/1989]',0.110,42.907,-0.018,-0.328
'[02:14:25.204 20/01/1989]',0.120,42.907,-0.016,-0.332
'[02:14:25.208 20/01/1989]',0.120,42.907,-0.015,-0.319
'[02:14:25.212 20/01/1989]',0.115,42.907,-0.014,-0.307
'[02:14:25.216 20/01/1989]',0.125,42.907,-0.013,-0.325
'[02:14:25.220 20/01/1989]',0.135,42.907,-0.015,-0.319
'[02:14:25.224 20/01/1989]',0.135,42.698,-0.017,-0.319
'[02:14:25.228 20/01/1989]',0.135,42.070,-0.014,-0.342
'[02:14:25.232 20/01/1989]',0.135,42.279,-0.014,-0.328
'[02:14:25.236 20/01/1989]',0.140,42.907,-0.016,-0.348
'[02:14:25.240 20/01/1989]',0.155,42.907,-0.019,-0.325
'[02:14:25.244 20/01/1989]',0.150,42.907,-0.020,-0.346
'[02:14:25.248 20/01/1989]',0.160,43.326,-0.022,-0.319
'[02:14:25.252 20/01/1989]',0.160,45.000,-0.020,-0.325
'[02:14:25.256 20/01/1989]',0.145,46.465,-0.017,-0.319
'[02:14:25.260 20/01/1989]',0.160,47.721,-0.016,-0.312
'[02:14:25.264 20/01/1989]',0.170,50.023,-0.017,-0.319
'[02:14:25.268 20/01/1989]',0.175,52.326,-0.018,-0.310
'[02:14:25.272 20/01/1989]',0.190,54.419,-0.015,-0.323
'[02:14:25.276 20/01/1989]',0.180,57.140,-0.016,-0.333
'[02:14:25.280 20/01/1989]',0.205,59.442,-0.016,-0.342
'[02:14:25.284 20/01/1989]',0.200,62.372,-0.017,-0.330
'[02:14:25.288 20/01/1989]',0.200,65.093,-0.016,-0.329
'[02:14:25.292 20/01/1989]',0.210,68.233,-0.018,-0.348
'[02:14:25.296 20/01/1989]',0.205,70.744,-0.019,-0.329
'[02:14:25.300 20/01/1989]',0.220,73.884,-0.019,-0.325
'[02:14:25.304 20/01/1989]',0.225,76.395,-0.018,-0.323
'[02:14:25.308 20/01/1989]',0.225,79.744,-0.017,-0.307
'[02:14:25.312 20/01/1989]',0.220,82.256,-0.015,-0.322
'[02:14:25.316 20/01/1989]',0.230,84.977,-0.013,-0.312
'[02:14:25.320 20/01/1989]',0.240,87.488,-0.013,-0.325
'[02:14:25.324 20/01/1989]',0.215,89.791,-0.015,-0.338
'[02:14:25.328 20/01/1989]',0.215,91.256,-0.012,-0.335
'[02:14:25.332 20/01/1989]',0.220,93.558,-0.011,-0.339
'[02:14:25.336 20/01/1989]',0.220,95.651,-0.013,-0.354
'[02:14:25.340 20/01/1989]',0.200,96.488,-0.017,-0.341
'[02:14:25.344 20/01/1989]',0.200,97.953,-0.015,-0.330
'[02:14:25.348 20/01/1989]',0.200,99.209,-0.020,-0.339
'[02:14:25.352 20/01/1989]',0.190,100.046,-0.021,-0.328
'[02:14:25.356 20/01/1989]',0.185,101.093,-0.020,-0.323
'[02:14:25.360 20/01/1989]',0.170,101.721,-0.023,-0.317
'[02:14:25.364 20/01/1989]',0.175,102.139,-0.026,-0.322
'[02:14:25.368 20/01/1989]',0.145,102.767,-0.026,-0.319
'[02:14:25.372 20/01/1989]',0.120,102.349,-0.026,-0.325
'[02:14:25.376 20/01/1989]',0.120,102.349,-0.025,-0.348
'[02:14:25.380 20/01/1989]',0.095,102.139,-0.028,-0.329
'[02:14:25.384 20/01/1989]',0.080,101.302,-0.027,-0.359
'[02:14:25.388 20/01/1989]',0.080,100.674,-0.024,-0.330
'[02:14:25.392 20/01/1989]',0.060,99.209,-0.022,-0.329
'[02:14:25.396 20/01/1989]',0.050,98.163,-0.022,-0.332
'[02:14:25.400 20/01/1989]',0.045,96.907,-0.020,-0.336
'[02:14:25.404 20/01/1989]',0.030,95.442,-0.018,-0.323
'[02:14:25.408 20/01/1989]',0.015,93.977,-0.019,-0.325
'[02:14:25.412 20/01/1989]',0.010,92.512,-0.016,-0.320
'[02:14:25.416 20/01/1989]',0.020,91.256,-0.012,-0.329
'[02:14:25.420 20/01/1989]',-0.000,90.209,-0.011,-0.332
'[02:14:25.424 20/01/1989]',0.005,88.535,-0.009,-0.338
'[02:14:25.428 20/01/1989]',-0.005,87.070,-0.005,-0.330
'[02:14:25.432 20/01/1989]',-0.000,85.605,-0.001,-0.332
'[02:14:25.436 20/01/1989]',-0.000,84.977,-0.002,-0.341
'[02:14:25.440 20/01/1989]',-0.000,83.721,-0.000,-0.336
'[02:14:25.444 20/01/1989]',-0.000,82.465,0.003,-0.333
'[02:14:25.448 20/01/1989]',-0.000,80.581,0.002,-0.326
'[02:14:25.452 20/01/1989]',-0.000,79.744,0.003,-0.316
'[02:14:25.456 20/01/1989]',-0.000,78.698,0.005,-0.309
'[02:14:25.460 20/01/1989]',0.015,77.651,0.003,-0.309
'[02:14:25.464 20/01/1989]',0.005,77.023,-0.002,-0.296
'[02:14:25.468 20/01/1989]',0.005,75.767,-0.004,-0.316
'[02:14:25.472 20/01/1989]',-0.000,74.721,-0.002,-0.307
'[02:14:25.476 20/01/1989]',0.005,74.093,-0.007,-0.332
'[02:14:25.480 20/01/1989]',0.015,73.256,-0.008,-0.325
'[02:14:25.484 20/01/1989]',0.015,72.419,-0.010,-0.332
'[02:14:25.488 20/01/1989]',0.010,72.000,-0.008,-0.325
'[02:14:25.492 20/01/1989]',0.030,71.163,-0.006,-0.325
'[02:14:25.496 20/01/1989]',0.020,70.326,-0.004,-0.319
'[02:14:25.500 20/01/1989]',0.035,69.698,-0.002,-0.322
'[02:14:25.504 20/01/1989]',0.035,68.860,-0.000,-0.312
'[02:14:25.508 20/01/1989]',0.035,68.651,0.001,-0.319
'[02:14:25.512 20/01/1989]',0.040,67.814,0.007,-0.313
'[02:14:25.516 20/01/1989]',0.030,67.186,0.012,-0.322
'[02:14:25.520 20/01/1989]',0.040,66.349,0.014,-0.329
'[02:14:25.524 20/01/1989]',0.030,66.140,0.016,-0.335
'[02:14:25.528 20/01/1989]',0.025,65.093,0.019,-0.336
'[02:14:25.532 20/01/1989]',0.040,64.046,0.021,-0.332
'[02:14:25.536 20/01/1989]',0.030,63.837,0.019,-0.326
'[02:14:25.540 20/01/1989]',0.035,62.791,0.017,-0.319
'[02:14:25.544 20/01/1989]',0.035,62.372,0.017,-0.323
'[02:14:25.548 20/01/1989]',0.040,61.953,0.014,-0.310
'[02:14:25.552 20/01/1989]',0.040,61.326,0.011,-0.312
'[02:14:25.556 20/01/1989]',0.035,61.326,0.010,-0.304
'[02:14:25.560 20/01/1989]',0.030,59.860,0.005,-0.303
'[02:14:25.564 20/01/1989]',0.045,60.279,0.002,-0.304
'[02:14:25.568 20/01/1989]',0.040,59.860,-0.000,-0.314
'[02:14:25.572 20/01/1989]',0.035,59.442,0.001,-0.314
'[02:14:25.576 20/01/1989]',0.045,58.395,0.001,-0.329
'[02:14:25.580 20/01/1989]',0.060,58.395,-0.001,-0.325
'[02:14:25.584 20/01/1989]',0.045,58.186,-0.001,-0.336
'[02:14:25.588 20/01/1989]',0.040,57.558,-0.001,-0.319
'[02:14:25.592 20/01/1989]',0.040,57.558,-0.001,-0.310
'[02:14:25.596 20/01/1989]',0.045,57.349,-0.002,-0.307
'[02:14:25.600 20/01/1989]',0.050,57.767,-0.001,-0.301
'[02:14:25.604 20/01/1989]',0.050,57.140,-0.000,-0.300
'[02:14:25.608 20/01/1989]',0.045,57.140,-0.001,-0.296
'[02:14:25.612 20/01/1989]',0.045,57.140,-0.002,-0.299
'[02:14:25.616 20/01/1989]',0.060,57.140,-0.002,-0.299
'[02:14:25.620 20/01/1989]',0.050,57.349,-0.002,-0.301
'[02:14:25.624 20/01/1989]',0.050,57.140,-0.001,-0.306
'[02:14:25.628 20/01/1989]',0.050,57.140,0.002,-0.304
'[02:14:25.632 20/01/1989]',0.060,57.558,0.007,-0.313
'[02:14:25.636 20/01/1989]',0.050,57.767,0.007,-0.310
'[02:14:25.640 20/01/1989]',0.060,57.977,0.007,-0.303
'[02:14:25.644 20/01/1989]',0.055,57.767,0.010,-0.291
'[02:14:25.648 20/01/1989]',0.060,57.977,0.009,-0.284
'[02:14:25.652 20/01/1989]',0.060,58.605,0.010,-0.283
'[02:14:25.656 20/01/1989]',0.055,58.395,0.011,-0.291
'[02:14:25.660 20/01/1989]',0.055,58.605,0.007,-0.304
'[02:14:25.664 20/01/1989]',0.065,58.814,0.001,-0.307
'[02:14:25.668 20/01/1989]',0.060,59.233,-0.000,-0.328
'[02:14:25.672 20/01/1989]',0.060,59.442,-0.003,-0.313
'[02:14:25.676 20/01/1989]',0.060,59.651,-0.006,-0.325
'[02:14:25.680 20/01/1989]',0.065,59.651,-0.008,-0.319
'[02:14:25.684 20/01/1989]',0.080,59.651,-0.012,-0.320
'[02:14:25.688 20/01/1989]',0.065,59.651,-0.012,-0.325
'[02:14:25.692 20/01/1989]',0.065,60.488,-0.014,-0.322
'[02:14:25.696 20/01/1989]',0.065,60.698,-0.017,-0.314
'[02:14:25.700 20/01/1989]',0.065,60.698,-0.019,-0.312
'[02:14:25.704 20/01/1989]',0.065,60.698,-0.019,-0.301
'[02:14:25.708 20/01/1989]',0.070,60.907,-0.021,-0.316
'[02:14:25.712 20/01/1989]',0.065,60.488,-0.020,-0.306
'[02:14:25.716 20/01/1989]',0.065,60.698,-0.017,-0.319
'[02:14:25.720 20/01/1989]',0.075,61.116,-0.017,-0.319
'[02:14:25.724 20/01/1989]',0.075,61.116,-0.018,-0.338
'[02:14:25.728 20/01/1989]',0.075,61.116,-0.014,-0.329
'[02:14:25.732 20/01/1989]',0.065,61.535,-0.009,-0.320
'[02:14:25.736 20/01/1989]',0.080,61.744,-0.009,-0.314
'[02:14:25.740 20/01/1989]',0.070,61.326,-0.007,-0.312
'[02:14:25.744 20/01/1989]',0.075,61.326,-0.005,-0.304
'[02:14:25.748 20/01/1989]',0.080,61.116,-0.005,-0.296
'[02:14:25.752 20/01/1989]',0.080,61.326,-0.006,-0.290
'[02:14:25.756 20/01/1989]',0.080,61.326,-0.005,-0.284
'[02:14:25.760 20/01/1989]',0.095,60.488,-0.006,-0.284
'[02:14:25.764 20/01/1989]',0.080,60.070,-0.010,-0.278
'[02:14:25.768 20/01/1989]',0.090,60.488,-0.013,-0.297
'[02:14:25.772 20/01/1989]',0.075,60.488,-0.015,-0.288
'[02:14:25.776 20/01/1989]',0.080,60.279,-0.018,-0.296
'[02:14:25.780 20/01/1989]',0.080,60.279,-0.022,-0.287
'[02:14:25.784 20/01/1989]',0.080,59.860,-0.023,-0.290
'[02:14:25.788 20/01/1989]',0.080,59.651,-0.024,-0.281
'[02:14:25.792 20/01/1989]',0.080,59.442,-0.025,-0.278
'[02:14:25.796 20/01/1989]',0.080,59.233,-0.027,-0.254
'[02:14:25.800 20/01/1989]',0.085,59.233,-0.027,-0.259
'[02:14:25.804 20/01/1989]',0.075,58.814,-0.028,-0.254
'[02:14:25.808 20/01/1989]',0.090,58.814,-0.028,-0.254
'[02:14:25.812 20/01/1989]',0.075,58.395,-0.026,-0.261
'[02:14:25.816 20/01/1989]',0.080,58.186,-0.024,-0.270
'[02:14:25.820 20/01/1989]',0.080,58.605,-0.024,-0.261
'[02:14:25.824 20/01/1989]',0.070,58.186,-0.026,-0.271
'[02:14:25.828 20/01/1989]',0.080,57.767,-0.025,-0.271
'[02:14:25.832 20/01/1989]',0.085,57.140,-0.022,-0.251
'[02:14:25.836 20/01/1989]',0.080,56.930,-0.023,-0.255
'[02:14:25.840 20/01/1989]',0.080,56.721,-0.024,-0.257
'[02:14:25.844 20/01/1989]',0.095,56.093,-0.022,-0.242
'[02:14:25.848 20/01/1989]',0.080,56.512,-0.023,-0.242
'[02:14:25.852 20/01/1989]',0.080,56.302,-0.023,-0.236
'[02:14:25.856 20/01/1989]',0.090,55.884,-0.021,-0.238
'[02:14:25.860 20/01/1989]',0.085,55.256,-0.020,-0.248
'[02:14:25.864 20/01/1989]',0.100,55.256,-0.023,-0.243
'[02:14:25.868 20/01/1989]',0.085,54.837,-0.022,-0.249
'[02:14:25.872 20/01/1989]',0.095,54.628,-0.022,-0.251
'[02:14:25.876 20/01/1989]',0.100,54.419,-0.023,-0.257
'[02:14:25.880 20/01/1989]',0.120,54.000,-0.024,-0.249
'[02:14:25.884 20/01/1989]',0.110,53.581,-0.025,-0.235
'[02:14:25.888 20/01/1989]',0.120,53.581,-0.025,-0.230
'[02:14:25.892 20/01/1989]',0.125,52.953,-0.025,-0.220
'[02:14:25.896 20/01/1989]',0.120,53.163,-0.024,-0.220
'[02:14:25.900 20/01/1989]',0.125,52.326,-0.023,-0.217
'[02:14:25.904 20/01/1989]',0.140,52.116,-0.023,-0.210
'[02:14:25.908 20/01/1989]',0.145,52.116,-0.024,-0.230
'[02:14:25.912 20/01/1989]',0.145,51.698,-0.024,-0.214
'[02:14:25.916 20/01/1989]',0.130,51.698,-0.024,-0.232
'[02:14:25.920 20/01/1989]',0.140,51.279,-0.025,-0.214
'[02:14:25.924 20/01/1989]',0.140,51.279,-0.029,-0.225
'[02:14:25.928 20/01/1989]',0.140,50.442,-0.027,-0.222
'[02:14:25.932 20/01/1989]',0.140,50.233,-0.026,-0.210
'[02:14:25.936 20/01/1989]',0.125,50.860,-0.029,-0.212
'[02:14:25.940 20/01/1989]',0.115,50.023,-0.028,-0.199
'[02:14:25.944 20/01/1989]',0.120,49.605,-0.025,-0.187
'[02:14:25.948 20/01/1989]',0.115,48.977,-0.024,-0.184
'[02:14:25.952 20/01/1989]',0.110,49.395,-0.020,-0.178
'[02:14:25.956 20/01/1989]',0.100,48.977,-0.017,-0.172
'[02:14:25.960 20/01/1989]',0.105,48.767,-0.017,-0.174
'[02:14:25.964 20/01/1989]',0.095,48.767,-0.018,-0.165
'[02:14:25.968 20/01/1989]',0.085,48.140,-0.016,-0.174
'[02:14:25.972 20/01/1989]',0.090,48.349,-0.013,-0.168
'[02:14:25.976 20/01/1989]',0.080,48.140,-0.011,-0.174
'[02:14:25.980 20/01/1989]',0.075,48.140,-0.011,-0.161
'[02:14:25.984 20/01/1989]',0.080,47.721,-0.012,-0.157
'[02:14:25.988 20/01/1989]',0.080,47.512,-0.011,-0.146
'[02:14:25.992 20/01/1989]',0.080,47.302,-0.010,-0.133
'[02:14:25.996 20/01/1989]',0.090,47.302,-0.013,-0.129
'[02:14:26.000 20/01/1989]',0.085,47.093,-0.015,-0.128
'[02:14:26.004 20/01/1989]',0.085,46.674,-0.017,-0.125
'[02:14:26.008 20/01/1989]',0.085,46.256,-0.020,-0.135
'[02:14:26.012 20/01/1989]',0.090,46.256,-0.022,-0.125
'[02:14:26.016 20/01/1989]',0.085,46.256,-0.024,-0.139
'[02:14:26.020 20/01/1989]',0.085,46.256,-0.029,-0.129
'[02:14:26.024 20/01/1989]',0.080,45.628,-0.035,-0.128
'[02:14:26.028 20/01/1989]',0.080,45.419,-0.036,-0.120
'[02:14:26.032 20/01/1989]',0.095,45.209,-0.039,-0.120
'[02:14:26.036 20/01/1989]',0.100,45.419,-0.044,-0.106
'[02:14:26.040 20/01/1989]',0.140,45.419,-0.047,-0.096
'[02:14:26.044 20/01/1989]',0.180,45.209,-0.046,-0.093
'[02:14:26.048 20/01/1989]',0.275,45.209,-0.042,-0.077
'[02:14:26.052 20/01/1989]',0.375,45.419,-0.032,-0.084
'[02:14:26.056 20/01/1989]',0.585,45.209,-0.021,-0.078
'[02:14:26.060 20/01/1989]',0.785,44.372,-0.014,-0.081
'[02:14:26.064 20/01/1989]',0.900,44.581,-0.013,-0.086
'[02:14:26.068 20/01/1989]',0.900,44.581,-0.022,-0.100
'[02:14:26.072 20/01/1989]',0.660,44.581,-0.030,-0.075
'[02:14:26.076 20/01/1989]',0.300,44.372,-0.042,-0.087
'[02:14:26.080 20/01/1989]',-0.080,44.372,-0.051,-0.070
'[02:14:26.084 20/01/1989]',-0.260,43.744,-0.055,-0.064
'[02:14:26.088 20/01/1989]',-0.320,44.163,-0.050,-0.045
'[02:14:26.092 20/01/1989]',-0.260,44.163,-0.049,-0.049
'[02:14:26.096 20/01/1989]',-0.140,43.535,-0.043,-0.028
'[02:14:26.100 20/01/1989]',-0.075,43.535,-0.038,-0.041
'[02:14:26.104 20/01/1989]',-0.030,43.744,-0.034,-0.035
'[02:14:26.108 20/01/1989]',0.005,42.907,-0.030,-0.045
'[02:14:26.112 20/01/1989]',0.020,43.535,-0.025,-0.045
'[02:14:26.116 20/01/1989]',0.080,43.116,-0.021,-0.046
'[02:14:26.120 20/01/1989]',0.065,43.116,-0.023,-0.043
'[02:14:26.124 20/01/1989]',0.085,43.326,-0.024,-0.036
'[02:14:26.128 20/01/1989]',0.080,42.698,-0.023,-0.028
'[02:14:26.132 20/01/1989]',0.085,42.907,-0.021,-0.017
'[02:14:26.136 20/01/1989]',0.080,43.116,-0.025,-0.006
'[02:14:26.140 20/01/1989]',0.080,42.907,-0.026,-0.003
'[02:14:26.144 20/01/1989]',0.080,42.698,-0.028,0.007
'[02:14:26.148 20/01/1989]',0.080,42.698,-0.028,0.007
'[02:14:26.152 20/01/1989]',0.085,42.698,-0.029,0.004
'[02:14:26.156 20/01/1989]',0.095,42.488,-0.026,0.007
'[02:14:26.160 20/01/1989]',0.100,42.070,-0.027,-0.009
'[02:14:26.164 20/01/1989]',0.095,42.070,-0.029,-0.000
'[02:14:26.168 20/01/1989]',0.100,42.488,-0.028,-0.007
'[02:14:26.172 20/01/1989]',0.100,42.070,-0.028,0.006
'[02:14:26.176 20/01/1989]',0.100,42.279,-0.029,0.003
'[02:14:26.180 20/01/1989]',0.100,42.070,-0.031,0.023
'[02:14:26.184 20/01/1989]',0.100,41.442,-0.035,0.025
