'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[00:05:53.944 26/02/1989]',0.184,71.346,-0.007,-0.282
'[00:05:53.948 26/02/1989]',0.180,71.885,-0.009,-0.286
'[00:05:53.952 26/02/1989]',0.190,71.615,-0.012,-0.281
'[00:05:53.956 26/02/1989]',0.192,72.423,-0.005,-0.286
'[00:05:53.960 26/02/1989]',0.206,72.692,-0.006,-0.281
'[00:05:53.964 26/02/1989]',0.198,75.654,0.001,-0.287
'[00:05:53.968 26/02/1989]',0.216,77.000,-0.003,-0.283
'[00:05:53.972 26/02/1989]',0.218,79.154,0.004,-0.284
'[00:05:53.976 26/02/1989]',0.232,82.115,-0.000,-0.285
'[00:05:53.980 26/02/1989]',0.234,85.885,0.004,-0.284
'[00:05:53.984 26/02/1989]',0.250,89.385,0.005,-0.288
'[00:05:53.988 26/02/1989]',0.260,93.692,-0.000,-0.285
'[00:05:53.992 26/02/1989]',0.270,97.461,-0.002,-0.286
'[00:05:53.996 26/02/1989]',0.276,103.115,-0.010,-0.286
'[00:05:54.000 26/02/1989]',0.288,107.154,-0.015,-0.284
'[00:05:54.004 26/02/1989]',0.302,111.461,-0.012,-0.287
'[00:05:54.008 26/02/1989]',0.306,115.500,-0.012,-0.286
'[00:05:54.012 26/02/1989]',0.322,119.808,-0.007,-0.283
'[00:05:54.016 26/02/1989]',0.336,123.308,-0.009,-0.282
'[00:05:54.020 26/02/1989]',0.340,126.808,-0.011,-0.285
'[00:05:54.024 26/02/1989]',0.340,130.577,-0.013,-0.286
'[00:05:54.028 26/02/1989]',0.358,133.000,-0.010,-0.283
'[00:05:54.032 26/02/1989]',0.352,136.231,-0.006,-0.282
'[00:05:54.036 26/02/1989]',0.360,137.846,-0.003,-0.284
'[00:05:54.040 26/02/1989]',0.354,139.461,0.003,-0.283
'[00:05:54.044 26/02/1989]',0.360,140.538,0.001,-0.282
'[00:05:54.048 26/02/1989]',0.348,142.423,-0.001,-0.283
'[00:05:54.052 26/02/1989]',0.346,142.961,-0.005,-0.283
'[00:05:54.056 26/02/1989]',0.342,143.769,-0.005,-0.283
'[00:05:54.060 26/02/1989]',0.324,144.038,-0.010,-0.282
'[00:05:54.064 26/02/1989]',0.308,145.115,0.001,-0.280
'[00:05:54.068 26/02/1989]',0.306,145.115,-0.007,-0.279
'[00:05:54.072 26/02/1989]',0.294,145.654,0.001,-0.283
'[00:05:54.076 26/02/1989]',0.272,145.923,-0.004,-0.279
'[00:05:54.080 26/02/1989]',0.268,145.923,0.002,-0.283
'[00:05:54.084 26/02/1989]',0.252,145.923,0.004,-0.279
'[00:05:54.088 26/02/1989]',0.230,145.654,0.006,-0.283
'[00:05:54.092 26/02/1989]',0.214,145.384,0.005,-0.283
'[00:05:54.096 26/02/1989]',0.192,145.384,0.004,-0.280
'[00:05:54.100 26/02/1989]',0.184,144.308,0.000,-0.283
'[00:05:54.104 26/02/1989]',0.158,144.846,-0.001,-0.283
'[00:05:54.108 26/02/1989]',0.144,144.038,-0.006,-0.279
'[00:05:54.112 26/02/1989]',0.118,142.961,0.015,-0.283
'[00:05:54.116 26/02/1989]',0.098,143.231,0.002,-0.279
'[00:05:54.120 26/02/1989]',0.078,142.423,0.008,-0.281
'[00:05:54.124 26/02/1989]',0.048,142.423,0.007,-0.282
'[00:05:54.128 26/02/1989]',0.036,142.154,0.001,-0.283
'[00:05:54.132 26/02/1989]',0.014,141.615,-0.000,-0.282
'[00:05:54.136 26/02/1989]',-0.000,140.538,-0.000,-0.278
'[00:05:54.140 26/02/1989]',-0.022,140.808,-0.003,-0.280
'[00:05:54.144 26/02/1989]',-0.026,139.461,-0.001,-0.283
'[00:05:54.148 26/02/1989]',-0.042,138.923,-0.001,-0.283
'[00:05:54.152 26/02/1989]',-0.050,138.384,-0.004,-0.283
'[00:05:54.156 26/02/1989]',-0.052,138.384,0.002,-0.282
'[00:05:54.160 26/02/1989]',-0.040,137.038,0.001,-0.279
'[00:05:54.164 26/02/1989]',-0.060,135.423,0.003,-0.278
'[00:05:54.168 26/02/1989]',-0.048,135.154,0.003,-0.279
'[00:05:54.172 26/02/1989]',-0.050,134.077,-0.000,-0.281
'[00:05:54.176 26/02/1989]',-0.048,133.538,-0.006,-0.276
'[00:05:54.180 26/02/1989]',-0.046,132.731,-0.004,-0.275
'[00:05:54.184 26/02/1989]',-0.044,131.923,-0.000,-0.273
'[00:05:54.188 26/02/1989]',-0.040,130.577,-0.001,-0.276
'[00:05:54.192 26/02/1989]',-0.046,129.769,0.001,-0.278
'[00:05:54.196 26/02/1989]',-0.036,128.692,0.001,-0.279
'[00:05:54.200 26/02/1989]',-0.030,128.154,-0.005,-0.278
'[00:05:54.204 26/02/1989]',-0.036,127.077,-0.006,-0.279
'[00:05:54.208 26/02/1989]',-0.024,126.000,-0.007,-0.278
'[00:05:54.212 26/02/1989]',-0.028,124.923,-0.002,-0.278
'[00:05:54.216 26/02/1989]',-0.018,124.115,0.002,-0.274
'[00:05:54.220 26/02/1989]',-0.022,122.500,-0.001,-0.276
'[00:05:54.224 26/02/1989]',-0.016,122.231,0.005,-0.276
'[00:05:54.228 26/02/1989]',-0.016,120.884,0.002,-0.276
'[00:05:54.232 26/02/1989]',-0.020,119.000,0.007,-0.276
'[00:05:54.236 26/02/1989]',-0.014,117.384,0.004,-0.274
'[00:05:54.240 26/02/1989]',-0.000,115.769,0.006,-0.270
'[00:05:54.244 26/02/1989]',-0.000,114.692,0.003,-0.271
'[00:05:54.248 26/02/1989]',-0.008,113.346,0.005,-0.269
'[00:05:54.252 26/02/1989]',-0.004,112.000,-0.003,-0.270
'[00:05:54.256 26/02/1989]',0.006,110.115,0.015,-0.273
'[00:05:54.260 26/02/1989]',-0.000,109.308,-0.004,-0.273
'[00:05:54.264 26/02/1989]',-0.000,108.231,-0.001,-0.274
'[00:05:54.268 26/02/1989]',-0.000,107.423,-0.004,-0.270
'[00:05:54.272 26/02/1989]',-0.008,107.154,-0.004,-0.270
'[00:05:54.276 26/02/1989]',-0.000,106.346,-0.008,-0.266
'[00:05:54.280 26/02/1989]',-0.008,106.077,-0.005,-0.266
'[00:05:54.284 26/02/1989]',-0.000,106.346,-0.005,-0.266
'[00:05:54.288 26/02/1989]',0.006,106.077,-0.007,-0.271
'[00:05:54.292 26/02/1989]',0.002,106.077,-0.005,-0.273
'[00:05:54.296 26/02/1989]',-0.008,106.346,0.000,-0.273
'[00:05:54.300 26/02/1989]',-0.008,105.538,-0.002,-0.271
'[00:05:54.304 26/02/1989]',-0.016,105.538,0.002,-0.268
'[00:05:54.308 26/02/1989]',-0.010,104.461,0.005,-0.265
'[00:05:54.312 26/02/1989]',-0.006,105.000,0.001,-0.266
'[00:05:54.316 26/02/1989]',-0.012,105.269,0.008,-0.266
'[00:05:54.320 26/02/1989]',-0.016,105.000,0.009,-0.266
'[00:05:54.324 26/02/1989]',-0.022,105.000,0.007,-0.263
'[00:05:54.328 26/02/1989]',-0.018,104.461,0.009,-0.263
'[00:05:54.332 26/02/1989]',-0.014,105.000,0.003,-0.262
'[00:05:54.336 26/02/1989]',-0.018,105.269,0.001,-0.263
'[00:05:54.340 26/02/1989]',-0.024,105.000,0.001,-0.266
'[00:05:54.344 26/02/1989]',-0.024,105.000,0.000,-0.266
'[00:05:54.348 26/02/1989]',-0.034,104.731,0.001,-0.266
'[00:05:54.352 26/02/1989]',-0.024,104.461,0.002,-0.266
'[00:05:54.356 26/02/1989]',-0.034,105.000,0.003,-0.264
'[00:05:54.360 26/02/1989]',-0.028,104.461,0.004,-0.262
'[00:05:54.364 26/02/1989]',-0.024,105.269,0.006,-0.260
'[00:05:54.368 26/02/1989]',-0.020,104.731,0.003,-0.259
'[00:05:54.372 26/02/1989]',-0.030,104.192,0.006,-0.261
'[00:05:54.376 26/02/1989]',-0.026,104.731,0.007,-0.260
'[00:05:54.380 26/02/1989]',-0.024,104.731,0.008,-0.262
'[00:05:54.384 26/02/1989]',-0.024,103.923,0.010,-0.259
'[00:05:54.388 26/02/1989]',-0.012,103.654,0.009,-0.256
'[00:05:54.392 26/02/1989]',-0.020,103.654,0.006,-0.254
'[00:05:54.396 26/02/1989]',-0.020,103.115,-0.000,-0.253
'[00:05:54.400 26/02/1989]',-0.000,102.846,-0.008,-0.252
'[00:05:54.404 26/02/1989]',-0.014,102.308,0.004,-0.255
'[00:05:54.408 26/02/1989]',-0.000,102.038,-0.002,-0.255
'[00:05:54.412 26/02/1989]',0.004,101.231,0.013,-0.256
'[00:05:54.416 26/02/1989]',-0.008,101.769,0.016,-0.254
'[00:05:54.420 26/02/1989]',-0.016,101.769,0.014,-0.252
'[00:05:54.424 26/02/1989]',-0.008,101.231,0.011,-0.254
'[00:05:54.428 26/02/1989]',-0.010,101.500,0.004,-0.254
'[00:05:54.432 26/02/1989]',-0.012,101.769,0.002,-0.254
'[00:05:54.436 26/02/1989]',-0.010,101.500,0.000,-0.255
'[00:05:54.440 26/02/1989]',-0.016,100.423,0.001,-0.254
'[00:05:54.444 26/02/1989]',-0.006,99.615,0.004,-0.253
'[00:05:54.448 26/02/1989]',-0.012,99.615,0.011,-0.250
'[00:05:54.452 26/02/1989]',-0.008,99.346,0.010,-0.247
'[00:05:54.456 26/02/1989]',-0.000,98.269,0.008,-0.247
'[00:05:54.460 26/02/1989]',0.002,97.461,-0.002,-0.246
'[00:05:54.464 26/02/1989]',-0.002,98.538,0.004,-0.246
'[00:05:54.468 26/02/1989]',0.008,97.731,0.011,-0.248
'[00:05:54.472 26/02/1989]',0.004,97.192,0.014,-0.247
'[00:05:54.476 26/02/1989]',0.002,96.115,0.017,-0.243
'[00:05:54.480 26/02/1989]',0.008,96.385,0.009,-0.242
'[00:05:54.484 26/02/1989]',0.008,96.654,0.011,-0.244
'[00:05:54.488 26/02/1989]',0.020,96.385,0.011,-0.245
'[00:05:54.492 26/02/1989]',0.014,96.115,0.002,-0.245
'[00:05:54.496 26/02/1989]',0.026,95.308,0.004,-0.242
'[00:05:54.500 26/02/1989]',0.024,95.308,0.002,-0.242
'[00:05:54.504 26/02/1989]',0.024,94.500,0.002,-0.239
'[00:05:54.508 26/02/1989]',0.032,93.423,0.002,-0.239
'[00:05:54.512 26/02/1989]',0.032,94.231,0.005,-0.241
'[00:05:54.516 26/02/1989]',0.024,93.692,0.007,-0.242
'[00:05:54.520 26/02/1989]',0.034,93.154,0.003,-0.241
'[00:05:54.524 26/02/1989]',0.028,92.077,0.004,-0.238
'[00:05:54.528 26/02/1989]',0.032,92.077,-0.002,-0.238
'[00:05:54.532 26/02/1989]',0.040,91.808,0.004,-0.237
'[00:05:54.536 26/02/1989]',0.030,90.731,0.001,-0.238
'[00:05:54.540 26/02/1989]',0.040,89.923,0.004,-0.238
'[00:05:54.544 26/02/1989]',0.042,89.923,0.005,-0.235
'[00:05:54.548 26/02/1989]',0.034,89.923,0.004,-0.233
'[00:05:54.552 26/02/1989]',0.048,89.654,0.004,-0.232
'[00:05:54.556 26/02/1989]',0.038,89.923,0.005,-0.234
'[00:05:54.560 26/02/1989]',0.040,88.577,0.004,-0.229
'[00:05:54.564 26/02/1989]',0.036,88.577,0.005,-0.226
'[00:05:54.568 26/02/1989]',0.048,88.308,0.006,-0.221
'[00:05:54.572 26/02/1989]',0.030,87.500,0.002,-0.215
'[00:05:54.576 26/02/1989]',0.048,87.231,0.011,-0.210
'[00:05:54.580 26/02/1989]',0.036,87.769,-0.004,-0.208
'[00:05:54.584 26/02/1989]',0.040,88.577,0.012,-0.202
'[00:05:54.588 26/02/1989]',0.050,87.769,0.013,-0.198
'[00:05:54.592 26/02/1989]',0.048,87.231,0.010,-0.186
'[00:05:54.596 26/02/1989]',0.038,87.231,0.007,-0.180
'[00:05:54.600 26/02/1989]',0.064,86.692,0.003,-0.173
'[00:05:54.604 26/02/1989]',0.056,86.423,0.005,-0.167
'[00:05:54.608 26/02/1989]',0.056,86.423,0.005,-0.161
'[00:05:54.612 26/02/1989]',0.060,86.154,0.010,-0.151
'[00:05:54.616 26/02/1989]',0.080,86.154,0.013,-0.144
'[00:05:54.620 26/02/1989]',0.076,85.077,0.009,-0.138
'[00:05:54.624 26/02/1989]',0.090,84.808,0.015,-0.132
'[00:05:54.628 26/02/1989]',0.096,84.808,0.012,-0.124
'[00:05:54.632 26/02/1989]',0.108,84.538,0.013,-0.121
'[00:05:54.636 26/02/1989]',0.114,84.538,0.012,-0.116
'[00:05:54.640 26/02/1989]',0.124,84.538,0.013,-0.106
'[00:05:54.644 26/02/1989]',0.144,82.923,0.010,-0.102
'[00:05:54.648 26/02/1989]',0.152,83.731,0.016,-0.100
'[00:05:54.652 26/02/1989]',0.166,83.731,0.008,-0.090
'[00:05:54.656 26/02/1989]',0.190,82.654,0.011,-0.085
'[00:05:54.660 26/02/1989]',0.200,82.385,0.015,-0.084
'[00:05:54.664 26/02/1989]',0.196,83.192,0.012,-0.080
'[00:05:54.668 26/02/1989]',0.218,82.385,0.017,-0.075
'[00:05:54.672 26/02/1989]',0.206,82.115,0.013,-0.072
'[00:05:54.676 26/02/1989]',0.212,81.846,0.013,-0.065
'[00:05:54.680 26/02/1989]',0.180,81.577,0.012,-0.063
'[00:05:54.684 26/02/1989]',0.182,81.308,0.010,-0.058
'[00:05:54.688 26/02/1989]',0.160,81.308,0.013,-0.055
'[00:05:54.692 26/02/1989]',0.138,81.577,0.006,-0.051
'[00:05:54.696 26/02/1989]',0.126,81.308,0.014,-0.048
'[00:05:54.700 26/02/1989]',0.100,81.038,0.010,-0.045
'[00:05:54.704 26/02/1989]',0.086,80.769,0.010,-0.043
'[00:05:54.708 26/02/1989]',0.056,81.577,0.012,-0.040
'[00:05:54.712 26/02/1989]',0.064,81.038,0.009,-0.035
'[00:05:54.716 26/02/1989]',0.032,81.308,-0.005,-0.031
'[00:05:54.720 26/02/1989]',0.046,80.500,0.002,-0.029
'[00:05:54.724 26/02/1989]',0.018,80.769,0.002,-0.026
'[00:05:54.728 26/02/1989]',0.016,80.500,0.010,-0.022
'[00:05:54.732 26/02/1989]',0.014,81.308,0.008,-0.018
'[00:05:54.736 26/02/1989]',0.016,80.769,0.008,-0.018
'[00:05:54.740 26/02/1989]',0.008,80.231,0.006,-0.013
'[00:05:54.744 26/02/1989]',0.016,79.692,0.004,-0.010
'[00:05:54.748 26/02/1989]',0.010,79.961,0.003,-0.006
'[00:05:54.752 26/02/1989]',0.018,79.423,0.006,-0.001
'[00:05:54.756 26/02/1989]',0.010,78.885,0.012,-0.000
'[00:05:54.760 26/02/1989]',0.020,78.615,0.018,0.004
'[00:05:54.764 26/02/1989]',0.012,78.615,0.015,0.009
'[00:05:54.768 26/02/1989]',0.024,78.077,0.012,0.011
'[00:05:54.772 26/02/1989]',0.014,78.346,0.017,0.014
'[00:05:54.776 26/02/1989]',0.036,77.538,0.014,0.018
'[00:05:54.780 26/02/1989]',0.018,77.808,0.017,0.023
'[00:05:54.784 26/02/1989]',0.060,77.808,0.015,0.022
'[00:05:54.788 26/02/1989]',0.044,77.000,0.012,0.026
'[00:05:54.792 26/02/1989]',0.088,77.538,0.007,0.030
'[00:05:54.796 26/02/1989]',0.128,77.000,0.001,0.033
'[00:05:54.800 26/02/1989]',0.236,77.000,0.010,0.036
'[00:05:54.804 26/02/1989]',0.440,77.269,-0.002,0.039
'[00:05:54.808 26/02/1989]',0.690,77.538,0.020,0.041
'[00:05:54.812 26/02/1989]',1.058,77.000,0.021,0.042
'[00:05:54.816 26/02/1989]',1.156,77.538,0.026,0.045
'[00:05:54.820 26/02/1989]',0.964,77.000,0.027,0.046
'[00:05:54.824 26/02/1989]',0.670,76.461,0.017,0.047
'[00:05:54.828 26/02/1989]',0.174,77.000,0.019,0.050
'[00:05:54.832 26/02/1989]',-0.168,77.000,0.012,0.051
'[00:05:54.836 26/02/1989]',-0.408,77.000,0.014,0.052
'[00:05:54.840 26/02/1989]',-0.638,77.000,0.013,0.055
'[00:05:54.844 26/02/1989]',-0.788,77.269,0.016,0.056
'[00:05:54.848 26/02/1989]',-0.778,76.731,0.013,0.060
'[00:05:54.852 26/02/1989]',-0.686,76.461,0.009,0.058
'[00:05:54.856 26/02/1989]',-0.486,77.000,0.006,0.059
'[00:05:54.860 26/02/1989]',-0.296,76.192,0.005,0.062
'[00:05:54.864 26/02/1989]',-0.132,75.923,0.011,0.064
'[00:05:54.868 26/02/1989]',-0.006,75.923,0.013,0.066
'[00:05:54.872 26/02/1989]',0.064,75.385,0.016,0.064
'[00:05:54.876 26/02/1989]',0.104,74.846,0.015,0.066
'[00:05:54.880 26/02/1989]',0.102,75.385,0.012,0.067
'[00:05:54.884 26/02/1989]',0.108,75.385,0.015,0.066
'[00:05:54.888 26/02/1989]',0.120,74.577,0.016,0.067
'[00:05:54.892 26/02/1989]',0.128,74.846,0.019,0.069
'[00:05:54.896 26/02/1989]',0.130,74.308,0.002,0.070
'[00:05:54.900 26/02/1989]',0.160,73.769,0.020,0.069
'[00:05:54.904 26/02/1989]',0.152,74.308,0.024,0.069
'[00:05:54.908 26/02/1989]',0.150,74.038,0.027,0.071
'[00:05:54.912 26/02/1989]',0.160,73.769,0.027,0.071
'[00:05:54.916 26/02/1989]',0.154,73.769,0.022,0.071
'[00:05:54.920 26/02/1989]',0.176,73.231,0.017,0.071
'[00:05:54.924 26/02/1989]',0.164,72.961,0.016,0.071
'[00:05:54.928 26/02/1989]',0.184,71.885,0.013,0.071
'[00:05:54.932 26/02/1989]',0.184,72.692,0.022,0.070
'[00:05:54.936 26/02/1989]',0.176,73.231,0.014,0.070
'[00:05:54.940 26/02/1989]',0.200,72.692,0.017,0.070
'[00:05:54.944 26/02/1989]',0.192,72.692,0.013,0.069
'[00:05:54.948 26/02/1989]',0.184,72.692,0.008,0.067
'[00:05:54.952 26/02/1989]',0.192,72.961,0.005,0.070
'[00:05:54.956 26/02/1989]',0.202,72.154,0.003,0.068
'[00:05:54.960 26/02/1989]',0.212,71.615,0.004,0.067
'[00:05:54.964 26/02/1989]',0.194,71.885,0.006,0.068
'[00:05:54.968 26/02/1989]',0.216,71.615,0.003,0.071
'[00:05:54.972 26/02/1989]',0.224,71.885,0.010,0.068
'[00:05:54.976 26/02/1989]',0.224,70.808,0.007,0.071
'[00:05:54.980 26/02/1989]',0.240,71.615,0.013,0.070
'[00:05:54.984 26/02/1989]',0.252,71.615,0.013,0.067
'[00:05:54.988 26/02/1989]',0.246,71.615,0.016,0.067
'[00:05:54.992 26/02/1989]',0.284,71.615,0.018,0.069
'[00:05:54.996 26/02/1989]',0.264,72.154,0.016,0.071
'[00:05:55.000 26/02/1989]',0.288,73.231,0.014,0.071
'[00:05:55.004 26/02/1989]',0.294,74.846,0.011,0.072
'[00:05:55.008 26/02/1989]',0.290,76.731,0.010,0.072
'[00:05:55.012 26/02/1989]',0.298,78.885,0.012,0.072
'[00:05:55.016 26/02/1989]',0.326,81.308,0.013,0.073
'[00:05:55.020 26/02/1989]',0.326,84.269,0.010,0.073
'[00:05:55.024 26/02/1989]',0.338,86.961,0.014,0.075
'[00:05:55.028 26/02/1989]',0.372,91.000,0.013,0.074
'[00:05:55.032 26/02/1989]',0.382,95.038,0.012,0.074
'[00:05:55.036 26/02/1989]',0.396,98.538,0.008,0.074
'[00:05:55.040 26/02/1989]',0.406,102.038,0.012,0.074
'[00:05:55.044 26/02/1989]',0.424,105.000,0.014,0.076
'[00:05:55.048 26/02/1989]',0.418,108.500,0.010,0.078
'[00:05:55.052 26/02/1989]',0.432,112.538,0.012,0.078
'[00:05:55.056 26/02/1989]',0.446,114.692,0.011,0.077
'[00:05:55.060 26/02/1989]',0.456,117.654,0.010,0.077
'[00:05:55.064 26/02/1989]',0.448,121.154,0.011,0.078
'[00:05:55.068 26/02/1989]',0.446,123.846,0.013,0.079
'[00:05:55.072 26/02/1989]',0.432,124.923,0.014,0.079
'[00:05:55.076 26/02/1989]',0.394,126.538,0.008,0.081
'[00:05:55.080 26/02/1989]',0.396,128.154,0.014,0.082
'[00:05:55.084 26/02/1989]',0.388,130.308,0.013,0.083
'[00:05:55.088 26/02/1989]',0.370,131.654,0.013,0.086
'[00:05:55.092 26/02/1989]',0.354,132.461,0.003,0.086
'[00:05:55.096 26/02/1989]',0.338,133.000,0.027,0.087
'[00:05:55.100 26/02/1989]',0.322,133.269,0.019,0.087
'[00:05:55.104 26/02/1989]',0.282,134.615,0.027,0.087
'[00:05:55.108 26/02/1989]',0.270,134.077,0.023,0.087
'[00:05:55.112 26/02/1989]',0.236,133.538,0.010,0.089
'[00:05:55.116 26/02/1989]',0.212,134.077,0.009,0.091
'[00:05:55.120 26/02/1989]',0.176,134.077,0.006,0.087
'[00:05:55.124 26/02/1989]',0.128,134.346,0.012,0.090
'[00:05:55.128 26/02/1989]',0.096,134.077,0.022,0.091
'[00:05:55.132 26/02/1989]',0.058,133.808,0.021,0.092
'[00:05:55.136 26/02/1989]',0.032,133.000,0.014,0.091
'[00:05:55.140 26/02/1989]',-0.000,133.808,0.010,0.092
'[00:05:55.144 26/02/1989]',-0.014,132.731,0.010,0.096
'[00:05:55.148 26/02/1989]',-0.048,131.923,0.003,0.092
'[00:05:55.152 26/02/1989]',-0.036,132.192,0.009,0.093
'[00:05:55.156 26/02/1989]',-0.072,131.654,0.007,0.095
'[00:05:55.160 26/02/1989]',-0.078,130.846,0.011,0.096
'[00:05:55.164 26/02/1989]',-0.096,131.654,0.012,0.095
'[00:05:55.168 26/02/1989]',-0.100,130.846,0.010,0.098
'[00:05:55.172 26/02/1989]',-0.116,130.577,0.003,0.096
'[00:05:55.176 26/02/1989]',-0.132,129.769,0.022,0.097
'[00:05:55.180 26/02/1989]',-0.120,129.769,0.009,0.095
'[00:05:55.184 26/02/1989]',-0.122,128.692,0.009,0.100
'[00:05:55.188 26/02/1989]',-0.114,128.154,0.012,0.100
'[00:05:55.192 26/02/1989]',-0.100,127.346,0.012,0.097
'[00:05:55.196 26/02/1989]',-0.096,126.808,0.006,0.103
'[00:05:55.200 26/02/1989]',-0.092,125.461,0.011,0.100
'[00:05:55.204 26/02/1989]',-0.096,125.461,0.014,0.100
'[00:05:55.208 26/02/1989]',-0.104,125.192,0.017,0.104
'[00:05:55.212 26/02/1989]',-0.084,124.384,0.013,0.100
'[00:05:55.216 26/02/1989]',-0.090,124.115,0.021,0.103
'[00:05:55.220 26/02/1989]',-0.078,123.577,0.022,0.103
'[00:05:55.224 26/02/1989]',-0.084,123.038,0.021,0.103
'[00:05:55.228 26/02/1989]',-0.080,122.231,0.023,0.105
'[00:05:55.232 26/02/1989]',-0.080,121.423,0.016,0.104
'[00:05:55.236 26/02/1989]',-0.064,120.615,0.015,0.106
'[00:05:55.240 26/02/1989]',-0.066,120.077,0.010,0.105
'[00:05:55.244 26/02/1989]',-0.052,119.000,0.011,0.106
'[00:05:55.248 26/02/1989]',-0.064,117.923,0.010,0.105
'[00:05:55.252 26/02/1989]',-0.062,116.846,0.007,0.107
'[00:05:55.256 26/02/1989]',-0.024,115.769,0.009,0.107
'[00:05:55.260 26/02/1989]',-0.034,114.423,0.004,0.108
'[00:05:55.264 26/02/1989]',-0.034,113.346,0.005,0.108
'[00:05:55.268 26/02/1989]',-0.050,111.731,0.006,0.110
'[00:05:55.272 26/02/1989]',-0.048,110.384,-0.000,0.109
'[00:05:55.276 26/02/1989]',-0.040,109.308,0.006,0.110
'[00:05:55.280 26/02/1989]',-0.026,107.154,0.006,0.112
'[00:05:55.284 26/02/1989]',-0.022,106.077,0.011,0.115
'[00:05:55.288 26/02/1989]',-0.024,104.461,0.008,0.112
'[00:05:55.292 26/02/1989]',-0.028,103.654,0.008,0.112
'[00:05:55.296 26/02/1989]',-0.016,102.846,0.011,0.114
'[00:05:55.300 26/02/1989]',-0.008,101.500,0.019,0.113
'[00:05:55.304 26/02/1989]',-0.006,100.423,0.015,0.116
'[00:05:55.308 26/02/1989]',-0.014,99.346,0.009,0.116
'[00:05:55.312 26/02/1989]',0.002,98.538,0.008,0.119
'[00:05:55.316 26/02/1989]',-0.016,97.461,0.003,0.119
'[00:05:55.320 26/02/1989]',-0.004,96.654,-0.000,0.120
'[00:05:55.324 26/02/1989]',-0.004,96.385,0.001,0.120
'[00:05:55.328 26/02/1989]',-0.012,96.654,0.002,0.122
'[00:05:55.332 26/02/1989]',-0.024,96.385,-0.004,0.120
'[00:05:55.336 26/02/1989]',-0.020,95.846,0.008,0.123
'[00:05:55.340 26/02/1989]',-0.024,96.115,0.006,0.120
'[00:05:55.344 26/02/1989]',-0.020,95.308,0.010,0.120
'[00:05:55.348 26/02/1989]',-0.030,95.846,0.012,0.124
'[00:05:55.352 26/02/1989]',-0.032,96.385,0.007,0.121
'[00:05:55.356 26/02/1989]',-0.028,96.385,0.012,0.125
'[00:05:55.360 26/02/1989]',-0.024,96.385,0.007,0.125
'[00:05:55.364 26/02/1989]',-0.040,96.115,0.007,0.125
'[00:05:55.368 26/02/1989]',-0.028,95.846,0.006,0.128
'[00:05:55.372 26/02/1989]',-0.022,96.385,-0.004,0.128
'[00:05:55.376 26/02/1989]',-0.034,95.846,0.007,0.132
'[00:05:55.380 26/02/1989]',-0.032,96.385,0.013,0.132
'[00:05:55.384 26/02/1989]',-0.036,96.115,0.016,0.132
'[00:05:55.388 26/02/1989]',-0.018,96.115,0.020,0.134
'[00:05:55.392 26/02/1989]',-0.030,96.115,0.010,0.135
'[00:05:55.396 26/02/1989]',-0.016,96.385,0.004,0.140
'[00:05:55.400 26/02/1989]',-0.008,96.385,0.003,0.137
'[00:05:55.404 26/02/1989]',-0.020,96.923,-0.002,0.138
'[00:05:55.408 26/02/1989]',-0.020,96.385,0.004,0.140
'[00:05:55.412 26/02/1989]',0.006,96.115,0.007,0.141
'[00:05:55.416 26/02/1989]',-0.014,96.385,0.009,0.143
'[00:05:55.420 26/02/1989]',-0.008,96.654,0.011,0.141
'[00:05:55.424 26/02/1989]',0.006,96.385,0.004,0.143
'[00:05:55.428 26/02/1989]',-0.024,96.385,0.004,0.146
'[00:05:55.432 26/02/1989]',-0.016,96.385,-0.003,0.144
'[00:05:55.436 26/02/1989]',-0.012,96.654,-0.004,0.145
'[00:05:55.440 26/02/1989]',-0.016,96.923,-0.006,0.150
'[00:05:55.444 26/02/1989]',0.012,95.846,-0.000,0.148
'[00:05:55.448 26/02/1989]',-0.012,95.308,-0.000,0.151
'[00:05:55.452 26/02/1989]',0.014,95.308,0.003,0.151
'[00:05:55.456 26/02/1989]',0.016,94.769,-0.001,0.153
'[00:05:55.460 26/02/1989]',0.054,94.231,0.024,0.155
'[00:05:55.464 26/02/1989]',0.038,95.308,0.008,0.155
'[00:05:55.468 26/02/1989]',0.066,94.500,0.008,0.157
'[00:05:55.472 26/02/1989]',0.056,94.231,0.014,0.157
'[00:05:55.476 26/02/1989]',0.078,93.692,0.008,0.157
'[00:05:55.480 26/02/1989]',0.080,93.423,0.007,0.160
'[00:05:55.484 26/02/1989]',0.104,93.692,0.014,0.158
'[00:05:55.488 26/02/1989]',0.102,93.154,0.016,0.161
'[00:05:55.492 26/02/1989]',0.130,92.615,0.016,0.162
'[00:05:55.496 26/02/1989]',0.154,93.154,0.010,0.164
'[00:05:55.500 26/02/1989]',0.144,93.154,0.011,0.161
'[00:05:55.504 26/02/1989]',0.128,93.154,-0.000,0.163
'[00:05:55.508 26/02/1989]',0.136,92.346,-0.007,0.163
'[00:05:55.512 26/02/1989]',0.118,92.885,0.009,0.161
'[00:05:55.516 26/02/1989]',0.116,92.885,0.005,0.162
'[00:05:55.520 26/02/1989]',0.104,91.269,0.011,0.163
'[00:05:55.524 26/02/1989]',0.076,90.461,0.009,0.167
'[00:05:55.528 26/02/1989]',0.074,91.000,0.010,0.166
