'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[23:07:31.040 19/01/1989]',0.070,59.023,-0.086,-0.614
'[23:07:31.044 19/01/1989]',0.060,58.395,-0.085,-0.636
'[23:07:31.048 19/01/1989]',0.055,58.186,-0.087,-0.613
'[23:07:31.052 19/01/1989]',0.060,58.186,-0.090,-0.642
'[23:07:31.056 19/01/1989]',0.070,57.767,-0.089,-0.639
'[23:07:31.060 19/01/1989]',0.060,57.767,-0.086,-0.638
'[23:07:31.064 19/01/1989]',0.060,57.558,-0.086,-0.633
'[23:07:31.068 19/01/1989]',0.060,57.349,-0.087,-0.649
'[23:07:31.072 19/01/1989]',0.055,57.140,-0.086,-0.655
'[23:07:31.076 19/01/1989]',0.050,56.930,-0.083,-0.657
'[23:07:31.080 19/01/1989]',0.065,56.302,-0.081,-0.646
'[23:07:31.084 19/01/1989]',0.050,55.674,-0.080,-0.661
'[23:07:31.088 19/01/1989]',0.065,55.465,-0.078,-0.638
'[23:07:31.092 19/01/1989]',0.075,55.674,-0.074,-0.649
'[23:07:31.096 19/01/1989]',0.070,55.674,-0.073,-0.643
'[23:07:31.100 19/01/1989]',0.065,54.837,-0.069,-0.654
'[23:07:31.104 19/01/1989]',0.070,54.419,-0.066,-0.652
'[23:07:31.108 19/01/1989]',0.070,54.419,-0.063,-0.668
'[23:07:31.112 19/01/1989]',0.100,54.419,-0.062,-0.672
'[23:07:31.116 19/01/1989]',0.120,53.581,-0.055,-0.675
'[23:07:31.120 19/01/1989]',0.180,52.953,-0.049,-0.683
'[23:07:31.124 19/01/1989]',0.310,53.163,-0.043,-0.691
'[23:07:31.128 19/01/1989]',0.460,52.953,-0.035,-0.686
'[23:07:31.132 19/01/1989]',0.665,52.744,-0.024,-0.687
'[23:07:31.136 19/01/1989]',0.830,52.535,-0.019,-0.677
'[23:07:31.140 19/01/1989]',0.885,52.535,-0.022,-0.668
'[23:07:31.144 19/01/1989]',0.700,51.907,-0.029,-0.688
'[23:07:31.148 19/01/1989]',0.420,51.488,-0.045,-0.684
'[23:07:31.152 19/01/1989]',0.060,51.070,-0.062,-0.683
'[23:07:31.156 19/01/1989]',-0.250,51.279,-0.068,-0.678
'[23:07:31.160 19/01/1989]',-0.350,51.070,-0.070,-0.701
'[23:07:31.164 19/01/1989]',-0.355,51.070,-0.071,-0.694
'[23:07:31.168 19/01/1989]',-0.220,50.442,-0.070,-0.701
'[23:07:31.172 19/01/1989]',-0.130,50.442,-0.069,-0.697
'[23:07:31.176 19/01/1989]',-0.045,50.023,-0.066,-0.697
'[23:07:31.180 19/01/1989]',-0.025,50.442,-0.064,-0.700
'[23:07:31.184 19/01/1989]',0.005,49.814,-0.064,-0.686
'[23:07:31.188 19/01/1989]',0.025,49.605,-0.062,-0.687
'[23:07:31.192 19/01/1989]',0.075,48.767,-0.063,-0.694
'[23:07:31.196 19/01/1989]',0.075,49.605,-0.062,-0.686
'[23:07:31.200 19/01/1989]',0.070,48.767,-0.063,-0.681
'[23:07:31.204 19/01/1989]',0.060,48.349,-0.062,-0.709
'[23:07:31.208 19/01/1989]',0.080,48.558,-0.061,-0.703
'[23:07:31.212 19/01/1989]',0.075,48.140,-0.064,-0.707
'[23:07:31.216 19/01/1989]',0.080,47.721,-0.059,-0.725
'[23:07:31.220 19/01/1989]',0.080,47.302,-0.056,-0.723
'[23:07:31.224 19/01/1989]',0.090,48.140,-0.058,-0.722
'[23:07:31.228 19/01/1989]',0.090,47.512,-0.056,-0.701
'[23:07:31.232 19/01/1989]',0.100,47.093,-0.053,-0.704
'[23:07:31.236 19/01/1989]',0.105,47.093,-0.051,-0.706
'[23:07:31.240 19/01/1989]',0.115,47.093,-0.046,-0.686
'[23:07:31.244 19/01/1989]',0.100,46.256,-0.044,-0.688
'[23:07:31.248 19/01/1989]',0.100,46.256,-0.040,-0.691
'[23:07:31.252 19/01/1989]',0.110,46.256,-0.041,-0.706
'[23:07:31.256 19/01/1989]',0.105,46.256,-0.039,-0.707
'[23:07:31.260 19/01/1989]',0.120,46.046,-0.037,-0.697
'[23:07:31.264 19/01/1989]',0.115,45.837,-0.039,-0.710
'[23:07:31.268 19/01/1989]',0.130,45.628,-0.042,-0.725
'[23:07:31.272 19/01/1989]',0.135,45.628,-0.042,-0.703
'[23:07:31.276 19/01/1989]',0.120,45.628,-0.043,-0.729
'[23:07:31.280 19/01/1989]',0.125,45.628,-0.043,-0.713
'[23:07:31.284 19/01/1989]',0.140,45.419,-0.042,-0.707
'[23:07:31.288 19/01/1989]',0.135,45.419,-0.040,-0.687
'[23:07:31.292 19/01/1989]',0.140,45.419,-0.036,-0.704
'[23:07:31.296 19/01/1989]',0.130,45.419,-0.033,-0.707
'[23:07:31.300 19/01/1989]',0.140,45.000,-0.029,-0.707
'[23:07:31.304 19/01/1989]',0.150,44.791,-0.022,-0.696
'[23:07:31.308 19/01/1989]',0.140,45.000,-0.019,-0.714
'[23:07:31.312 19/01/1989]',0.140,44.581,-0.016,-0.733
'[23:07:31.316 19/01/1989]',0.150,44.372,-0.010,-0.725
'[23:07:31.320 19/01/1989]',0.155,44.581,-0.005,-0.735
'[23:07:31.324 19/01/1989]',0.160,44.791,-0.006,-0.735
'[23:07:31.328 19/01/1989]',0.165,45.209,-0.004,-0.709
'[23:07:31.332 19/01/1989]',0.160,44.791,-0.002,-0.712
'[23:07:31.336 19/01/1989]',0.180,46.256,-0.002,-0.722
'[23:07:31.340 19/01/1989]',0.200,48.349,-0.002,-0.719
'[23:07:31.344 19/01/1989]',0.205,49.605,-0.000,-0.720
'[23:07:31.348 19/01/1989]',0.200,51.488,-0.002,-0.716
'[23:07:31.352 19/01/1989]',0.185,53.581,-0.006,-0.725
'[23:07:31.356 19/01/1989]',0.210,56.093,-0.006,-0.739
'[23:07:31.360 19/01/1989]',0.220,58.814,-0.005,-0.735
'[23:07:31.364 19/01/1989]',0.220,61.326,-0.008,-0.741
'[23:07:31.368 19/01/1989]',0.220,64.465,-0.009,-0.765
'[23:07:31.372 19/01/1989]',0.225,67.186,-0.011,-0.739
'[23:07:31.376 19/01/1989]',0.215,70.116,-0.011,-0.762
'[23:07:31.380 19/01/1989]',0.230,73.884,-0.010,-0.736
'[23:07:31.384 19/01/1989]',0.215,76.814,-0.008,-0.742
'[23:07:31.388 19/01/1989]',0.225,80.581,-0.006,-0.743
'[23:07:31.392 19/01/1989]',0.220,83.930,-0.003,-0.739
'[23:07:31.396 19/01/1989]',0.205,87.907,-0.001,-0.746
'[23:07:31.400 19/01/1989]',0.210,90.628,0.003,-0.758
'[23:07:31.404 19/01/1989]',0.205,93.977,0.008,-0.768
'[23:07:31.408 19/01/1989]',0.210,97.535,0.012,-0.765
'[23:07:31.412 19/01/1989]',0.195,100.256,0.016,-0.788
'[23:07:31.416 19/01/1989]',0.175,102.767,0.020,-0.801
'[23:07:31.420 19/01/1989]',0.170,104.860,0.025,-0.793
'[23:07:31.424 19/01/1989]',0.150,107.372,0.024,-0.788
'[23:07:31.428 19/01/1989]',0.160,108.628,0.024,-0.786
'[23:07:31.432 19/01/1989]',0.145,109.046,0.027,-0.764
'[23:07:31.436 19/01/1989]',0.130,109.884,0.026,-0.764
'[23:07:31.440 19/01/1989]',0.105,109.884,0.026,-0.755
'[23:07:31.444 19/01/1989]',0.100,109.465,0.026,-0.765
'[23:07:31.448 19/01/1989]',0.085,109.046,0.025,-0.771
'[23:07:31.452 19/01/1989]',0.070,108.419,0.020,-0.788
'[23:07:31.456 19/01/1989]',0.045,107.163,0.018,-0.794
'[23:07:31.460 19/01/1989]',0.035,105.698,0.019,-0.793
'[23:07:31.464 19/01/1989]',0.035,104.860,0.015,-0.794
'[23:07:31.468 19/01/1989]',0.030,103.395,0.011,-0.812
'[23:07:31.472 19/01/1989]',0.020,101.512,0.010,-0.788
'[23:07:31.476 19/01/1989]',0.020,100.674,0.012,-0.801
'[23:07:31.480 19/01/1989]',-0.000,99.209,0.014,-0.777
'[23:07:31.484 19/01/1989]',0.005,97.326,0.015,-0.772
'[23:07:31.488 19/01/1989]',0.015,96.070,0.017,-0.770
'[23:07:31.492 19/01/1989]',0.020,94.605,0.019,-0.786
'[23:07:31.496 19/01/1989]',-0.000,92.930,0.021,-0.783
'[23:07:31.500 19/01/1989]',0.005,91.465,0.023,-0.786
'[23:07:31.504 19/01/1989]',0.005,90.000,0.028,-0.796
'[23:07:31.508 19/01/1989]',0.005,88.326,0.031,-0.800
'[23:07:31.512 19/01/1989]',0.020,87.070,0.034,-0.817
'[23:07:31.516 19/01/1989]',0.005,85.186,0.039,-0.806
'[23:07:31.520 19/01/1989]',0.020,83.930,0.044,-0.812
'[23:07:31.524 19/01/1989]',0.020,83.093,0.044,-0.793
'[23:07:31.528 19/01/1989]',0.035,81.628,0.045,-0.791
'[23:07:31.532 19/01/1989]',0.020,80.372,0.048,-0.788
'[23:07:31.536 19/01/1989]',0.020,79.116,0.047,-0.783
'[23:07:31.540 19/01/1989]',0.025,78.279,0.046,-0.777
'[23:07:31.544 19/01/1989]',0.035,77.233,0.047,-0.797
'[23:07:31.548 19/01/1989]',0.040,76.395,0.044,-0.796
'[23:07:31.552 19/01/1989]',0.030,75.558,0.040,-0.794
'[23:07:31.556 19/01/1989]',0.040,74.302,0.038,-0.803
'[23:07:31.560 19/01/1989]',0.020,73.674,0.037,-0.803
'[23:07:31.564 19/01/1989]',0.040,73.046,0.034,-0.810
'[23:07:31.568 19/01/1989]',0.035,72.419,0.029,-0.809
'[23:07:31.572 19/01/1989]',0.040,71.372,0.025,-0.793
'[23:07:31.576 19/01/1989]',0.040,70.953,0.021,-0.812
'[23:07:31.580 19/01/1989]',0.030,69.698,0.020,-0.774
'[23:07:31.584 19/01/1989]',0.035,69.488,0.018,-0.772
'[23:07:31.588 19/01/1989]',0.040,68.651,0.016,-0.767
'[23:07:31.592 19/01/1989]',0.055,68.023,0.014,-0.777
'[23:07:31.596 19/01/1989]',0.040,67.605,0.008,-0.784
'[23:07:31.600 19/01/1989]',0.040,66.977,0.007,-0.799
'[23:07:31.604 19/01/1989]',0.035,65.721,0.005,-0.788
'[23:07:31.608 19/01/1989]',0.050,65.512,0.001,-0.787
'[23:07:31.612 19/01/1989]',0.050,64.465,-0.005,-0.793
'[23:07:31.616 19/01/1989]',0.050,63.628,-0.006,-0.800
'[23:07:31.620 19/01/1989]',0.040,63.000,-0.008,-0.787
'[23:07:31.624 19/01/1989]',0.040,62.791,-0.013,-0.777
'[23:07:31.628 19/01/1989]',0.060,62.372,-0.014,-0.770
'[23:07:31.632 19/01/1989]',0.050,61.535,-0.016,-0.757
'[23:07:31.636 19/01/1989]',0.060,61.116,-0.020,-0.754
'[23:07:31.640 19/01/1989]',0.060,60.698,-0.023,-0.752
'[23:07:31.644 19/01/1989]',0.055,59.860,-0.026,-0.749
'[23:07:31.648 19/01/1989]',0.045,59.651,-0.028,-0.759
'[23:07:31.652 19/01/1989]',0.040,59.651,-0.033,-0.765
'[23:07:31.656 19/01/1989]',0.050,59.442,-0.033,-0.762
'[23:07:31.660 19/01/1989]',0.060,58.814,-0.030,-0.761
'[23:07:31.664 19/01/1989]',0.060,58.605,-0.031,-0.754
'[23:07:31.668 19/01/1989]',0.055,58.605,-0.034,-0.748
'[23:07:31.672 19/01/1989]',0.050,58.186,-0.034,-0.738
'[23:07:31.676 19/01/1989]',0.040,58.186,-0.032,-0.757
'[23:07:31.680 19/01/1989]',0.050,57.977,-0.031,-0.729
'[23:07:31.684 19/01/1989]',0.050,57.977,-0.028,-0.719
'[23:07:31.688 19/01/1989]',0.045,57.558,-0.026,-0.719
'[23:07:31.692 19/01/1989]',0.050,58.186,-0.024,-0.719
'[23:07:31.696 19/01/1989]',0.045,57.767,-0.022,-0.714
'[23:07:31.700 19/01/1989]',0.040,57.977,-0.021,-0.726
'[23:07:31.704 19/01/1989]',0.060,57.977,-0.018,-0.716
'[23:07:31.708 19/01/1989]',0.055,58.395,-0.019,-0.730
'[23:07:31.712 19/01/1989]',0.045,58.814,-0.021,-0.720
'[23:07:31.716 19/01/1989]',0.055,58.605,-0.020,-0.717
'[23:07:31.720 19/01/1989]',0.055,59.023,-0.020,-0.703
'[23:07:31.724 19/01/1989]',0.060,59.233,-0.024,-0.691
'[23:07:31.728 19/01/1989]',0.060,59.442,-0.026,-0.671
'[23:07:31.732 19/01/1989]',0.045,59.442,-0.029,-0.667
'[23:07:31.736 19/01/1989]',0.055,59.651,-0.032,-0.680
'[23:07:31.740 19/01/1989]',0.075,59.651,-0.035,-0.672
'[23:07:31.744 19/01/1989]',0.070,59.860,-0.035,-0.678
'[23:07:31.748 19/01/1989]',0.065,60.488,-0.039,-0.678
'[23:07:31.752 19/01/1989]',0.065,60.488,-0.042,-0.674
'[23:07:31.756 19/01/1989]',0.070,61.116,-0.044,-0.661
'[23:07:31.760 19/01/1989]',0.060,61.535,-0.042,-0.668
'[23:07:31.764 19/01/1989]',0.055,61.744,-0.043,-0.664
'[23:07:31.768 19/01/1989]',0.060,62.163,-0.044,-0.665
'[23:07:31.772 19/01/1989]',0.070,62.163,-0.043,-0.626
'[23:07:31.776 19/01/1989]',0.080,61.953,-0.039,-0.636
'[23:07:31.780 19/01/1989]',0.080,62.581,-0.034,-0.630
'[23:07:31.784 19/01/1989]',0.080,62.581,-0.030,-0.625
'[23:07:31.788 19/01/1989]',0.095,62.581,-0.026,-0.610
'[23:07:31.792 19/01/1989]',0.100,63.000,-0.022,-0.616
'[23:07:31.796 19/01/1989]',0.090,63.419,-0.022,-0.620
'[23:07:31.800 19/01/1989]',0.115,63.000,-0.017,-0.612
'[23:07:31.804 19/01/1989]',0.120,63.000,-0.014,-0.632
'[23:07:31.808 19/01/1989]',0.120,63.628,-0.015,-0.606
'[23:07:31.812 19/01/1989]',0.140,63.628,-0.016,-0.620
'[23:07:31.816 19/01/1989]',0.115,63.419,-0.015,-0.599
'[23:07:31.820 19/01/1989]',0.135,63.628,-0.014,-0.597
'[23:07:31.824 19/01/1989]',0.120,63.628,-0.018,-0.599
'[23:07:31.828 19/01/1989]',0.110,63.000,-0.021,-0.596
'[23:07:31.832 19/01/1989]',0.115,63.000,-0.025,-0.583
'[23:07:31.836 19/01/1989]',0.100,63.209,-0.029,-0.578
'[23:07:31.840 19/01/1989]',0.100,63.628,-0.031,-0.565
'[23:07:31.844 19/01/1989]',0.105,63.209,-0.030,-0.574
'[23:07:31.848 19/01/1989]',0.095,62.791,-0.031,-0.575
'[23:07:31.852 19/01/1989]',0.085,62.791,-0.035,-0.575
'[23:07:31.856 19/01/1989]',0.080,62.581,-0.037,-0.561
'[23:07:31.860 19/01/1989]',0.075,62.581,-0.038,-0.568
'[23:07:31.864 19/01/1989]',0.080,63.000,-0.037,-0.548
'[23:07:31.868 19/01/1989]',0.070,62.581,-0.037,-0.533
'[23:07:31.872 19/01/1989]',0.065,62.163,-0.035,-0.499
'[23:07:31.876 19/01/1989]',0.065,62.163,-0.032,-0.520
'[23:07:31.880 19/01/1989]',0.060,62.163,-0.028,-0.487
'[23:07:31.884 19/01/1989]',0.060,61.535,-0.025,-0.504
'[23:07:31.888 19/01/1989]',0.075,61.535,-0.023,-0.478
'[23:07:31.892 19/01/1989]',0.065,61.116,-0.018,-0.475
'[23:07:31.896 19/01/1989]',0.060,60.907,-0.018,-0.483
'[23:07:31.900 19/01/1989]',0.060,60.698,-0.013,-0.481
'[23:07:31.904 19/01/1989]',0.065,59.860,-0.011,-0.462
'[23:07:31.908 19/01/1989]',0.060,60.279,-0.010,-0.468
'[23:07:31.912 19/01/1989]',0.070,59.651,-0.012,-0.464
'[23:07:31.916 19/01/1989]',0.060,59.442,-0.009,-0.462
'[23:07:31.920 19/01/1989]',0.060,58.814,-0.009,-0.439
'[23:07:31.924 19/01/1989]',0.075,58.395,-0.015,-0.422
'[23:07:31.928 19/01/1989]',0.060,58.186,-0.020,-0.406
'[23:07:31.932 19/01/1989]',0.065,57.977,-0.024,-0.404
'[23:07:31.936 19/01/1989]',0.080,57.977,-0.028,-0.388
'[23:07:31.940 19/01/1989]',0.135,57.558,-0.030,-0.391
'[23:07:31.944 19/01/1989]',0.180,57.140,-0.028,-0.397
'[23:07:31.948 19/01/1989]',0.255,56.930,-0.024,-0.396
'[23:07:31.952 19/01/1989]',0.400,57.140,-0.020,-0.383
'[23:07:31.956 19/01/1989]',0.610,56.302,-0.009,-0.371
'[23:07:31.960 19/01/1989]',0.810,55.884,-0.002,-0.377
'[23:07:31.964 19/01/1989]',0.885,55.674,-0.000,-0.354
'[23:07:31.968 19/01/1989]',0.850,56.093,-0.009,-0.359
'[23:07:31.972 19/01/1989]',0.570,55.465,-0.021,-0.325
'[23:07:31.976 19/01/1989]',0.170,55.465,-0.032,-0.335
'[23:07:31.980 19/01/1989]',-0.205,54.837,-0.038,-0.320
'[23:07:31.984 19/01/1989]',-0.365,55.046,-0.040,-0.313
'[23:07:31.988 19/01/1989]',-0.395,54.628,-0.036,-0.310
'[23:07:31.992 19/01/1989]',-0.300,54.000,-0.029,-0.301
'[23:07:31.996 19/01/1989]',-0.180,54.209,-0.026,-0.317
'[23:07:32.000 19/01/1989]',-0.100,53.791,-0.021,-0.319
'[23:07:32.004 19/01/1989]',-0.060,53.791,-0.017,-0.303
'[23:07:32.008 19/01/1989]',-0.010,53.791,-0.017,-0.306
'[23:07:32.012 19/01/1989]',0.015,53.372,-0.019,-0.278
'[23:07:32.016 19/01/1989]',0.050,52.953,-0.018,-0.278
'[23:07:32.020 19/01/1989]',0.065,52.744,-0.017,-0.254
'[23:07:32.024 19/01/1989]',0.055,52.953,-0.024,-0.236
'[23:07:32.028 19/01/1989]',0.060,52.535,-0.027,-0.233
'[23:07:32.032 19/01/1989]',0.050,51.907,-0.031,-0.220
'[23:07:32.036 19/01/1989]',0.060,51.488,-0.035,-0.226
'[23:07:32.040 19/01/1989]',0.060,51.488,-0.039,-0.212
'[23:07:32.044 19/01/1989]',0.070,51.907,-0.040,-0.217
'[23:07:32.048 19/01/1989]',0.075,51.279,-0.042,-0.220
'[23:07:32.052 19/01/1989]',0.070,50.860,-0.049,-0.220
'[23:07:32.056 19/01/1989]',0.085,51.070,-0.052,-0.206
'[23:07:32.060 19/01/1989]',0.070,50.651,-0.053,-0.193
'[23:07:32.064 19/01/1989]',0.090,50.651,-0.055,-0.184
'[23:07:32.068 19/01/1989]',0.080,50.442,-0.058,-0.174
'[23:07:32.072 19/01/1989]',0.095,50.442,-0.056,-0.158
'[23:07:32.076 19/01/1989]',0.100,50.233,-0.055,-0.161
'[23:07:32.080 19/01/1989]',0.100,50.023,-0.050,-0.136
'[23:07:32.084 19/01/1989]',0.100,49.605,-0.049,-0.139
'[23:07:32.088 19/01/1989]',0.095,49.605,-0.047,-0.130
'[23:07:32.092 19/01/1989]',0.115,49.395,-0.045,-0.133
'[23:07:32.096 19/01/1989]',0.110,49.605,-0.044,-0.128
'[23:07:32.100 19/01/1989]',0.100,48.767,-0.042,-0.133
'[23:07:32.104 19/01/1989]',0.115,48.767,-0.042,-0.126
'[23:07:32.108 19/01/1989]',0.115,48.977,-0.046,-0.113
'[23:07:32.112 19/01/1989]',0.130,48.558,-0.049,-0.093
'[23:07:32.116 19/01/1989]',0.125,48.140,-0.047,-0.083
'[23:07:32.120 19/01/1989]',0.135,48.140,-0.046,-0.077
'[23:07:32.124 19/01/1989]',0.135,47.930,-0.050,-0.070
'[23:07:32.128 19/01/1989]',0.140,47.721,-0.053,-0.065
'[23:07:32.132 19/01/1989]',0.155,47.721,-0.054,-0.061
'[23:07:32.136 19/01/1989]',0.145,47.930,-0.057,-0.064
'[23:07:32.140 19/01/1989]',0.155,47.930,-0.058,-0.058
'[23:07:32.144 19/01/1989]',0.160,47.930,-0.059,-0.065
'[23:07:32.148 19/01/1989]',0.170,48.558,-0.061,-0.064
'[23:07:32.152 19/01/1989]',0.175,49.605,-0.063,-0.064
'[23:07:32.156 19/01/1989]',0.175,50.651,-0.065,-0.043
'[23:07:32.160 19/01/1989]',0.175,52.953,-0.062,-0.046
'[23:07:32.164 19/01/1989]',0.180,54.628,-0.063,-0.019
'[23:07:32.168 19/01/1989]',0.195,56.721,-0.062,-0.020
'[23:07:32.172 19/01/1989]',0.190,58.395,-0.060,-0.001
'[23:07:32.176 19/01/1989]',0.200,60.907,-0.058,0.000
'[23:07:32.180 19/01/1989]',0.215,64.046,-0.054,0.006
'[23:07:32.184 19/01/1989]',0.215,66.767,-0.050,0.000
'[23:07:32.188 19/01/1989]',0.225,69.698,-0.047,0.007
'[23:07:32.192 19/01/1989]',0.235,73.046,-0.045,0.000
'[23:07:32.196 19/01/1989]',0.225,76.395,-0.044,0.009
'[23:07:32.200 19/01/1989]',0.220,79.116,-0.043,0.006
'[23:07:32.204 19/01/1989]',0.250,83.093,-0.039,0.010
'[23:07:32.208 19/01/1989]',0.225,87.279,-0.040,0.023
'[23:07:32.212 19/01/1989]',0.235,91.256,-0.042,0.039
'[23:07:32.216 19/01/1989]',0.235,94.605,-0.040,0.051
'[23:07:32.220 19/01/1989]',0.240,98.163,-0.040,0.062
'[23:07:32.224 19/01/1989]',0.225,101.512,-0.044,0.064
'[23:07:32.228 19/01/1989]',0.230,104.860,-0.048,0.062
'[23:07:32.232 19/01/1989]',0.220,106.953,-0.049,0.077
'[23:07:32.236 19/01/1989]',0.210,109.465,-0.051,0.075
'[23:07:32.240 19/01/1989]',0.210,111.977,-0.054,0.081
'[23:07:32.244 19/01/1989]',0.180,113.023,-0.050,0.075
'[23:07:32.248 19/01/1989]',0.180,114.279,-0.051,0.088
'[23:07:32.252 19/01/1989]',0.165,114.907,-0.051,0.091
'[23:07:32.256 19/01/1989]',0.145,115.535,-0.049,0.107
'[23:07:32.260 19/01/1989]',0.125,114.907,-0.047,0.110
'[23:07:32.264 19/01/1989]',0.120,115.116,-0.046,0.136
'[23:07:32.268 19/01/1989]',0.080,114.070,-0.042,0.132
'[23:07:32.272 19/01/1989]',0.090,113.233,-0.037,0.155
'[23:07:32.276 19/01/1989]',0.060,112.395,-0.031,0.141
'[23:07:32.280 19/01/1989]',0.060,111.349,-0.024,0.151
'[23:07:32.284 19/01/1989]',0.025,109.674,-0.018,0.151
'[23:07:32.288 19/01/1989]',0.030,108.209,-0.012,0.157
'[23:07:32.292 19/01/1989]',0.020,106.116,-0.007,0.139
'[23:07:32.296 19/01/1989]',0.010,105.488,-0.003,0.151
'[23:07:32.300 19/01/1989]',0.005,103.605,0.002,0.141
'[23:07:32.304 19/01/1989]',-0.000,102.349,0.007,0.149
'[23:07:32.308 19/01/1989]',-0.005,100.884,0.008,0.157
'[23:07:32.312 19/01/1989]',-0.005,99.209,0.007,0.178
'[23:07:32.316 19/01/1989]',-0.010,97.744,0.009,0.191
'[23:07:32.320 19/01/1989]',-0.015,96.279,0.011,0.188
'[23:07:32.324 19/01/1989]',-0.020,94.814,0.007,0.194
'[23:07:32.328 19/01/1989]',-0.015,93.558,0.005,0.197
'[23:07:32.332 19/01/1989]',-0.005,91.884,0.002,0.209
'[23:07:32.336 19/01/1989]',-0.010,90.628,-0.002,0.200
'[23:07:32.340 19/01/1989]',-0.005,89.791,-0.005,0.196
'[23:07:32.344 19/01/1989]',-0.010,88.116,-0.007,0.187
'[23:07:32.348 19/01/1989]',-0.000,87.070,-0.011,0.191
'[23:07:32.352 19/01/1989]',-0.000,85.814,-0.013,0.191
'[23:07:32.356 19/01/1989]',-0.000,84.767,-0.015,0.207
'[23:07:32.360 19/01/1989]',-0.000,83.302,-0.014,0.209
'[23:07:32.364 19/01/1989]',0.005,82.884,-0.014,0.220
'[23:07:32.368 19/01/1989]',0.010,81.419,-0.014,0.219
'[23:07:32.372 19/01/1989]',0.010,81.000,-0.013,0.246
'[23:07:32.376 19/01/1989]',0.005,80.163,-0.008,0.232
'[23:07:32.380 19/01/1989]',0.020,79.116,-0.004,0.229
'[23:07:32.384 19/01/1989]',0.015,78.907,0.000,0.229
'[23:07:32.388 19/01/1989]',0.020,77.651,0.006,0.232
'[23:07:32.392 19/01/1989]',0.025,77.233,0.010,0.226
'[23:07:32.396 19/01/1989]',0.025,76.605,0.012,0.228
'[23:07:32.400 19/01/1989]',0.025,75.558,0.015,0.226
'[23:07:32.404 19/01/1989]',0.035,74.930,0.017,0.238
'[23:07:32.408 19/01/1989]',0.045,74.302,0.015,0.238
'[23:07:32.412 19/01/1989]',0.030,73.884,0.012,0.259
'[23:07:32.416 19/01/1989]',0.040,72.837,0.011,0.255
'[23:07:32.420 19/01/1989]',0.040,72.209,0.009,0.271
'[23:07:32.424 19/01/1989]',0.055,71.581,0.003,0.261
'[23:07:32.428 19/01/1989]',0.040,70.744,0.002,0.265
'[23:07:32.432 19/01/1989]',0.050,70.326,0.001,0.272
'[23:07:32.436 19/01/1989]',0.040,69.698,-0.001,0.262
'[23:07:32.440 19/01/1989]',0.040,69.070,-0.000,0.274
'[23:07:32.444 19/01/1989]',0.040,68.442,0.005,0.252
'[23:07:32.448 19/01/1989]',0.050,67.605,0.006,0.275
'[23:07:32.452 19/01/1989]',0.060,66.977,0.007,0.255
'[23:07:32.456 19/01/1989]',0.055,67.186,0.012,0.281
'[23:07:32.460 19/01/1989]',0.060,66.349,0.018,0.296
'[23:07:32.464 19/01/1989]',0.060,64.884,0.024,0.312
'[23:07:32.468 19/01/1989]',0.060,65.093,0.026,0.304
'[23:07:32.472 19/01/1989]',0.060,64.674,0.033,0.314
'[23:07:32.476 19/01/1989]',0.055,64.046,0.039,0.310
'[23:07:32.480 19/01/1989]',0.060,64.046,0.045,0.307
'[23:07:32.484 19/01/1989]',0.045,63.837,0.049,0.291
'[23:07:32.488 19/01/1989]',0.055,63.000,0.053,0.280
'[23:07:32.492 19/01/1989]',0.060,62.581,0.056,0.278
'[23:07:32.496 19/01/1989]',0.065,62.791,0.057,0.290
'[23:07:32.500 19/01/1989]',0.045,62.163,0.062,0.291
'[23:07:32.504 19/01/1989]',0.060,62.163,0.064,0.296
'[23:07:32.508 19/01/1989]',0.060,62.791,0.067,0.296
'[23:07:32.512 19/01/1989]',0.060,63.000,0.065,0.307
'[23:07:32.516 19/01/1989]',0.045,62.791,0.068,0.319
'[23:07:32.520 19/01/1989]',0.050,62.581,0.069,0.320
'[23:07:32.524 19/01/1989]',0.050,63.000,0.067,0.330
'[23:07:32.528 19/01/1989]',0.070,63.000,0.067,0.328
'[23:07:32.532 19/01/1989]',0.060,63.000,0.066,0.339
'[23:07:32.536 19/01/1989]',0.050,63.419,0.063,0.322
'[23:07:32.540 19/01/1989]',0.070,63.209,0.060,0.313
'[23:07:32.544 19/01/1989]',0.055,63.419,0.062,0.332
'[23:07:32.548 19/01/1989]',0.065,63.628,0.059,0.342
'[23:07:32.552 19/01/1989]',0.055,64.046,0.056,0.330
'[23:07:32.556 19/01/1989]',0.055,64.674,0.054,0.348
'[23:07:32.560 19/01/1989]',0.060,64.256,0.057,0.352
'[23:07:32.564 19/01/1989]',0.060,65.093,0.057,0.357
'[23:07:32.568 19/01/1989]',0.060,65.093,0.055,0.384
'[23:07:32.572 19/01/1989]',0.065,65.302,0.055,0.364
'[23:07:32.576 19/01/1989]',0.075,65.930,0.056,0.361
'[23:07:32.580 19/01/1989]',0.055,65.512,0.052,0.371
'[23:07:32.584 19/01/1989]',0.070,65.930,0.052,0.358
'[23:07:32.588 19/01/1989]',0.060,66.349,0.051,0.357
'[23:07:32.592 19/01/1989]',0.065,66.558,0.049,0.346
'[23:07:32.596 19/01/1989]',0.070,66.349,0.046,0.359
'[23:07:32.600 19/01/1989]',0.075,66.558,0.047,0.352
'[23:07:32.604 19/01/1989]',0.085,66.558,0.047,0.362
'[23:07:32.608 19/01/1989]',0.085,67.186,0.041,0.371
